1,1.6168,1.701,1.2424,1.2528,1.135,1.8437,1.5143,1.8799,1.2777,1.6717,1.269,1.4815,0.70874,1.3778,1.0154,1.5477,1.3915,1.5358,1.515,1.4069,1.5314,1.8483,1.039,2.0251,1.1849,0.74973,1.8431,1.7658,0.82545,1.2313,1.6127,1.8035,1.0831,1.8528,1.528,1.7152,2.0918
0,0.57706,0.49838,0.68382,0.6034,0.49981,0.67504,0.4456,0.54123,0.49498,0.49192,0.37183,0.4533,0.47254,0.53117,0.43583,0.55002,0.45944,0.54581,0.6503,0.51321,0.54423,0.54387,0.36927,0.5932,0.43033,2.0219,0.53999,0.53303,0.37323,0.35456,0.57312,0.64364,0.56149,0.4826,0.61727,0.5963,0.59926
3,0.69767,0.57819,0.60751,0.51415,0.40381,0.80448,0.52848,0.61559,0.50882,0.57683,0.44656,0.50426,0.52277,0.55005,0.49668,0.65004,0.47377,0.6366,0.74978,0.4803,0.64004,0.63342,0.41842,0.74031,0.45586,0.34545,0.62425,0.60263,0.39676,0.39087,2.2334,0.83419,4.1463,0.51322,0.5595,0.53244,0.7553
6,2.2228,2.3146,2.0327,1.9975,0.4734,2.6108,2.1001,2.3898,2.0848,2.316,0.67785,1.961,2.1602,2.2652,1.6721,2.1246,1.9732,2.5763,2.6207,1.0691,2.0896,2.4716,0.81215,2.7901,0.94346,1.2949,2.4561,2.3889,1.3591,1.6229,2.2928,2.5761,1.843,2.0363,2.1597,2.1491,2.8396
5,0.57706,0.49838,0.68382,0.6034,0.49981,0.67504,0.4456,0.54123,0.49498,0.49192,0.37183,0.4533,0.47254,0.53117,0.43583,0.55002,0.45944,0.54581,0.6503,0.51321,0.54423,0.54387,0.36927,0.5932,0.43033,2.0219,0.53999,0.53303,0.37323,0.35456,0.57312,0.64364,0.56149,0.4826,0.61727,0.5963,0.59926
4,0.72082,0.72939,0.53952,0.67159,0.71354,0.84851,0.69515,0.79254,0.58906,0.74498,0.68269,0.69198,0.68247,0.61661,0.46594,0.69274,0.61739,0.70545,0.67573,2.5165,0.70318,0.82437,0.55894,0.90117,0.64039,0.39476,0.83237,0.78388,0.3724,0.51188,0.72213,0.82993,0.48249,0.70285,0.67829,0.71298,0.91052
8,1.9228,1.9797,1.8227,1.9427,0.38532,2.174,1.7776,2.0867,1.7804,1.9796,1.6868,1.6734,1.806,1.9198,1.3972,1.7634,1.7789,2.1135,2.1481,2.3385,1.7524,2.1152,1.7869,2.3074,1.9854,1.2617,2.055,2.0207,1.1261,1.3544,1.9015,2.1544,1.4904,1.751,1.9534,1.8302,2.3912
10,1.2116,1.258,0.90228,0.98782,0.81484,1.3847,1.1826,1.3406,1.0166,1.2578,0.93706,0.33455,1.1574,1.0458,0.8752,1.1287,1.0987,1.1799,1.1268,1.0755,1.1454,1.4076,0.80874,1.4968,0.92463,0.55137,1.3962,1.3033,0.64906,0.16637,1.1971,1.3628,0.79235,1.3001,1.2068,1.2167,1.5605
7,1.0389,1.0835,0.80166,1.1878,0.74481,1.18,0.96869,1.1769,0.85276,1.0425,0.74184,0.9436,0.92708,0.91562,0.67209,0.9327,3.3272,0.95786,0.97395,0.84783,0.95497,1.1878,0.63429,1.2155,0.78734,0.48561,1.12,1.1589,0.49739,0.76701,0.98042,1.1155,0.63351,0.93417,1.4449,0.97221,1.2712
11,1.6168,1.701,1.2424,1.2528,1.135,1.8437,1.5143,1.8799,1.2777,1.6717,1.269,1.4815,0.70874,1.3778,1.0154,1.5477,1.3915,1.5358,1.515,1.4069,1.5314,1.8483,1.039,2.0251,1.1849,0.74973,1.8431,1.7658,0.82545,1.2313,1.6127,1.8035,1.0831,1.8528,1.528,1.7152,2.0918
9,1.9228,1.9797,1.8227,1.9427,0.38532,2.174,1.7776,2.0867,1.7804,1.9796,1.6868,1.6734,1.806,1.9198,1.3972,1.7634,1.7789,2.1135,2.1481,2.3385,1.7524,2.1152,1.7869,2.3074,1.9854,1.2617,2.055,2.0207,1.1261,1.3544,1.9015,2.1544,1.4904,1.751,1.9534,1.8302,2.3912
2,0.92409,0.86615,0.78783,0.74356,0.63283,1.0773,0.88173,0.95568,0.8946,0.8613,0.70192,0.84985,0.81153,0.92818,0.76035,0.99302,0.74585,0.99949,1.0198,0.72738,1.0038,0.95442,0.71219,1.0537,0.77991,0.48442,0.93276,0.90707,1.7402,0.61856,0.93314,1.0532,0.7854,0.91158,0.81895,0.83883,1.0965
16,1.0389,1.0835,0.80166,1.1878,0.74481,1.18,0.96869,1.1769,0.85276,1.0425,0.74184,0.9436,0.92708,0.91562,0.67209,0.9327,3.3272,0.95786,0.97395,0.84783,0.95497,1.1878,0.63429,1.2155,0.78734,0.48561,1.12,1.1589,0.49739,0.76701,0.98042,1.1155,0.63351,0.93417,1.4449,0.97221,1.2712
13,1.0529,1.0686,0.91749,0.89027,1.0376,1.174,0.98775,1.2245,1.2855,1.0867,1.1655,1.0001,0.98674,1.3639,0.98961,0.948,0.98454,1.4589,1.3988,1.0988,0.99573,1.205,1.1182,1.2736,4.1991,0.56721,1.1855,1.1402,0.76729,0.79152,0.99367,1.1478,0.96596,1.066,1.0834,1.0309,1.3101
18,0.57706,0.49838,0.68382,0.6034,0.49981,0.67504,0.4456,0.54123,0.49498,0.49192,0.37183,0.4533,0.47254,0.53117,0.43583,0.55002,0.45944,0.54581,0.6503,0.51321,0.54423,0.54387,0.36927,0.5932,0.43033,2.0219,0.53999,0.53303,0.37323,0.35456,0.57312,0.64364,0.56149,0.4826,0.61727,0.5963,0.59926
