3,0.71843,0.58181,0.71346,0.99788,0.53071,0.47039,0.62024,0.71595,0.53736,0.58788,0.47039,0.67509,0.56319,0.5472,0.5909,0.4511,0.98353,0.74989,0.71346,0.70089,0.51371,0.57875,0.70344,0.57875,0.83719,0.57567,0.52397,0.71346,0.68812,0.45504,0.60281,0.35902,0.35902,0.37354,0.71346
9,0.42682,0.82436,0.52397,0.89065,0.3783,0.33333,0.33865,0.83505,0.77778,1.0482,0.57258,0.27489,0.34899,1.1593,0.70091,2.0512,0.43506,0.41416,0.52397,0.33865,0.31698,0.67245,0.3639,0.35902,0.98714,0.8222,0.42682,0.52397,0.29964,0.64274,0.35902,2.1797,1.6392,1.2088,0.52397
6,2.9685,3.3476,4.4105,2.6208,2.9679,3.232,2.9117,2.9667,3.1944,3.4273,2.9056,2.8287,3.2757,3.2408,3.0012,1.7154,3.2177,2.8859,4.4105,3.4552,3.1827,3.0644,3.6306,3.4091,2.2839,2.942,3.0921,4.4105,2.787,2.7716,3.4762,2.6255,2.5185,2.7543,4.4105
5,0.17153,0.76395,0.71097,1.0294,0.38294,0.52058,0.78235,0.34899,0.98353,0.56319,3.566,0.65641,0.54067,0.5472,1.5683,1.7164,0.5909,0.59985,0.71097,1.0865,0.49611,0.7593,1.0849,0.56319,2.2328,0.17153,0.57567,0.71097,0.63439,4.2726,0.57258,1.06,0.31698,1.194,0.71097
11,4.5088,2.5701,0.5909,0.13636,4.7908,0.54393,0.84353,2.8256,2.1152,0.060826,0.48157,3.7868,0.38757,0.80473,2.1402,2.2455,5.8505,4.58,0.5909,0.91232,4.4474,1.0799,1.5569,0.40983,0.71595,5.526,0.80912,0.5909,4.3631,1.5535,0.41416,2.806,1.8189,1.7329,0.5909
10,0.86021,1.887,0.77091,0.3783,0.31127,0.53071,0.34382,1.3157,1.6998,0.71843,2.9498,0.59985,0.7686,0.86227,0.52058,0.43098,1.2746,0.53406,0.77091,0.65909,0.54393,0.71843,0.6618,0.60867,1.7411,0.37354,1.0363,0.77091,1.1835,3.6453,0.61736,0.61158,1.9771,0.17153,0.77091
7,0.95047,2.5374,2.4505,1.6392,1.1805,1.7963,1.7604,1.5374,2.1501,1.9067,1.3609,0.98534,1.8219,1.8052,1.735,1.5047,0.7732,0.79362,2.4505,1.5258,1.019,2.0136,1.2393,1.8955,1.3385,0.93349,1.2436,2.4505,1.9771,0.76628,2.2288,1.5059,1.9085,1.1027,2.4505
4,3.307,3.751,4.9394,2.813,3.1156,3.6179,3.6184,3.3038,3.5744,3.8385,2.9846,2.9577,3.6691,3.6257,3.19,1.8003,3.4054,3.2122,4.9394,3.673,3.365,3.1082,3.6647,3.2973,2.8098,3.2752,3.4433,4.9394,3.119,2.8262,3.8932,2.8902,2.818,2.9553,4.9394
1,0.69326,1.0465,0.97628,0.55362,0.66448,0.73311,1.4184,0.90057,0.97628,0.81351,0.66448,0.63719,0.7755,0.75225,0.84353,0.75461,0.79585,0.66448,0.97628,0.93729,0.74274,1.0567,1.7319,0.80252,0.63996,0.65911,0.69837,0.97628,0.83931,0.62024,0.9045,0.57258,0.75225,0.57875,0.97628
0,1.5919,1.4701,1.9353,1.1027,1.2871,1.4184,1.4171,1.3635,1.4033,1.5059,1.176,1.1623,1.7123,1.4234,1.2507,0.74751,1.4096,1.3278,1.9353,1.4408,1.3252,1.2176,1.4383,1.4952,1.1654,1.3504,1.5188,1.9353,1.2248,1.17,1.5246,1.1329,1.106,1.2176,1.9353
