2,3.6725,5.665,6.5734,4.0912,2.9147,4.8159,4.3263,4.2705,5.1316,5.1039,3.9709,3.4262,4.8786,4.8262,4.4605,3.1128,3.1224,3.4319,6.5734,4.5951,3.6763,4.8262,4.3761,5.077,3.3108,3.6404,4.121,6.5734,4.5344,3.153,5.4737,3.9651,4.2655,3.6754,6.5734
8,1.2815,1.4518,1.9261,1.0849,1.4358,1.3995,1.6682,1.2802,1.3816,1.4833,1.6096,1.5952,1.4196,1.4071,1.7196,0.69582,1.8393,1.245,1.9261,1.1329,1.815,1.6745,1.9789,1.4785,1.3022,1.269,1.3318,1.9261,1.2058,1.5246,1.2103,1.1171,1.0898,1.1423,1.9261
12,1.8013,7.3392,4.3805,3.9919,1.179,3.21,2.972,5.3784,7.478,3.4075,2.6174,0.8222,1.0311,3.2199,5.8063,3.8551,0.91814,2.4133,4.3805,2.7984,0.79362,4.2892,2.7755,3.3887,3.0394,2.5458,0.84563,4.3805,0.9354,3.0557,3.4588,3.5918,6.5245,2.8724,4.3805
15,2.0598,1.5351,1.9861,1.3906,1.7319,1.4567,1.5385,2.0564,1.9663,1.5477,1.7278,1.5863,1.4809,1.4652,1.4737,0.3639,2.3574,2.059,1.9861,1.6946,1.7824,0.20819,1.6925,1.5397,1.8519,2.0329,1.8413,1.9861,2.4585,2.4331,1.5728,1.1623,1.1345,1.5807,1.9861
14,0.98172,2.0932,2.6187,1.0881,1.0155,1.7644,2.0753,1.0242,1.1684,2.0347,1.3867,1.9463,1.9463,1.7684,1.6872,1.7963,1.2277,0.2247,2.6187,2.2909,2.077,1.8335,2.2636,2.0259,0.80693,0.82004,1.019,2.6187,1.5223,1.8927,2.0813,1.1251,1.0414,0.54067,2.6187
13,2.0924,1.8576,2.6611,2.324,1.8595,1.0898,2.0495,1.9399,1.7684,2.4447,1.7411,1.0482,1.9744,2.85,1.4664,1.5164,2.2024,2.0338,2.6611,2.0259,1.6841,1.4271,2.0224,2.0547,1.6703,1.2746,2.1797,2.6611,1.5455,1.9591,2.0924,2.2722,1.4676,2.6645,2.6611
20,2.3881,2.3271,2.0907,1.5281,3.2397,1.6478,1.8624,1.7391,2.1285,1.7684,1.4749,2.7426,1.6809,1.6714,2.6605,1.6283,1.8917,3.7863,2.0907,1.9252,1.7944,0.95233,2.3747,1.738,1.3211,2.47,1.5385,2.0907,5.3645,1.3726,1.8052,1.5818,1.4555,1.5269,2.0907
18,0.6618,1.4209,0.91814,0.84353,0.60278,0.73311,0.69582,1.17,1.3144,0.87047,1.6424,0.58788,0.73311,0.87658,1.038,2.1756,0.70091,0.63159,0.91814,0.72336,0.65097,1.0067,0.73794,0.75459,1.5919,0.79138,0.66714,0.91814,0.62876,1.6052,0.78461,3.4325,1.0103,1.3816,0.91814
16,8.2281,1.6977,2.2384,1.2676,5.7246,1.6283,1.6305,6.0651,1.6129,1.7329,1.3491,4.4161,3.7647,1.6381,1.4371,1.3211,6.2483,5.8964,2.2384,1.6564,5.0211,1.3982,1.6564,1.7247,2.0624,6.016,4.3971,2.2384,4.6546,2.0727,1.7574,1.3022,1.2676,2.1682,2.2384
21,1.5246,1.5362,1.7411,4.0916,1.3622,1.8461,1.2981,1.614,1.9472,1.4676,2.1126,1.9372,1.3957,1.4171,1.3944,4.1331,1.5762,1.8101,1.7411,1.453,1.3982,1.2161,1.4725,1.4432,4.0136,2.0364,1.7257,1.7411,1.2393,3.2539,1.5,1.6575,1.8335,2.0321,1.7411
19,2.7704,4.0198,3.7386,2.4693,2.6051,2.6085,2.7517,3.7849,3.8241,3.7143,1.8355,2.1285,2.7997,1.3648,3.2583,1.0617,2.8581,2.6883,3.7386,2.7984,2.559,3.1738,2.7997,2.9117,2.8413,2.7588,2.8773,3.7386,2.2455,1.9482,2.9744,0.31698,1.902,1.8614,3.7386
17,4.9246,4.9856,4.972,1.026,4.439,2.7838,3.6448,5.9879,4.7565,4.3275,1.0849,3.3311,3.6947,3.6599,4.0908,1.3803,5.07,4.7834,4.972,3.6995,4.3753,3.9874,3.687,3.8436,0.56003,3.221,3.8269,4.972,4.1271,1.2676,3.9191,0.9354,2.6771,1.7144,4.972
22,1.3583,1.6413,2.0242,1.1999,1.2898,1.4737,1.6392,1.3504,1.5,1.8804,1.3171,1.6041,1.5997,1.5863,1.6478,2.8344,1.5477,1.4664,2.0242,1.7765,1.6162,1.3411,1.7983,1.6575,0.91621,1.7061,1.388,2.0242,1.2549,2.1352,1.7133,4.3671,2.5915,0.92201,2.0242
23,1.8662,2.2192,2.7264,5.8282,1.9554,3.9994,1.9905,2.0092,2.116,2.1143,2.6645,2.3309,2.0207,2.1485,2.0425,5.1153,1.9243,1.8131,2.7264,2.0224,2.0693,1.9897,2.0189,2.1025,3.4675,2.6316,1.9427,2.7264,1.8471,2.586,2.1435,2.7748,2.7061,2.7068,2.7264
