11,0.70491,0.71393,0.70991,0.70052,0.70534,0.70597,0.70605,0.72308,0.70802,0.70983,0.70339,0.70555,0.70026,0.70387,0.69192,0.70462,0.70827,0.70802,0.71264,0.71337,0.70384,0.70311,0.69619,0.7001,0.7175,0.70436,0.70751,0.70565,0.69895,0.70567,0.69604,0.70065,0.69982,0.71531
5,0.26031,0.26504,0.26353,0.25968,0.26041,0.26126,0.25984,0.2691,0.26237,0.26344,0.26021,0.26097,0.25817,0.26032,0.25506,0.26015,0.26242,0.26243,0.26449,0.26492,0.25943,0.2594,0.2519,0.25787,0.26729,0.2609,0.26233,0.26086,0.25782,0.26084,0.25751,0.2588,0.25911,0.26601
9,0.15673,0.16379,0.16021,0.15518,0.15673,0.15776,0.15637,0.1626,0.1586,0.16223,0.15606,0.15706,0.15489,0.15615,0.1522,0.15651,0.15827,0.2909,0.15964,0.16005,0.15597,0.15556,0.15327,0.15419,0.16419,0.15672,0.15798,0.15707,0.1542,0.15733,0.15365,0.1553,0.155,0.16617
3,0.83717,0.85229,0.84694,0.83208,0.83838,0.84007,0.83582,0.86629,0.84424,0.84674,0.83964,0.84086,0.8294,0.8389,0.82239,0.83859,0.84594,0.84344,0.85223,0.8535,0.83409,0.83417,0.82433,0.83054,0.85919,0.83865,0.843,0.83814,0.85623,0.83815,0.82491,0.83172,0.83325,0.85569
7,0.21158,0.22373,0.21992,0.20847,0.21273,0.21368,0.21118,0.23028,0.21685,0.21969,0.21163,0.21393,0.20604,0.21125,0.20033,0.21144,0.21732,0.21698,0.22245,0.22397,0.20814,0.20857,0.20107,0.21857,0.2269,0.21236,0.2162,0.2127,0.20494,0.2124,0.20394,0.20759,0.20786,0.22587
4,0.26031,0.26504,0.26353,0.25968,0.26041,0.26126,0.25984,0.2691,0.26237,0.26344,0.26021,0.26097,0.25817,0.26032,0.25506,0.26015,0.26242,0.26243,0.26449,0.26492,0.25943,0.2594,0.2519,0.25787,0.26729,0.2609,0.26233,0.26086,0.25782,0.26084,0.25751,0.2588,0.25911,0.26601
8,0.90345,0.9182,0.91254,0.89694,0.90446,0.90573,0.89637,0.9313,0.90928,0.91242,0.90142,0.90545,0.89596,0.90236,0.88348,0.90366,0.90962,0.90945,0.91851,0.91899,0.89027,0.88848,0.88986,0.8947,0.92351,0.90278,0.9081,0.90562,0.89421,0.90489,0.89009,0.89702,0.89551,0.92113
10,0.70491,0.71393,0.70991,0.70052,0.70534,0.70597,0.70605,0.72308,0.70802,0.70983,0.70339,0.70555,0.70026,0.70387,0.69192,0.70462,0.70827,0.70802,0.71264,0.71337,0.70384,0.70311,0.69619,0.7001,0.7175,0.70436,0.70751,0.70565,0.69895,0.70567,0.69604,0.70065,0.69982,0.71531
6,0.74984,0.75804,0.75486,0.74633,0.74977,0.75049,0.74801,0.76903,0.7526,0.75439,0.74818,0.74984,0.74466,0.74846,0.73806,0.74897,0.75346,0.75243,0.75647,0.75746,0.74642,0.74696,0.74202,0.74485,0.76372,0.78778,0.75223,0.75,0.7445,0.74968,0.74165,0.74548,0.74609,0.75984
12,0.00031623,0.00031623,0.00031623,0.0009003,0.00031623,0.00031623,0.00031623,0.0009003,0.0009003,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.0009003,0.0009003,0.0009003,0.00031623,0.0012333,0.00031623,0.0014939,0.0009003,0.00031623,0.0009003,0.00031623,0.0009003,0.0009003,0.00031623,0.0009003,0.00031623,0.0009003,0.00031623,0.00031623,0.00031623
