3,0.27444,0.27566,0.26606,0.27503,0.29122,0.27818,0.27855,0.28239,0.27561,0.28176,0.26923,0.2717,0.26384,0.27818,0.26957,0.25685,0.27658,0.28624,0.26798,0.28515,0.28755,0.27326,0.28832,0.27941,0.27064,0.27068,0.26362,0.28429,0.27538,0.27753,0.27307,0.3314,0.27391,0.27907,0.27984,0.25633,0.26763,0.2714,0.26922,0.27076,0.27518,0.28595,0.2805,0.26617,0.2823
5,3.4681,3.501,3.3674,3.4738,3.5881,3.4869,3.5002,3.3878,3.4911,3.5513,3.4001,3.4833,3.3478,3.3798,3.445,3.1701,3.3688,3.4969,3.4011,3.4881,3.4865,3.2378,3.5052,3.5364,3.3518,3.368,3.268,3.5457,3.2808,3.496,3.4602,3.2728,3.4641,3.4075,3.4995,3.2682,3.3687,3.4315,3.4519,3.3446,3.4736,3.5746,3.5342,3.3836,3.5359
7,2.4286,2.4642,2.3648,2.4583,2.5391,2.4571,2.4771,2.3998,2.4637,2.5139,2.0792,2.445,2.3633,2.3982,2.4289,2.2144,2.3843,2.4554,2.3948,2.4972,2.4875,2.2197,2.4674,2.4997,2.0189,2.0261,2.2908,2.5046,2.4396,2.4806,2.4478,2.2988,2.4171,2.4064,2.4815,2.3086,2.3723,2.4159,2.4111,2.3421,2.4585,2.538,2.5023,2.3564,2.4854
13,0.82399,0.83815,0.83112,0.84059,0.86123,0.83426,0.84346,0.81544,0.84221,0.85998,0.8185,0.83757,0.83421,0.82473,0.82975,0.78982,0.80247,0.83582,0.81977,0.83922,0.83998,0.83596,0.83645,0.84728,0.79992,0.81103,0.45595,0.85486,0.84184,0.84487,0.83216,0.77922,0.82197,0.81445,0.84411,0.82235,0.84298,0.82698,0.68117,0.83825,0.83614,0.87288,0.85084,0.80618,0.84332
11,1.0093,1.0251,0.99176,1.0148,1.0733,1.0168,1.0505,1.0419,1.0296,1.0679,1.0078,1.0172,0.98303,1.3564,1.0069,0.95541,1.0076,1.0195,1.0107,1.06,1.0673,1.0161,1.0247,1.0443,1.0006,1.0259,0.96244,1.0616,1.01,1.0469,1.0188,0.98568,0.99978,1.0199,1.0324,0.96728,0.98133,1.023,1.0169,0.98039,1.0263,1.0669,1.0541,0.9809,1.0373
6,0.11385,0.11439,0.1114,0.11271,0.12467,0.11254,0.11582,0.11286,0.11331,0.12326,0.10887,0.11228,0.10814,0.11169,0.11089,0.10314,0.1101,0.11485,0.11205,0.11681,0.11989,0.11544,0.11568,0.1175,0.1077,0.1093,0.49946,0.12348,0.11264,0.11471,0.11277,0.1081,0.11195,0.11592,0.11647,0.10591,0.10876,0.11932,0.11496,0.11027,0.11507,0.12195,0.11806,0.10928,0.11887
14,5.4135,5.5475,5.353,5.5163,5.6211,5.5289,5.5536,5.2352,5.5273,5.6073,5.4534,5.45,5.3007,5.1158,5.4378,4.9541,5.0096,5.4731,5.4123,5.2784,5.2929,5.4726,5.5224,5.601,5.0485,5.0358,4.7281,5.5335,5.4264,5.5212,5.5174,4.8489,5.4011,5.0444,5.567,5.1483,5.3419,5.4898,5.366,5.239,5.5206,5.6474,5.5942,5.2899,5.5177
10,0.4091,0.41824,0.40607,0.42146,0.42363,0.4121,0.42379,0.3989,0.41471,0.41917,0.40534,0.40815,0.70092,0.40021,0.40725,0.3878,0.39671,0.4131,0.40332,0.41441,0.41414,0.40904,0.41333,0.4204,0.39578,0.39717,0.38239,0.42081,0.4056,0.41865,0.41233,0.38306,0.40651,0.40213,0.41889,0.41761,0.41635,0.40693,0.41924,0.40611,0.41102,0.43106,0.42096,0.39454,0.41599
12,0.19672,0.20024,0.18781,0.19758,0.21661,0.19768,0.20765,0.19928,0.19928,0.21108,0.19763,0.19739,0.18828,0.19996,0.1945,0.18017,0.19459,0.19736,0.19495,0.21094,0.20823,0.20098,0.20005,0.20575,0.19319,0.35865,0.18082,0.20922,0.19349,0.20239,0.19695,0.18449,0.19249,0.19587,0.20225,0.18706,0.19186,0.19842,0.19415,0.1908,0.20228,0.21209,0.20634,0.18815,0.20339
2,0.4091,0.41824,0.40607,0.42146,0.42363,0.4121,0.42379,0.3989,0.41471,0.41917,0.40534,0.40815,0.70092,0.40021,0.40725,0.3878,0.39671,0.4131,0.40332,0.41441,0.41414,0.40904,0.41333,0.4204,0.39578,0.39717,0.38239,0.42081,0.4056,0.41865,0.41233,0.38306,0.40651,0.40213,0.41889,0.41761,0.41635,0.40693,0.41924,0.40611,0.41102,0.43106,0.42096,0.39454,0.41599
9,1.4538,1.4742,1.4291,1.4724,1.4978,1.4767,1.4745,1.441,1.4731,1.5086,1.4377,1.7659,1.4137,1.4295,1.4728,1.3375,1.434,1.4601,1.4407,1.4767,1.4613,1.4698,1.4696,1.4926,1.4051,1.4284,1.3665,1.4992,1.4653,1.4912,1.4607,1.3655,1.4434,1.4251,1.4771,1.3946,1.4274,1.4544,1.4523,1.4088,1.4669,1.5038,1.4897,1.425,1.4787
8,2.1908,2.2291,2.1149,2.2092,2.2502,2.204,2.2361,2.1422,2.2101,2.2646,2.1255,2.1805,2.1146,2.1459,2.1806,1.973,2.1399,2.1868,2.6031,2.2041,2.2116,2.1685,2.2006,2.2451,2.1129,2.1305,2.0486,2.2497,2.1676,2.2066,2.212,2.036,2.1624,2.1212,2.2187,2.0504,2.1245,2.3181,2.1485,2.112,2.2532,2.2539,2.2182,2.1227,2.2021
4,3.2677,3.2343,3.0748,3.197,3.3222,3.2076,3.2234,3.0897,3.2243,3.2255,3.1252,3.1653,3.0881,3.0958,3.163,2.9157,3.1535,3.2666,3.1298,3.2297,3.2504,3.1783,3.2616,3.2585,3.0946,3.0626,2.9983,3.2854,3.212,3.216,3.2043,3.032,3.5568,3.7413,3.2275,2.9829,3.1017,3.1599,3.1238,3.0757,3.1964,3.2986,3.2815,3.1087,3.3091
1,0.84331,0.86203,0.82063,0.84849,0.89505,0.85616,0.86273,0.82159,0.86006,0.87893,0.82616,0.8446,0.83161,0.81363,0.84328,0.76242,0.8179,0.85175,0.83922,0.86986,0.86359,0.84402,0.85979,0.87883,0.81463,0.8098,0.77199,0.87713,0.835,0.86572,0.8486,0.78472,0.83662,0.82651,0.86542,0.79646,0.83199,0.84852,0.83512,0.81076,0.85478,0.91637,0.87381,0.80797,0.87003
