,DRUG_ID,SCAN_DRUGID_COSMICID_KEY,COSMIC_ID,DF,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,param_1,param_2,param_3,param_4,ARID1A_mut,ARID2_mut,BRAF_mut,CDKN2A_mut,EZH2_mut,MECOM_mut,NF1_mut,NRAS_mut,PLCB1_mut,PTEN_mut,TP53_mut,loss.cnaSKCM3,loss.cnaSKCM4..BNC2.CDKN2A.JAK2.PSIP1.,loss.cnaSKCM5..PAX5.,loss.cnaSKCM9,gain.cnaSKCM12..KRAS.,gain.cnaSKCM21..FOXP1.MITF.,loss.cnaSKCM22,loss.cnaSKCM23,loss.cnaSKCM24..loss.cnaSKCM25,loss.cnaSKCM26,loss.cnaSKCM27..CASP1.,loss.cnaSKCM28,loss.cnaSKCM30,IC50_s4,AUC_s4,Emax_s4,IC50_MOGP,AUC_MOGP,Emax_MOGP
10,1036,56187_1036_906865_0,906865,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,0.854422517295703,0.688916649146681,0.490846179976587,0.354539822635199,0.328914016960685,0.6507987272437203,1.427500886220447,-11.59751049223811,0.3077275287791562,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7655432917917918,0.671696122030034,0.32472934829844946,0.5971151355856098,0.5137998074327801,0.3633827604296016
11,1036,51509_1036_1240130_0,1240130,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.879445025117032,0.783868466036818,0.739852653421167,0.521471200458922,0.271671015611125,0.156936242149844,0.160827060977813,0.118449682526412,0.0880369418207161,0.4118533157834418,1.147985600584994,-8.913713322272388,0.0926552105913107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.44166381631631635,0.3628946640556029,0.09790996722117082,0.5971151355856098,0.5137998074327801,0.3633827604296016
12,1036,17102_1036_907067_0,907067,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,0.823761158864153,0.64076495773106,0.352430872686318,0.391104500808174,0.399114320984726,0.224997938700273,0.250310525763064,0.4001179930853941,1.3835224967439077,-12.672174590647902,0.2950724354972222,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.4990545475475476,0.4907044067370143,0.2955716371546499,0.5490891252580664,0.4736159917829108,0.3134996611564986
13,1036,51517_1036_1298145_0,1298145,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,0.840421457027438,0.871273529725617,0.656567824136859,0.594205797378618,0.459499604583347,0.7379200323414419,1.4889859140357269,-7.057743536334195,0.3406120645357421,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.9599599549549549,0.7423518066184132,0.46805166422633204,1.5,0.67553488390359,0.5786442709299707
14,1036,31230_1036_907169_0,907169,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,0.800962885375716,0.935436150466912,0.761300673222698,0.62306601689845,0.680777437780237,0.5982385876615928,2.4909430048033605,-7.749028258600027,0.6044169435983241,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0.7751353822008218,0.6444406194119561,0.971095456747312,0.6071207516848013,0.491828429641032
15,1036,1780_1036_1240153_0,1240153,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.798959545917984,0.938380365743318,1.0,0.64269869908265,0.578015957577214,0.314721298598831,0.239907158729655,0.206713898625031,0.938182605715197,0.4360885048086355,2.0884376769972026,-141.19086874146004,0.4555081606494016,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0.45723494494494504,0.5630015840456015,0.4555081606494016,0.6220175113110025,0.532652351400985,0.37884935917537627
16,1036,25483_1036_907171_0,907171,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.871749745925669,0.830969691186856,0.678975147558535,0.638426701620785,0.6948902600218354,2.461794495647484,-10.686793235065725,0.5984832834910545,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.7999637849853232,0.6335364031170867,1.5,0.7805054534116869,0.7263888785005008
17,1036,56785_1036_1298160_0,1298160,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,0.901122754079886,0.870107022970817,0.781877229873397,0.658962898547463,0.610450637437149,0.523231903647216,0.478083645012178,0.5258117924084361,1.6454577994682502,-5.736712168899604,0.4220299275863118,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9475030520520519,0.6748274729477054,0.4814474565689757,0.5971151355856098,0.5137998074327801,0.3633827604296016
18,1036,52837_1036_753581_0,753581,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.016824636608115,14220.971712558512,-3.685221787215073,0.9999999999398062,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.8888889999871593,0.9999999999456916,1.5,0.849624421799902,0.8202019957877553
19,1036,25564_1036_905974_0,905974,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.883147418008831,0.878611050140609,0.890930373160753,0.811667896072235,0.792856874206186,0.639911622992634,0.533547520692695,0.388782193712571,0.324456969572052,0.7228618635509584,1.2398279429022256,-5.54847636266019,0.1429365382248226,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.8029140005005004,0.6212699935567856,0.31260993283090555,1.5,0.8249169565176464,0.7902666180404765
20,1036,40998_1036_905975_0,905975,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.89000722653078,0.829872095132002,0.514620516248087,0.387788942376771,0.366952180667759,0.255808476731372,0.286219438150509,0.197222714115745,0.164011442362947,0.2704669915469876,1.1212878106346116,-7.476202297551427,0.2077558159759413,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38204863813813816,0.3684762291720342,0.21201395785979257,0.6798265978163787,0.5463717748026958,0.40775266268929045
21,1036,41002_1036_908124_0,908124,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.915346630067843,0.875069250246472,0.726374035391575,0.431865554521949,0.282404573767954,0.313184549969407,0.247068131594282,0.243754049300681,0.290955096732557,0.34640349216777,1.436267740134084,-15.061675859253183,0.2655995357858352,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.41541534234234234,0.4175643116538521,0.2656525826430767,0.5490891252580664,0.4736159917829108,0.3134996611564986
22,1036,1769_1036_925339_0,925339,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,0.907995104822829,0.877274399258123,0.516865855357862,0.443945379256065,0.385959053029231,0.317255144357884,0.204135210031017,0.11992888094152,0.4450687374234349,1.0504499403661294,-6.069799450366135,0.1388168891550849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5342008093093092,0.46198403806443117,0.17206133920267236,0.712733308596362,0.5525236627805581,0.41976820260745734
23,1036,27306_1036_971777_0,971777,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,0.899815701238689,0.93499927674397,0.92103245081845,0.876331528666547,0.751764847890454,0.660662956871056,0.579001374251524,0.8305434635254813,1.4781209281029415,-5.335888208648967,0.3192111987119154,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0.7623747196158543,0.572498943324897,1.5,0.8276895588638822,0.7901776159648649
24,1036,25555_1036_753596_0,753596,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,0.999476490109345,0.840215724660938,0.799011887576851,0.851643974563412,0.636006082116317,0.544343568785143,0.625725415476154,0.5125736369271942,2.075356479512325,-6.416807707237862,0.537187456994762,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0.7219366331719264,0.5773525013774022,0.971095456747312,0.6071207516848013,0.491828429641032
25,1036,1821_1036_908128_0,908128,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,0.939184278368771,1.0,1.0,1.0,1.0,1.0,1.0,0.841979528470041,1.030439458630022,0.4351417250355242,-114.48341592967348,-1.3048585075783723,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1.5,0.881515248285111,0.8419800545998262,1.5,0.8629984055588502,0.8394302720851385
26,1036,25415_1036_910903_0,910903,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,1.0,0.91324759051405,0.995120552376488,0.824633147068946,0.884222271786166,0.502238295802316,0.62079872751759,0.7798902782754129,2.4978841137713736,-241.0768590765065,0.5615184903125472,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,0.7683861335557083,0.5615184903125472,1.5,0.6471813970765885,0.5433502261614649
27,1036,30801_1036_909706_0,909706,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.845946832679603,0.929422894146054,0.752200475656156,0.59458185719777,0.42117697966335,0.362439084044402,0.361998057190881,0.366402070026041,0.298013193155042,0.3659657674001628,1.6143653007889915,-11.208813504755316,0.3341783633212422,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.4986096581581581,0.4832421673855052,0.3349968171061537,1.5,0.6156770522060493,0.5091853802753121
28,1036,41063_1036_909713_0,909713,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,0.918823262380305,0.640777921029855,0.537823251394609,0.394856752648679,0.361183998989592,0.244191049379677,0.124873863143604,0.208721177389202,0.3725204390647322,1.0427325365372335,-6.24307493208932,0.1611257748018889,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4759202992992994,0.4235953391141154,0.1806142404848248,0.5971151355856098,0.5137998074327801,0.3633827604296016
29,1036,40025_1036_909723_0,909723,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.750590321792984,0.78631607034205,0.750343945068609,0.621226770367582,0.523339088474032,0.405356322291587,0.327696358119055,0.470013774748293,0.351118043829973,0.2712276462826903,1.4120956886134173,-4.909063334682201,0.3322134649814413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5800244164164164,0.49322994320255603,0.35909571109802446,1.5,0.6942161158267719,0.6095367274628528
30,1036,41004_1036_905955_0,905955,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.939953532965012,1.0,0.830853881194533,1.0,0.993756251466526,1.0,0.877440970662788,0.765341902484118,0.563205407693255,0.8693356949346476,1.9538499368000808,-14.930200850228063,0.4535567585720325,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1.5,0.8057876409328235,0.5648103425691847,1.5,0.9133326312736383,0.9044164714772762
31,1036,1894_1036_909725_0,909725,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.889856332889706,1.0,1.0,1.0,1.0,0.587099412812947,0.848743182169743,0.541722080120071,0.534078735074285,0.6339518254991118,2.076944298874996,-9.120467080799054,0.5085831199438013,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.5,0.7388551894007109,0.5416359137947135,0.9835466446100083,0.6136193569730577,0.49763073638374067
32,1036,1892_1036_905954_0,905954,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.892821240933532,0.993379852644455,0.857268268156226,0.480242795906412,0.416454807108607,0.343612805914817,0.478253565486522,0.355403517130892,0.249793465747643,0.3721269825929449,1.6732563796776234,-26.42104528787221,0.3662513141596611,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.43899447997998003,0.4932072517626541,0.36625137659954926,0.533525140429696,0.4573852342484164,0.29520456877344253
33,1036,41270_1036_909724_0,909724,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.996228533346927,0.980673505659039,0.830213919451812,0.67718512922036,0.617489016557122,0.632532547451657,0.571350498932114,0.646569827698711,0.56683492822287,0.2994775175508811,2.4918484459690173,-17.26693280282695,0.6045562555639639,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.6345541626277945,0.6045618379819647,0.6798265978163787,0.5463717748026958,0.40775266268929045
34,1036,56303_1036_909727_0,909727,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994117536903184,0.852934776048077,0.849403718026329,0.731551465835399,0.7473964257234629,3.0103164000877527,-9.686240705478363,0.6729240984027614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1.5,0.8393992739600655,0.7415988261252227,1.5,0.6186007512906264,0.5078221945808536
35,1036,52635_1036_905956_0,905956,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.98520660454632,0.794266037927466,0.817208532015236,0.717659736298432,0.496076649027964,0.600922290851235,0.401871975098754,0.469616056336197,0.480660837339899,0.2840211721826863,1.6235187145996168,-6.30050810983551,0.4404976124357281,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7170503483483485,0.5621128200176001,0.4512921937552951,1.5,0.6647521086314512,0.5700516709354133
36,1036,25405_1036_905977_0,905977,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,1.0,0.823809296948687,0.766504362945909,0.659626022763877,0.435142030313507,0.443630627262009,0.353849702254339,0.181853669653195,0.6117857566598076,0.974658317702042,-4.413201518742194,0.0714280196283084,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0.6810143078078078,0.5583905286306212,0.2247618904657906,1.5,0.6720652431056138,0.5758408014087307
37,1036,41023_1036_909784_0,909784,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.817495238233138,0.755776316083912,0.844008545512224,0.648189844108901,0.602003851535546,0.401196213753641,0.360010951734705,0.205330335646975,0.15299957746312,0.7590762059967519,0.7940210530330589,-3.217785837120261,-0.2004703003652105,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0.6169502357357357,0.4825226603862238,0.1367822755325757,0.6273537346807295,0.5307020638980311,0.3836080354677165
38,1036,31244_1036_1299080_0,1299080,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,1.0,0.882078445500267,1.0,1.0,0.97474639936961,0.810442052795119,1.0,0.953090853371261,1.0,0.1316794526376672,21.07247030012147,-302.9195255043812,0.9525447189807328,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0.8481601127897492,0.9525447189807328,0.5971151355856098,0.5137998074327801,0.3633827604296016
39,1036,26439_1036_1299081_0,1299081,2,10.0,0,0.111111111111111,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,0.666666666666667,0.777777777777778,0.888888888888889,1.0,1.0,0.939787420561876,0.998939296528853,1.0,1.0,0.771170838677802,0.684129793636736,0.764337068772231,0.673179930660628,0.642946247035373,0.5420465949669536,3.3715771807761308,-163.66485807585855,0.6911482506759201,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0.744370863156653,0.6911482506759201,0.5815511507572393,0.5016215205096566,0.3501107487774106
