0,0.1108,0.074244,0.1031,0.11453,0.076729,0.12088,0.080999,0.11199,0.11105,0.10435,0.11294,0.075682,0.11118,0.074363,0.10339,0.10508,0.11337,0.075949,0.12303,0.082244,0.11414,0.11963,0.080197,0.11069,0.11704,0.078355,0.10858,0.1158,0.077427,0.10782,0.1178,0.078985,0.10899,0.12268,0.082218,0.1138,0.11623,0.078062,0.11365,0.076078,0.10567,0.11962,0.080093,0.11091,0.10311,0.068918,0.096319,0.11108,0.074251,0.10352,0.11905,0.07974,0.11029,0.090321,0.060263,0.084847,0.1129,0.10576,0.11458,0.10729,0.11582,0.077514,0.10751,0.12082,0.08074,0.11184,0.12121,0.080916,0.11223,0.1218,0.081563,0.11283,0.10184,0.12014,0.080546,0.11125,0.10888,0.10212,0.11118,0.074373,0.10356,0.10897,0.072848,0.085177,0.10788,0.048759,0.12191,0.081594,0.11297,0.11778,0.078891,0.10929,0.11554,0.077397,0.10728,0.10861,0.072687,0.10872,0.10227,0.10742,0.071841,0.10004,0.11639,0.10906,0.11386,0.07618,0.10568,0.11197,0.074994,0.096324,0.06431,0.090183,0.1008,0.067412,0.094204,0.11798,0.079091,0.10965,0.11171,0.074673,0.10399,0.10651,0.071263,0.09943,0.11577,0.077551,0.10742,0.11919,0.079886,0.11048,0.11937,0.11179,0.073889,0.10345,0.067835,0.098994
1,0.083289,0.10082,0.13301,0.087294,0.10575,0.091898,0.11111,0.14685,0.080826,0.12921,0.083791,0.10154,0.088205,0.1558,0.12816,0.079142,0.084849,0.10282,0.092729,0.1119,0.14837,0.091287,0.11033,0.14581,0.088316,0.10665,0.1411,0.081898,0.098826,0.13077,0.089974,0.10881,0.14358,0.088845,0.10719,0.14192,0.083844,0.10143,0.08505,0.10283,0.13579,0.087528,0.10578,0.13977,0.080843,0.097756,0.12881,0.079719,0.09633,0.1272,0.089364,0.10799,0.14276,0.064594,0.078246,0.10303,0.08569,0.1373,0.086579,0.13876,0.087767,0.10602,0.14006,0.092413,0.1114,0.14746,0.091346,0.10999,0.14586,0.089794,0.10837,0.1435,0.13134,0.091689,0.11086,0.1465,0.082954,0.13288,0.080767,0.09769,0.12891,0.079492,0.096385,0.079662,0.096232,0.12703,0.090327,0.109,0.14432,0.086575,0.10463,0.13831,0.087874,0.10611,0.14006,0.08241,0.099909,0.078312,0.12541,0.08147,0.098545,0.12989,0.087107,0.13955,0.084824,0.10252,0.13515,0.086052,0.10427,0.070657,0.08551,0.11271,0.078121,0.094579,0.12473,0.087388,0.10556,0.13951,0.08254,0.099665,0.13182,0.077732,0.094014,0.12406,0.0866,0.10475,0.13819,0.095247,0.1146,0.15008,0.088155,0.14094,0.10153,0.13417,0.092741,0.1264
3,0.16001,0.16536,0.16952,0.16726,0.17311,0.17557,0.18123,0.18573,0.1619,0.17189,0.16171,0.16725,0.16484,0.17007,0.17455,0.15177,0.16273,0.16829,0.17749,0.18292,0.18806,0.17546,0.18104,0.18552,0.16963,0.17494,0.17964,0.16642,0.17116,0.17658,0.17166,0.17731,0.18147,0.17574,0.18101,0.18578,0.16591,0.17164,0.16314,0.16844,0.17275,0.17231,0.17779,0.18214,0.15316,0.15808,0.16204,0.16159,0.16674,0.17137,0.17209,0.17744,0.18195,0.13445,0.13885,0.14261,0.16468,0.17539,0.16648,0.1773,0.16801,0.17325,0.17774,0.17596,0.1812,0.18617,0.1765,0.18151,0.18675,0.17511,0.18041,0.18533,0.16758,0.17514,0.18079,0.1852,0.15935,0.16962,0.16174,0.16695,0.17117,0.15768,0.16306,0.16044,0.16548,0.17005,0.17536,0.1808,0.18543,0.17118,0.17663,0.18122,0.16736,0.17279,0.1773,0.15785,0.16324,0.090167,0.10141,0.15686,0.16195,0.16605,0.16735,0.17821,0.16335,0.16853,0.17279,0.16358,0.16919,0.14484,0.14938,0.15296,0.15494,0.15997,0.16401,0.16715,0.17248,0.17697,0.16601,0.17106,0.17537,0.16362,0.16956,0.17293,0.16827,0.17377,0.17798,0.1766,0.18298,0.18677,0.17327,0.18422,0.16606,0.17086,0.12933,0.16142
5,0.05323,0.07166,0.038223,0.05535,0.074442,0.057888,0.077923,0.041494,0.054235,0.038311,0.053767,0.072439,0.054015,0.072647,0.03874,0.052048,0.053982,0.072706,0.058665,0.078834,0.042106,0.057685,0.077645,0.041417,0.056112,0.07548,0.040308,0.054185,0.072775,0.038845,0.056628,0.076271,0.040659,0.058617,0.078724,0.041924,0.054733,0.073568,0.05475,0.073646,0.03925,0.058544,0.078676,0.041737,0.049228,0.066221,0.035128,0.053246,0.071633,0.038088,0.058023,0.077887,0.041498,0.04219,0.056744,0.029929,0.054772,0.039277,0.055359,0.039763,0.055699,0.074887,0.039914,0.058044,0.077973,0.041656,0.057756,0.077471,0.041421,0.058316,0.078385,0.041856,0.039227,0.057707,0.077674,0.041404,0.054701,0.038767,0.053486,0.071974,0.038288,0.1233,0.039992,0.053286,0.071643,0.038111,0.058383,0.078493,0.041886,0.056544,0.076108,0.040629,0.056007,0.07535,0.040185,0.052922,0.071342,0.051826,0.036715,0.051967,0.069916,0.037177,0.055975,0.040185,0.053721,0.072213,0.038473,0.054753,0.07374,0.047554,0.063989,0.033845,0.049752,0.066968,0.03553,0.055436,0.074559,0.039736,0.053658,0.072115,0.038459,0.051922,0.069926,0.037081,0.055417,0.074599,0.039771,0.057128,0.076849,0.041003,0.05885,0.042127,0.072191,0.03839,0.068062,0.037358
7,0.62232,0.41747,0.81257,0.64673,0.4342,0.67971,0.45616,0.88145,0.59659,0.78739,0.62752,0.42082,0.62514,0.41812,0.81621,0.58805,0.62926,0.42078,0.68831,0.4601,0.8944,0.67608,0.45296,0.87639,0.6538,0.43771,0.85023,0.6202,0.41455,0.81025,0.66325,0.44462,0.85989,0.67286,0.44967,0.87452,0.63174,0.4236,0.62598,0.4186,0.81748,0.67003,0.45015,0.86995,0.57144,0.38237,0.75038,0.60924,0.40764,0.79757,0.6624,0.44328,0.86033,0.48273,0.32313,0.63793,0.63167,0.83144,0.64371,0.84669,0.64416,0.43137,0.8387,0.6757,0.45083,0.87671,0.67635,0.45148,0.87785,0.6114,0.38718,0.80899,0.81595,0.67853,0.45505,0.87946,0.61279,0.80826,0.61332,0.41001,0.80289,0.60514,0.40515,0.60934,0.40742,0.79787,0.67195,0.4495,0.87207,0.61605,0.39637,0.81764,0.64134,0.42903,0.83571,0.61286,0.41056,0.59071,0.7809,0.61159,0.41,0.79974,0.64924,0.85363,0.62471,0.41737,0.81437,0.63201,0.42295,0.52562,0.35145,0.69227,0.56923,0.38187,0.74702,0.64633,0.43324,0.84163,0.61693,0.41287,0.8059,0.57731,0.38617,0.75739,0.64508,0.43192,0.83978,0.67132,0.44992,0.87175,0.66493,0.87419,0.42048,0.82537,0.38545,0.79679
2,0.05508,0.08605,0.029323,0.057528,0.089903,0.060587,0.094308,0.032309,0.055699,0.029786,0.05581,0.087272,0.058723,0.091283,0.031738,0.053436,0.056766,0.088693,0.060833,0.094586,0.032293,0.05948,0.092676,0.031541,0.060012,0.093115,0.032463,0.054457,0.084853,0.029007,0.058629,0.091452,0.031088,0.058096,0.090264,0.03091,0.055959,0.087494,0.05724,0.089219,0.030563,0.057426,0.089505,0.030546,0.12661,0.043221,0.03837,0.054005,0.084296,0.028754,0.058261,0.09079,0.03095,0.048008,0.075091,0.025639,0.056493,0.030177,0.057531,0.030743,0.05715,0.089067,0.030382,0.059885,0.093095,0.031766,0.059873,0.092898,0.031783,0.058747,0.091421,0.031185,0.029673,0.059766,0.093135,0.031687,0.054992,0.02942,0.054503,0.085081,0.029056,0.052881,0.082686,0.053814,0.08399,0.028674,0.05942,0.092438,0.031564,0.057019,0.088921,0.03033,0.057965,0.090409,0.030841,0.055041,0.086065,0.052154,0.027882,0.053853,0.084098,0.028674,0.057919,0.030996,0.05661,0.088256,0.030142,0.056528,0.088382,0.055667,0.086567,0.030277,0.056045,0.087554,0.029911,0.057175,0.089105,0.0304,0.058895,0.091464,0.031939,0.055167,0.086133,0.029414,0.056635,0.088398,0.030101,0.060961,0.095012,0.032452,0.058105,0.031676,0.087662,0.029964,0.084868,0.028847
9,1.0654,0.90358,1.219,1.1076,0.93977,1.1566,0.98123,1.3191,1.0006,1.1661,1.0759,0.91256,1.0685,0.90503,1.2265,1.0172,1.0266,0.8593,1.1763,0.99464,1.3423,1.1516,0.97625,1.3129,1.1242,0.95369,1.2859,1.0497,0.88741,1.2103,1.1378,0.96557,1.2946,1.1381,0.96142,1.3027,1.0766,0.91332,0.9972,0.82863,1.16,1.1114,0.94062,1.2763,0.9817,0.83166,1.1332,1.0399,0.8809,1.1995,1.127,0.9547,1.2886,0.82622,0.70068,0.96605,1.0873,1.2572,1.0979,1.2675,1.1083,0.93947,1.2659,1.1619,0.98319,1.3258,1.1607,0.98143,1.3242,1.0756,0.89454,1.2382,1.2224,1.1541,0.97871,1.3151,0.98051,1.1495,0.98863,0.82367,1.1523,1.0181,0.86202,1.0299,0.87,1.1864,1.1444,0.96897,1.3082,1.1002,0.93091,1.2611,1.1001,0.93303,1.2624,1.0524,0.89293,0.99475,1.1569,1.0351,0.87614,1.189,1.1101,1.2815,1.0736,0.90851,1.228,1.0864,0.92109,0.89679,0.75985,1.044,0.97327,0.82605,1.1254,1.1058,0.93694,1.2632,1.0357,0.87528,1.1938,0.97848,0.82794,1.1329,1.1101,0.9409,1.2659,1.1469,0.97287,1.309,1.1188,1.2981,0.9073,1.2375,0.81711,1.1889
4,0.64596,0.3881,0.55048,0.65046,0.39064,0.68163,0.41046,0.57769,0.58396,0.49567,0.65093,0.39037,0.62802,0.37743,0.53217,0.59802,0.63801,0.38315,0.69204,0.41577,0.58505,0.67455,0.40631,0.57107,0.65438,0.39389,0.55397,0.60479,0.36269,0.51169,0.66759,0.40239,0.56497,0.65596,0.39385,0.55522,0.63079,0.37878,0.6302,0.37891,0.53448,0.64837,0.39016,0.54887,0.57444,0.34438,0.48635,0.59738,0.35868,0.50503,0.65731,0.39595,0.55562,0.47567,0.2839,0.40369,0.64541,0.54794,0.65812,0.56018,0.64636,0.38831,0.54815,0.68154,0.40963,0.57561,0.68521,0.41104,0.57863,0.66704,0.40131,0.56472,0.5312,0.68403,0.41198,0.57911,0.62148,0.52723,0.60206,0.3617,0.50927,0.59374,0.35565,0.59768,0.35849,0.50496,0.67216,0.40432,0.56842,0.65088,0.39161,0.5522,0.64113,0.38603,0.54278,0.6254,0.37472,0.58627,0.49716,0.72668,0.47714,0.62094,0.77784,0.67656,0.63111,0.37893,0.53437,0.64344,0.38635,0.51665,0.30903,0.43811,0.56985,0.34159,0.48343,0.64669,0.38886,0.5468,0.60079,0.3606,0.50878,0.56879,0.34089,0.48242,0.64535,0.3882,0.54737,0.67373,0.40594,0.5705,0.65187,0.55418,0.38485,0.54661,0.3376,0.52484
11,0.54731,0.47124,0.50304,0.56857,0.48968,0.59168,0.50937,0.54345,0.49898,0.46031,0.55076,0.47412,0.54432,0.46795,0.50022,0.51597,0.50874,0.43398,0.60235,0.51736,0.55386,0.58777,0.50586,0.53955,0.5705,0.49068,0.52436,0.52685,0.45186,0.48416,0.5841,0.50307,0.53586,0.577,0.49538,0.52984,0.54262,0.46703,0.5423,0.4665,0.49832,0.55852,0.48036,0.51286,0.49885,0.42869,0.45847,0.52121,0.44786,0.47903,0.57281,0.49282,0.52603,0.40485,0.34748,0.37225,0.55073,0.50843,0.5589,0.51599,0.56695,0.48732,0.5206,0.59144,0.50775,0.54298,0.59278,0.50847,0.54431,0.58318,0.5012,0.53561,0.48594,0.59028,0.50823,0.54196,0.54075,0.49879,0.52618,0.45242,0.48344,0.50754,0.43649,0.52112,0.44738,0.47848,0.58143,0.49968,0.53399,0.55707,0.47926,0.51181,0.55603,0.47854,0.511,0.53477,0.4602,0.49969,0.46096,0.52852,0.45433,0.48513,0.56465,0.52115,0.55044,0.47308,0.50463,0.55339,0.47643,0.44276,0.38017,0.40698,0.48965,0.42094,0.45026,0.56685,0.48738,0.52072,0.52184,0.44809,0.47967,0.48924,0.42027,0.44971,0.56932,0.49004,0.52259,0.58595,0.5045,0.53852,0.56028,0.51704,0.46743,0.50116,0.41254,0.47882
6,0.05323,0.07166,0.038223,0.05535,0.074442,0.057888,0.077923,0.041494,0.054235,0.038311,0.053767,0.072439,0.054015,0.072647,0.03874,0.052048,0.053982,0.072706,0.058665,0.078834,0.042106,0.057685,0.077645,0.041417,0.056112,0.07548,0.040308,0.054185,0.072775,0.038845,0.056628,0.076271,0.040659,0.058617,0.078724,0.041924,0.054733,0.073568,0.05475,0.073646,0.03925,0.058544,0.078676,0.041737,0.049228,0.066221,0.035128,0.053246,0.071633,0.038088,0.058023,0.077887,0.041498,0.04219,0.056744,0.029929,0.054772,0.039277,0.055359,0.039763,0.055699,0.074887,0.039914,0.058044,0.077973,0.041656,0.057756,0.077471,0.041421,0.058316,0.078385,0.041856,0.039227,0.057707,0.077674,0.041404,0.054701,0.038767,0.053486,0.071974,0.038288,0.1233,0.039992,0.053286,0.071643,0.038111,0.058383,0.078493,0.041886,0.056544,0.076108,0.040629,0.056007,0.07535,0.040185,0.052922,0.071342,0.051826,0.036715,0.051967,0.069916,0.037177,0.055975,0.040185,0.053721,0.072213,0.038473,0.054753,0.07374,0.047554,0.063989,0.033845,0.049752,0.066968,0.03553,0.055436,0.074559,0.039736,0.053658,0.072115,0.038459,0.051922,0.069926,0.037081,0.055417,0.074599,0.039771,0.057128,0.076849,0.041003,0.05885,0.042127,0.072191,0.03839,0.068062,0.037358
8,0.1108,0.074244,0.1031,0.11453,0.076729,0.12088,0.080999,0.11199,0.11105,0.10435,0.11294,0.075682,0.11118,0.074363,0.10339,0.10508,0.11337,0.075949,0.12303,0.082244,0.11414,0.11963,0.080197,0.11069,0.11704,0.078355,0.10858,0.1158,0.077427,0.10782,0.1178,0.078985,0.10899,0.12268,0.082218,0.1138,0.11623,0.078062,0.11365,0.076078,0.10567,0.11962,0.080093,0.11091,0.10311,0.068918,0.096319,0.11108,0.074251,0.10352,0.11905,0.07974,0.11029,0.090321,0.060263,0.084847,0.1129,0.10576,0.11458,0.10729,0.11582,0.077514,0.10751,0.12082,0.08074,0.11184,0.12121,0.080916,0.11223,0.1218,0.081563,0.11283,0.10184,0.12014,0.080546,0.11125,0.10888,0.10212,0.11118,0.074373,0.10356,0.10897,0.072848,0.085177,0.10788,0.048759,0.12191,0.081594,0.11297,0.11778,0.078891,0.10929,0.11554,0.077397,0.10728,0.10861,0.072687,0.10872,0.10227,0.10742,0.071841,0.10004,0.11639,0.10906,0.11386,0.07618,0.10568,0.11197,0.074994,0.096324,0.06431,0.090183,0.1008,0.067412,0.094204,0.11798,0.079091,0.10965,0.11171,0.074673,0.10399,0.10651,0.071263,0.09943,0.11577,0.077551,0.10742,0.11919,0.079886,0.11048,0.11937,0.11179,0.073889,0.10345,0.067835,0.098994
