DRUG_ID,COSMIC_ID,FOLD_RANGE_x,MAX_CONC_x,fd_num_0_x,fd_num_1_x,fd_num_2_x,fd_num_3_x,fd_num_4_x,fd_num_5_x,fd_num_6_x,fd_num_7_x,fd_uM_0_x,fd_uM_1_x,fd_uM_2_x,fd_uM_3_x,fd_uM_4_x,fd_uM_5_x,fd_uM_6_x,fd_uM_7_x,norm_cells_0_x,norm_cells_1_x,norm_cells_2_x,norm_cells_3_x,norm_cells_4_x,norm_cells_5_x,norm_cells_6_x,norm_cells_7_x,param_1_x,param_2_x,param_3_x,param_4_x,DILUTION_FACTOR_y,MAX_CONC_y,fd_num_0_y,fd_num_1_y,fd_num_2_y,fd_num_3_y,fd_num_4_y,fd_num_5_y,fd_num_6_y,fd_num_7_y,fd_num_8_y,fd_num_9_y,fd_uM_0_y,fd_uM_1_y,fd_uM_2_y,fd_uM_3_y,fd_uM_4_y,fd_uM_5_y,fd_uM_6_y,fd_uM_7_y,fd_uM_8_y,fd_uM_9_y,norm_cells_0_y,norm_cells_1_y,norm_cells_2_y,norm_cells_3_y,norm_cells_4_y,norm_cells_5_y,norm_cells_6_y,norm_cells_7_y,norm_cells_8_y,norm_cells_9_y,param_1_y,param_2_y,param_3_y,param_4_y
1036,910692,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.957366627,1,0.957366627,1,1,1,1,-0.037775868,-1.246831854,-117.0724084,0.987819042,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.800013612,0.821916024,0.927798135,0.999646584,1,0.750935491,1,0.812968315,1,0.372851433,0.027912385,0.026134594,-0.064698093
1036,906808,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,1,1,1,1,0.652358459,1,0.752128619,5.753043294,-231.259761,0.826179236,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.847089057,0.997817024,1,0.954975327,0.848242522,0.579590697,0.789705206,0.814158108,1,0.541448465,6.093370472,-181.7976543,0.795863495
1036,687985,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.836586188,1,1,1,1,1,0.768813177,1.020899851,0.725538258,-98.04864403,-0.401631568,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.755774044,1,0.935478456,1,0.849400053,0.930121975,0.625059488,1,1,-0.01797642,-2.534100893,-140.4483482,0.899537107
1036,907295,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.933453302,1,1,1,1,1,0.90708609,1.033833685,0.758609375,-87.81756559,-0.327707901,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.809589597,1,0.938123383,1,1,1,1,1,1,0.508854071,13.17467865,14.56405166,0.925345821
1036,753551,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,1,1,1,1,1,1,-4.342314668,4744.818841,-5.060534471,1,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.901283124,1,0.94478993,0.949065934,0.93985235,0.908216274,0.91580387,0.895196294,1,-0.031054973,-30.56528255,-124.0155491,0.939356424
1036,753565,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.902748757,0.824524394,0.886567811,0.92838152,0.835203536,0.793502685,0.910846284,0.116419984,7.308391406,-109.2386169,0.863171042,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,1,1,1,1,1,0.992493625,1,0.825090454,0.748132114,0.875420169,3.985181556,-163.2081706,0.748132108
1036,753582,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.908990643,1,0.859991505,0.988170409,0.931635977,0.690309307,0.875062094,0.715615282,5.926108451,-179.6392953,0.782685697,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.866925055,0.942518058,0.87834284,0.985257854,0.983680868,0.958799053,0.912253663,0.807873234,0.803657327,0.762597124,7.136550556,-50.9956106,0.80495406
1036,713899,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,1,1,1,0.982606075,1,1,0.583130189,172.4737957,-338.1162561,0.994202018,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.837167288,0.708732992,0.758126835,0.702963099,0.733501698,0.669949216,0.62175779,0.9553977,0.752296249,0.098231729,3.814473821,-142.3124954,0.737840703
1036,713878,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,0.867426509,0.90189726,1,1,1,0.981209419,0.166503721,24.05129309,-248.3808074,0.958422194,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.58326969,0.640171078,0.662613833,0.703724088,0.601803545,0.671716609,0.814968588,0.806581912,0.70191,-0.058142992,0.012044294,-0.019172978,-0.259045988
1036,753589,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.933379455,0.991663888,0.95928741,1,1,0.917191216,1,-0.746243873,2.660913298,-0.016657834,0.703592082,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.961460163,1,0.941057072,0.982754528,0.881188007,0.90849602,0.818917502,0.877279569,0.793970669,0.35236589,4.757272467,-5.373844065,0.787213829
1036,753594,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.803219178,1,0.701645823,1,1,1,0.824987499,0.267564279,0.883071301,0.016900595,0.384078224,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,0,0.0390625,0.078125,0.15625,0.3125,0.625,1.25,2.5,5,10,1,0.959277006,0.98229121,0.915786312,0.952530074,0.850687523,0.876496581,0.915526705,0.815978296,0.937214884,0.136131017,9.26384827,-10.50312951,0.881244877
