DRUG_ID,COSMIC_ID,FOLD_RANGE_x,MAX_CONC_x,fd_num_0_x,fd_num_1_x,fd_num_2_x,fd_num_3_x,fd_num_4_x,fd_num_5_x,fd_num_6_x,fd_num_7_x,norm_cells_0_x,norm_cells_1_x,norm_cells_2_x,norm_cells_3_x,norm_cells_4_x,norm_cells_5_x,norm_cells_6_x,norm_cells_7_x,param_1_x,param_2_x,param_3_x,param_4_x,DILUTION_FACTOR_y,MAX_CONC_y,fd_num_0_y,fd_num_1_y,fd_num_2_y,fd_num_3_y,fd_num_4_y,fd_num_5_y,fd_num_6_y,fd_num_7_y,fd_num_8,fd_num_9,norm_cells_0_y,norm_cells_1_y,norm_cells_2_y,norm_cells_3_y,norm_cells_4_y,norm_cells_5_y,norm_cells_6_y,norm_cells_7_y,norm_cells_8,norm_cells_9,param_1_y,param_2_y,param_3_y,param_4_y
1036,687816,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.984903395,0.947181142,1,1,0.935856574,0.856663518,0.690740846,0.862299443,2.235783204,-10.67616187,0.539326941,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,0.934728245,0.824843947,1,0.865114394,1,1,0.867339704,0.605827354,0.549058916,0.796269141,2.5251656,-30.53074386,0.55012294
1036,724874,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.928166006,0.959760226,0.979851987,1,1,1,0.899484942,1.037657409,0.642747581,-88.58069782,-0.574709276,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,0.899920008,1,0.906337559,1,0.981189538,1,0.956242119,0.243890095,27.31059739,-281.2752923,0.963384177
1036,687819,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.972500635,0.94626638,1,0.981888269,1,0.856270571,0.687525525,0.851271143,3.379325569,-159.2081398,0.687525511,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,1,1,1,0.962421514,0.732673219,0.988346031,0.772484951,7.168953882,-183.6580584,0.860509634
1036,1240190,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.999339193,0.983600473,0.960019812,0.902356871,0.894487511,1,0.923332692,0.406743127,15.55960672,-131.8998561,0.930044264,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,0.995577373,1,1,1,1,1,0.871502642,0.9240995,0.812443404,9.83794512,-201.4560329,0.897801096
1036,908465,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.838627553,0.90103081,0.919534101,0.956540683,0.979639563,0.924153877,0.658286979,0.875783491,3.645966603,-115.8612497,0.658286444,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,0.972695936,0.72520425,1,1,0.924457393,0.593678812,0.579441854,0.805260392,2.652200449,-51.03738087,0.57976794
1036,908460,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.985719161,0.921405383,1,0.855051964,0.975347371,0.942148963,0.975347371,0.132093242,18.14339227,-171.6543378,0.944883515,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,1,1,1,0.993942706,0.943743769,0.854102973,0.841482183,5.980310843,-23.43680918,0.832847512
1036,905944,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.855572907,0.912389432,0.992883637,0.876872912,0.952636534,0.860303489,0.748552765,0.848893442,5.459315112,-151.4796772,0.748552739,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,0.886961505,1,0.696215414,1,1,1,0.823037435,0.905431665,0.120966456,11.62192784,-596.2246843,0.913955756
1036,908459,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,1,0.869403014,1,1,1,0.875518089,1.025564967,0.889415007,-93.1547027,-0.142990468,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,0.909070942,0.854174131,0.949786697,1,1,0.997506893,0.9720796,0.812550538,1.025536038,0.600332382,-109.9384622,-0.701008076
1036,722066,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,1,1,1,1,1,1,-4.342314668,4744.818841,-5.060534471,1,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,0.941597792,0.906654305,0.829823751,0.897307545,0.838488976,0.71759852,0.741580462,0.916580487,0.791408474,-0.087557461,3.392606429,-6.152444999,0.800986989
1036,753608,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.945259186,0.864843688,0.993911338,0.989683603,1,0.898709835,0.685021087,0.856325422,3.563852777,-133.8845671,0.685021101,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,0.992582871,0.841512794,1,1,0.930033108,0.996954571,0.998660859,0.8584326,0.610109406,0.88775382,2.778869011,-195.2696963,0.610109389
1036,909721,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.947853187,0.917751765,0.957910437,1,0.968002853,0.709222054,0.60840339,0.840791056,2.802300474,-120.0099606,0.60840338,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,1,0.984536519,0.861133766,1,0.693526782,0.512357333,0.881560382,2.135148792,-166.3621108,0.512357351
1036,713869,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.873454572,1,0.937665069,0.924045278,0.942612169,0.873454572,0.873454572,0.716594216,13.5732153,-60.9759527,0.873360304,2,10,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,1,1,1,1,1,1,-6.016824637,14220.97171,-3.685221787,1
1061,905949,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.547391681,0.943260423,1,1,1,1,1,0.288530039,4.418831469,138.820664,0.773695829,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,0.999529725,1,0.835502392,0.843221257,0.804105546,1,0.593838461,7.739078174,-280.3605348,0.870707291
1061,906791,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,1,0.995487063,1,1,1,1,0.387593571,1107.918906,-869.7189657,0.999097407,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,0.951607507,1,1,1,0.989116923,1,0.997049087,0.954360036,1,-0.545304634,3.346088187,-0.006759149,0.75949718
1061,687777,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.863141604,0.965771514,0.934525279,0.993497558,1,0.972703025,0.962287613,-0.257373555,0.248966004,0.056492351,0.132981466,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,0.989095726,0.888372748,1,1,1,1,1,1,1,-0.638946792,0.005810312,0.033769956,-0.045286104
1061,724859,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.942475608,0.979550552,0.945826816,1,0.979550552,1,0.908751872,1.027444375,1.066813378,-89.66643235,0.04082946,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,1,1,1,1,1,1,-6.016824637,14220.97171,-3.685221787,1
1061,1503369,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,1,1,1,1,1,1,-4.342314668,4744.818841,-5.060534471,1,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,0.970769273,0.948412395,0.9424055,0.902374069,0.8882208,0.843583355,0.937044537,0.247031469,8.762642184,-9.351770251,0.888341742
1061,1290908,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,1,1,1,1,1,1,-4.342314668,4744.818841,-5.060534471,1,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,0.914579847,0.872176351,1,1,1,1,0.957294326,0.922177862,0.874469916,19.54396938,-151.8585832,0.922177848
