DRUG_ID,COSMIC_ID,FOLD_RANGE_x,MAX_CONC_x,fd_num_0_x,fd_num_1_x,fd_num_2_x,fd_num_3_x,fd_num_4_x,fd_num_5_x,fd_num_6_x,fd_num_7_x,fd_uM_0_x,fd_uM_1_x,fd_uM_2_x,fd_uM_3_x,fd_uM_4_x,fd_uM_5_x,fd_uM_6_x,fd_uM_7_x,norm_cells_0_x,norm_cells_1_x,norm_cells_2_x,norm_cells_3_x,norm_cells_4_x,norm_cells_5_x,norm_cells_6_x,norm_cells_7_x,param_1_x,param_2_x,param_3_x,param_4_x,DILUTION_FACTOR_y,MAX_CONC_y,fd_num_0_y,fd_num_1_y,fd_num_2_y,fd_num_3_y,fd_num_4_y,fd_num_5_y,fd_uM_0_y,fd_uM_1_y,fd_uM_2_y,fd_uM_3_y,fd_uM_4_y,fd_uM_5_y,norm_cells_0_y,norm_cells_1_y,norm_cells_2_y,norm_cells_3_y,norm_cells_4_y,norm_cells_5_y,param_1_y,param_2_y,param_3_y,param_4_y
1373,1330972,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,1,1,1,1,1,1,-4.342314668,4744.818841,-5.060534471,1,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.88001831,1,0.906219151,0.908873048,1,-0.021144148,-2.985895074,-140.2042752,0.939022088
1373,1240186,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.92051561,1,0.8888375,0.94689102,0.941615938,1,0.928414424,-0.028000787,-1.703827192,-107.7539023,0.946610637,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,1,0.976267642,0.674849859,0.906083152,0.727301334,0.340360887,4.336729021,-99.22942978,0.769411465
1373,688011,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,1,1,0.93511379,1,1,1,0.439888438,61.64637841,-491.2604516,0.983778447,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,1,0.982733976,0.97957124,1,1,0.129638943,106.1153991,-261.6455598,0.990576297
1373,688013,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,1,1,0.644655517,0.470632587,0.743022827,1,0.439748539,3.503580816,-741.365277,0.714577727,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.949618658,0.673509134,0.444491586,0.292672448,1,0.206548237,2.429363297,-17.78043136,0.580748214
1373,688021,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.958899055,1,0.972592428,0.963431704,0.899640626,0.9953511,0.936092671,0.543981959,25.52447369,-117.4673235,0.943694791,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,1,1,0.95721653,0.996695342,1,0.370486571,65.09264111,-127.5589518,0.98463728
1373,688023,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,1,1,0.942798339,1,1,1,0.447652538,69.92699395,-230.4542471,0.985699579,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,1,0.875289032,0.754716434,0.791399585,1,0.296975074,6.609619091,-94.45169898,0.848705351
1373,908483,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.936816254,0.8286274,0.840982537,0.813169113,0.927545113,0.813169113,0.881170252,0.132529371,6.701391866,-154.2985593,0.850777268,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.961340838,0.994556595,0.844055441,0.643344961,1,0.508956401,6.111472353,-78.37009913,0.821672467
1373,688025,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.89722741,0.893110157,0.868852782,1,0.908546668,1,0.918833427,-0.040253187,-31.00970304,-94.37006425,0.926652921,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,1,1,1,1,1,-3.655459714,15456.95791,-5.914921649,1
1373,688031,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.954128493,1,1,0.964374969,0.710605102,0.922258501,1,0.565304885,9.016243745,-150.3157127,0.877621194,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,1,1,0.921185091,0.861142942,0.968218713,0.507887867,11.72069244,-103.9682307,0.914680809
1373,1240193,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,1,0.942394826,0.918850481,0.737614455,0.902366521,1,0.321134064,8.723906752,-19.43479448,0.887091446,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.897217169,0.952693265,0.886591173,0.96438095,1,-0.019835525,0.330407116,-140.9780764,0.940176522
