DRUG_ID,COSMIC_ID,FOLD_RANGE_x,MAX_CONC_x,fd_num_0_x,fd_num_1_x,fd_num_2_x,fd_num_3_x,fd_num_4_x,fd_num_5_x,fd_num_6_x,fd_num_7_x,fd_uM_0_x,fd_uM_1_x,fd_uM_2_x,fd_uM_3_x,fd_uM_4_x,fd_uM_5_x,fd_uM_6_x,fd_uM_7_x,norm_cells_0_x,norm_cells_1_x,norm_cells_2_x,norm_cells_3_x,norm_cells_4_x,norm_cells_5_x,norm_cells_6_x,norm_cells_7_x,param_1_x,param_2_x,param_3_x,param_4_x,DILUTION_FACTOR_y,MAX_CONC_y,fd_num_0_y,fd_num_1_y,fd_num_2_y,fd_num_3_y,fd_num_4_y,fd_num_5_y,fd_uM_0_y,fd_uM_1_y,fd_uM_2_y,fd_uM_3_y,fd_uM_4_y,fd_uM_5_y,norm_cells_0_y,norm_cells_1_y,norm_cells_2_y,norm_cells_3_y,norm_cells_4_y,norm_cells_5_y,param_1_y,param_2_y,param_3_y,param_4_y
1373,1287706,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.665814933,0.531689683,0.44835635,0.426601389,0.3135029,0.391784349,0.472796546,-0.034515864,0.408653195,-6.529933165,0.396808402,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.26575678,0.237284303,0.18119915,0.216758048,0.287859996,-0.154459175,-6.570421094,-13.35641885,0.230349508
1373,906793,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.62239619,0.400228978,0.309189961,0.323785166,0.298291192,0.334683935,0.443938376,0.088843779,1.266013979,-15.33310709,0.342763651,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.232300754,0.193132059,0.150352677,0.116432179,0.203669277,-0.613042463,-16.63919016,-4.699300822,0.160077842
1373,906830,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.57713684,0.255382433,0.228606309,0.136653573,0.136653573,0.297550819,0.427743707,0.124176237,1.298005929,-28.9543289,0.245538672,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.322039972,0.233821099,0.205202646,0.249938556,0.350092971,0.073794821,1.346019495,-72.04546646,0.259763817
1373,906813,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.66883749,0.606990586,0.359732354,0.464859153,0.236103238,0.260816123,0.495717912,0.013713146,0.615340221,-5.805917236,0.34288256,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.995353577,0.949728742,0.863498594,0.571829167,0.977007863,0.53624419,4.824494537,-96.13193872,0.774418503
1373,687448,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.683666585,0.576514523,0.423838608,0.450634924,0.434563775,0.581860505,0.964944898,0.083317022,2.26506335,-31.87326703,0.571789931,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.440965657,0.401197407,0.286813712,0.232255338,0.424502239,-0.47636405,-8.088419195,-4.741475427,0.325025969
1373,753545,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.374472474,0.31588035,0.227900135,0.169308011,0.163418122,0.204463285,0.345207088,-0.12883667,-1.312827055,-7.420752471,0.223677946,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.176168513,0.290970684,0.213245291,0.173039364,0.33390552,-0.017700339,-8.09387157,-126.6230863,0.237465857
1373,753546,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,1,1,1,0.991817794,0.698150115,0.771567035,0.69354055,0.58457496,3.585333336,-169.039872,0.721085906,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.7055286,0.603175147,0.581414307,0.914393627,0.864883685,-0.017332151,-4.542959418,-122.1037542,0.733879036
1373,906865,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.819057483,0.797735678,0.50189931,0.48069482,0.400246801,0.407344293,0.558767231,0.267309793,2.034132437,-14.17642821,0.453336045,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.323210467,0.304317276,0.268509621,0.268082679,0.409172155,0.016303347,0.995562283,-47.75730641,0.312520464
1373,907058,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.871298395,1,0.960235615,0.871298395,0.737919931,0.643755939,0.675143937,0.561001745,3.312768633,-15.67103725,0.657732512,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,1,1,0.762959749,0.589990971,0.276555947,0.896037531,0.858056724,-4.568825197,-0.124622961
1373,907067,1000,10,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,0,0.01000527,0.031636663,0.100035129,0.316311079,1.000175631,3.162555345,10,1,0.625466734,0.448833296,0.401295953,0.21451504,0.19754644,0.245083783,0.476033582,0.039598337,0.681312938,-7.649407368,0.293182299,4,10,0,0.111111111,0.333333333,0.555555556,0.777777778,1,0,0.0390625,0.15625,0.625,2.5,10,1,0.456890318,0.355519753,0.319339288,0.307731512,0.478209524,0.076863537,1.568655759,-65.2320143,0.365200001
