2,0.1433,0.28832,0.28832,0.28832,0.28832,0.25002,0.25002,0.25002,0.25002,0.25002,0.25002,0.25002,0.25002,0.25002,0.25002,0.25002,0.25002,0.17975,0.15951,0.18628,0.23964,0.24409,0.20247,0.2577,0.2144,0.2072,0.2072,0.2072,0.2208,0.095553,0.18756,0.21856,0.22914,0.18589,0.24645,0.28809,0.28809,0.25747,0.24658,0.22597,0.19503,0.19503,0.15976,0.18552,0.20148,0.1499,0.46835,0.46835,0.46835,0.46835,0.46835,0.46835,0.46835,0.46835,0.46835,0.46835,0.46835,0.15326,0.13178,0.16417,0.22951,0.18354,0.053799,0.18077,0.17516,0.24117
4,0.52374,0.99837,0.99837,0.99837,0.99837,0.56447,0.56447,0.56447,0.56447,0.56447,0.56447,0.56447,0.56447,0.56447,0.56447,0.56447,0.56447,0.61487,0.54865,0.72186,0.89084,0.84878,0.70581,0.51161,0.7564,0.75128,0.75128,0.75128,0.80967,0.2632,0.46675,0.70585,0.81025,0.60163,0.84923,0.91258,0.91258,1.5913,0.83021,0.81105,0.72517,0.72517,0.53553,0.48859,0.6894,0.54814,0.54977,0.54977,0.54977,0.54977,0.54977,0.54977,0.54977,0.54977,0.54977,0.54977,0.54977,0.40679,0.46677,0.61507,0.77431,0.5738,0.11805,0.60152,0.47759,0.79198
6,0.23732,0.46314,0.46314,0.46314,0.46314,0.20758,0.20758,0.20758,0.20758,0.20758,0.20758,0.20758,0.20758,0.20758,0.20758,0.20758,0.20758,0.29145,0.27622,0.53142,0.36445,0.34431,0.30288,0.19648,0.34314,0.61102,0.61102,0.61102,0.2846,0.15652,0.16027,0.29563,0.29398,0.28697,0.36206,0.42782,0.42782,0.70772,0.33992,0.34065,0.32331,0.32331,0.36323,0.17007,0.2808,0.24692,0.17395,0.17395,0.17395,0.17395,0.17395,0.17395,0.17395,0.17395,0.17395,0.17395,0.17395,0.13369,0.20211,0.27958,0.32384,0.28454,0.045887,0.28667,0.17855,0.32961
3,0.3216,0.50576,0.50576,0.50576,0.50576,0.22204,0.22204,0.22204,0.22204,0.22204,0.22204,0.22204,0.22204,0.22204,0.22204,0.22204,0.22204,0.37458,0.2793,0.35012,0.47849,0.39968,0.35723,0.2032,0.38887,0.34454,0.34454,0.34454,0.31246,0.13181,0.19273,0.40765,0.43624,0.29742,0.45193,0.54294,0.54294,0.38619,0.44734,0.43917,0.407,0.407,0.20296,0.20164,0.31708,0.27502,0.24659,0.24659,0.24659,0.24659,0.24659,0.24659,0.24659,0.24659,0.24659,0.24659,0.24659,0.15814,0.20689,0.32694,0.72007,0.26865,0.043419,0.33237,0.18212,0.40493
5,0.099771,0.1902,0.1902,0.1902,0.1902,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.13439,0.11991,0.13751,0.16206,0.14092,0.13445,0.16134,0.13147,0.15686,0.15686,0.15686,0.16902,0.057525,0.1118,0.12844,0.14082,0.1256,0.14759,0.17385,0.17385,0.18119,0.14429,0.14097,0.12606,0.12606,0.1118,0.49204,0.13132,0.099744,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.088911,0.081138,0.11192,0.15441,0.12541,0.03099,0.15085,0.10927,0.13765
1,0.061252,0.134,0.134,0.134,0.134,0.1093,0.1093,0.1093,0.1093,0.1093,0.1093,0.1093,0.1093,0.1093,0.1093,0.1093,0.1093,0.071905,0.064157,0.084411,0.099452,0.09479,0.11375,0.054599,0.088443,0.11051,0.11051,0.11051,0.075293,0.14783,0.052146,0.078843,0.09049,0.073644,0.094833,0.10674,0.10674,0.088441,0.09271,0.094821,0.088803,0.088803,0.057151,0.052142,0.092498,0.067111,0.056066,0.056066,0.056066,0.056066,0.056066,0.056066,0.056066,0.056066,0.056066,0.056066,0.056066,0.075222,0.052151,0.068707,0.090535,0.076997,0.075207,0.073631,0.11627,0.12191
0,0.099771,0.1902,0.1902,0.1902,0.1902,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.18633,0.13439,0.11991,0.13751,0.16206,0.14092,0.13445,0.16134,0.13147,0.15686,0.15686,0.15686,0.16902,0.057525,0.1118,0.12844,0.14082,0.1256,0.14759,0.17385,0.17385,0.18119,0.14429,0.14097,0.12606,0.12606,0.1118,0.49204,0.13132,0.099744,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.088911,0.081138,0.11192,0.15441,0.12541,0.03099,0.15085,0.10927,0.13765
12,0.092292,0.18318,0.18318,0.18318,0.18318,0.13006,0.13006,0.13006,0.13006,0.13006,0.13006,0.13006,0.13006,0.13006,0.13006,0.13006,0.13006,0.11878,0.13968,0.13321,0.17351,0.15017,0.17166,0.18748,0.14646,0.1581,0.1581,0.1581,0.16377,0.058185,0.36838,0.13653,0.13672,0.12766,0.15745,0.18409,0.18409,0.17588,0.1471,0.14359,0.146,0.146,0.15597,0.11313,0.19213,0.10106,0.15928,0.15928,0.15928,0.15928,0.15928,0.15928,0.15928,0.15928,0.15928,0.15928,0.15928,0.094198,0.078459,0.10848,0.15007,0.09652,0.034338,0.12759,0.11062,0.13997
8,0.46973,0.8174,0.8174,0.8174,0.8174,0.32039,0.32039,0.32039,0.32039,0.32039,0.32039,0.32039,0.32039,0.32039,0.32039,0.32039,0.32039,0.55146,0.51507,0.075742,0.69583,0.63356,0.55167,0.3181,0.64792,0.51213,0.51213,0.51213,0.43864,0.21543,0.30382,0.527,0.57776,0.53946,0.63382,0.74696,0.74696,0.61888,0.61963,0.63374,0.56707,0.56707,0.33297,0.31804,0.46971,0.4486,0.34199,0.34199,0.34199,0.34199,0.34199,0.34199,0.34199,0.34199,0.34199,0.34199,0.34199,0.25294,0.36493,0.55162,0.60511,0.4696,0.066984,0.53938,0.28365,0.61894
10,0.15799,0.29816,0.29816,0.29816,0.29816,0.25502,0.25502,0.25502,0.25502,0.25502,0.25502,0.25502,0.25502,0.25502,0.25502,0.25502,0.25502,0.17321,0.16379,0.17944,0.2368,0.2592,0.20814,0.18128,0.21306,0.23731,0.23731,0.23731,0.088757,0.094535,0.15274,0.19649,0.20579,0.19042,0.23635,0.25185,0.25185,0.27451,0.22845,0.23916,0.21639,0.21639,0.18585,0.15608,0.21537,0.15976,0.14983,0.14983,0.14983,0.14983,0.14983,0.14983,0.14983,0.14983,0.14983,0.14983,0.14983,0.083772,0.13151,0.17529,0.21309,0.15975,0.061518,0.19213,0.20065,0.24545
