4,0.24768,0.21707,0.21707,0.21707,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.29371,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.25485,0.24051,0.24051,0.23288,0.23288,0.2247,0.20888,0.20888,0.22525,0.2,0.2,0.16046,0.24051,0.24051,0.24051,0.24051,0.23288,0.23288,0.16046,0.23288,0.24051,0.24051,0.17153,0.20819,0.20888,0.20888,0.26843,0.26843,0.2,0.2,0.21707,0.17153,0.23288,0.24768,0.23288,0.23288,0.25447,0.17153,0.20888,0.24005,0.25485,0.25485,0.25485,0.20888,0.20888,0.17153,0.18132,0.18132,0.21707,0.26164,0.2247,0.23288,0.18132,0.17153,0.17153,0.17153,0.24051,0.24051,0.20888,0.20888,0.10668,0.21707,0.21707,0.16046,0.16046,0.17153,0.17153,0.21707,0.21707,0.23288
2,0.12333,0.031623,0.031623,0.031623,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.16046,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.14939,0.13636,0.13636,0.13636,0.13636,0.10668,0.10668,0.10668,0.09003,0.10668,0.10668,0.060826,0.14743,0.14743,0.10668,0.10668,0.12333,0.12333,0.060826,0.10668,0.16046,0.16046,0.12333,0.09003,0.09003,0.09003,0.13636,0.13636,0.09003,0.10668,0.12333,0.12333,0.10668,0.12333,0.10668,0.10668,0.14939,0.12333,0.060826,0.12333,0.14939,0.14939,0.14939,0.077478,0.077478,0.031623,0.060826,0.060826,0.10668,0.14743,0.12333,0.12333,0.10668,0.031623,0.031623,0.031623,0.12333,0.12333,0.12333,0.12333,0.12333,0.10668,0.10668,0.09003,0.09003,0.09003,0.09003,0.11971,0.11971,0.14939
10,0.10668,0.09003,0.09003,0.09003,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.13636,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.077478,0.077478,0.09003,0.09003,0.10668,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.09003,0.09003,0.031623,0.031623,0.060826,0.060826,0.031623,0.060826,0.09003,0.09003,0.060826,0.09003,0.060826,0.060826,0.12333,0.12333,0.031623,0.077478,0.060826,0.077478,0.09003,0.10668,0.031623,0.031623,0.060826,0.031623,0.031623,0.031623,0.10668,0.10668,0.10668,0.060826,0.060826,0.031623,0.031623,0.031623,0.031623,0.12333,0.12333,0.09003,0.12333,0.031623,0.031623,0.031623,0.09003,0.09003,0.09003,0.09003,0.12333,0.09003,0.09003,0.031623,0.031623,0.09003,0.09003,0.060826,0.060826,0.09003
12,0.6537,0.5909,0.5909,0.5909,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.64274,0.64274,0.62309,0.62309,0.59985,0.54067,0.54067,0.59688,0.54716,0.54716,0.44716,0.62309,0.62309,0.66448,0.66448,0.59985,0.59985,0.43506,0.64274,0.6618,0.6618,0.43506,0.54393,0.59389,0.59389,0.71595,0.71595,0.62024,0.44716,0.59389,0.45891,0.64824,0.68293,0.6907,0.6907,0.66714,0.43098,0.62594,0.65641,0.66714,0.66714,0.66714,0.55684,0.55684,0.54393,0.54393,0.54393,0.64274,0.73311,0.59688,0.4511,0.44716,0.53736,0.53736,0.53736,0.64549,0.64549,0.44315,0.44315,0.17153,0.59389,0.59389,0.43506,0.43506,0.45891,0.45891,0.59985,0.59985,0.64824
5,0.077478,0.060826,0.060826,0.060826,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.12333,0.12333,0.060826,0.060826,0.060826,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.060826,0.060826,0.031623,0.031623,0.09003,0.09003,0.031623,0.060826,0.060826,0.060826,0.060826,0.09003,0.060826,0.060826,0.09003,0.09003,0.031623,0.077478,0.060826,0.031623,0.060826,0.060826,0.09003,0.09003,0.09003,0.031623,0.031623,0.031623,0.060826,0.060826,0.060826,0.060826,0.060826,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.060826,0.09003,0.031623,0.031623,0.031623,0.060826,0.060826,0.10668,0.10668,0.077478,0.060826,0.060826,0.060826,0.060826,0.10668,0.10668,0.060826,0.060826,0.060826
3,0.38747,0.34899,0.34899,0.34899,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.4511,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.43098,0.38747,0.38747,0.36879,0.36879,0.34899,0.32249,0.32249,0.35401,0.31698,0.31698,0.26843,0.3783,0.3783,0.3921,0.3921,0.3639,0.3639,0.2681,0.38294,0.39664,0.39664,0.27489,0.328,0.34382,0.34382,0.42682,0.42682,0.37354,0.26843,0.35902,0.26843,0.38757,0.41416,0.40983,0.40983,0.39664,0.26843,0.36866,0.3921,0.40549,0.40549,0.40549,0.32249,0.32249,0.31698,0.31698,0.31698,0.37354,0.43907,0.35902,0.28107,0.27489,0.30534,0.30534,0.30534,0.38294,0.38294,0.28753,0.28753,0.10668,0.35401,0.35401,0.26164,0.26164,0.27489,0.27489,0.35401,0.35401,0.3783
7,0.68033,0.62024,0.62024,0.62024,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.78233,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.7732,0.67509,0.67509,0.6537,0.6537,0.62309,0.56003,0.56003,0.62594,0.57875,0.57875,0.46658,0.6537,0.6537,0.69326,0.69326,0.62876,0.62876,0.46278,0.66981,0.69582,0.69582,0.45504,0.56946,0.62309,0.62309,0.75461,0.75461,0.64549,0.46278,0.62309,0.47033,0.68033,0.71346,0.73067,0.73067,0.69582,0.46278,0.6537,0.68553,0.70091,0.70091,0.70091,0.58486,0.58486,0.57258,0.56634,0.56634,0.67771,0.76628,0.62594,0.47788,0.47039,0.56946,0.56946,0.56946,0.68033,0.68033,0.46278,0.46278,0.17153,0.62309,0.62309,0.44709,0.44709,0.46658,0.46658,0.62309,0.62309,0.67771
9,0.49253,0.4511,0.4511,0.4511,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.56319,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.48526,0.48526,0.46658,0.46658,0.44315,0.40549,0.40549,0.4511,0.40549,0.40549,0.33333,0.46658,0.46658,0.49253,0.49253,0.44716,0.44716,0.31698,0.48526,0.50322,0.50322,0.32249,0.41416,0.44315,0.44315,0.53406,0.53406,0.46278,0.33865,0.44315,0.33333,0.48526,0.51023,0.51367,0.51367,0.49969,0.32782,0.45891,0.49253,0.49253,0.49253,0.49253,0.41841,0.41841,0.40106,0.40549,0.40549,0.48157,0.5472,0.44716,0.35401,0.33333,0.40983,0.40983,0.40983,0.48157,0.48157,0.34382,0.34382,0.14939,0.44709,0.44709,0.328,0.328,0.34884,0.34884,0.44315,0.44315,0.48526
11,0.6537,0.5909,0.5909,0.5909,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.74751,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.73554,0.64274,0.64274,0.62309,0.62309,0.59985,0.54067,0.54067,0.59688,0.54716,0.54716,0.44716,0.62309,0.62309,0.66448,0.66448,0.59985,0.59985,0.43506,0.64274,0.6618,0.6618,0.43506,0.54393,0.59389,0.59389,0.71595,0.71595,0.62024,0.44716,0.59389,0.45891,0.64824,0.68293,0.6907,0.6907,0.66714,0.43098,0.62594,0.65641,0.66714,0.66714,0.66714,0.55684,0.55684,0.54393,0.54393,0.54393,0.64274,0.73311,0.59688,0.4511,0.44716,0.53736,0.53736,0.53736,0.64549,0.64549,0.44315,0.44315,0.17153,0.59389,0.59389,0.43506,0.43506,0.45891,0.45891,0.59985,0.59985,0.64824
13,0.47788,0.43506,0.43506,0.43506,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.55043,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.53736,0.47788,0.47788,0.45891,0.45891,0.4309,0.3921,0.3921,0.4309,0.39664,0.39664,0.32249,0.45891,0.45891,0.48157,0.48157,0.43506,0.43506,0.31698,0.47039,0.4889,0.4889,0.32249,0.40106,0.43098,0.43098,0.52058,0.52058,0.4511,0.32782,0.43098,0.328,0.46658,0.49969,0.50675,0.50675,0.4889,0.31698,0.4511,0.48157,0.48526,0.48526,0.48526,0.39664,0.39664,0.40106,0.3921,0.3921,0.46658,0.53406,0.43907,0.33849,0.328,0.38757,0.38757,0.38757,0.47039,0.47039,0.33333,0.33333,0.12333,0.43506,0.43506,0.32249,0.32249,0.33865,0.33865,0.43914,0.43914,0.47414
8,0.10668,0.060826,0.060826,0.060826,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.12333,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.060826,0.12333,0.12333,0.09003,0.09003,0.09003,0.12333,0.12333,0.09003,0.10668,0.10668,0.077478,0.12333,0.12333,0.13636,0.13636,0.13636,0.13636,0.031623,0.10668,0.10668,0.10668,0.060826,0.060826,0.060826,0.060826,0.12333,0.12333,0.031623,0.031623,0.10668,0.09003,0.09003,0.10668,0.09003,0.09003,0.12333,0.031623,0.031623,0.10668,0.10668,0.10668,0.10668,0.09003,0.09003,0.060826,0.031623,0.031623,0.09003,0.10668,0.12333,0.031623,0.09003,0.031623,0.031623,0.031623,0.10668,0.10668,0.12333,0.12333,0.060826,0.060826,0.060826,0.060826,0.060826,0.10668,0.10668,0.09003,0.09003,0.10668
