,DRUG_ID,SCAN_DRUGID_COSMICID_KEY,COSMIC_ID,FOLD_RANGE,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,param_1,param_2,param_3,param_4,norm_cell_1_MOGP,norm_cell_2_MOGP,norm_cell_3_MOGP,norm_cell_4_MOGP,norm_cell_5_MOGP,norm_cell_6_MOGP,norm_cell_7_MOGP,AUC_MOGP,AUC_s4,Emax_MOGP,Emax_s4,IC50_MOGP,IC50_s4
40,1036,16245_1036_753610_0,753610,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,0.968676048334964,1.0,1.0,1.0,0.928222222968754,1.0,0.867541484919439,1.0247154399718426,0.8548041483136706,-94.96340234269532,-0.1845867815731177,0.9726351606756539,0.9773370916667367,0.9430313979795777,0.8729710565634551,0.7508372605335291,0.698763653948291,0.6806533532665557,0.7244077439637061,0.8432114526418946,0.6806533532665557,0.8675421108998771,1.5,1.5
17,1036,14105_1036_1330964_0,1330964,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,0.945076062947742,0.995966468070603,1.0,1.0,1.0,1.0,0.950343118941345,0.9960906881425372,5.212816231058664,-91.00333899891974,0.7997427785695337,0.9544905448672791,0.9551263421729105,0.9479635635128095,0.941757631608875,0.9160246011652113,0.9009245682491834,0.8598408741746111,0.7962324985803396,0.8494133863158204,0.8598408741746111,0.9503433326570436,1.5,1.5
30,1036,51514_1036_924241_0,924241,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.969086580287596,1.0,0.954765292480581,1.0235760717449796,1.8084644513883867,-82.15866737330694,0.4426286660945333,1.0021970667758262,1.0042864177394686,1.0165540914833557,1.0489038906256773,1.0775588427834069,1.078092532297758,1.0091439811994294,0.8913866845907417,0.8528413748837574,1.0091439811994294,0.9547654789981943,1.5,1.5
22,1036,8655_1036_1240186_0,1240186,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,0.871219830520647,0.936183568043355,0.849583372333168,0.979483665898449,0.806283274478075,0.757574062076111,1.0,-0.0261249267939737,-2.808057248237388,-93.69135638511956,0.8857610991254828,0.9451161304361041,1.0021203595534072,1.0652958918312747,1.102990386534554,1.0956049841346907,1.0548968898977467,0.9020674192125264,0.8952000319660798,0.7592238005452719,0.9020674192125263,0.8857610991254828,1.5,1.5
36,1036,10692_1036_688031_0,688031,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,0.94135616500392,1.0,1.0,0.982548721919077,0.980769143516649,0.790934958988138,0.527744679471108,0.8431409062518621,2.1506802945106545,-30.741664737111712,0.5198317067560181,0.9448880100486486,0.944303918837313,0.9370459901580587,0.9316342443075527,0.9061213858697412,0.9088444407509386,0.9013811220335678,0.7931615546789803,0.7825032806333163,0.9013811220335678,0.5277445031385297,1.5,1.5
32,1036,14515_1036_688023_0,688023,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.342314667849852,4744.818841187729,-5.060534470862448,0.9999999999307112,0.9505186534364194,0.9382622155455226,0.9271165640874458,0.9345398430409467,0.9363209851752106,0.9612588797593937,0.9771657158313964,0.8084748308418209,0.857142856967696,0.9771657158313964,0.9999999999325262,1.5,1.5
19,1036,14108_1036_1298349_0,1298349,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.877129530036449,0.877129530036449,0.7791398390567381,8.13865366561912,-299.78294877346985,0.8771295547136227,0.9740442525420084,0.9805257306849899,0.9734182891103939,0.9577234813549119,0.9147035454931258,0.8771808939031215,0.8065263513588474,0.800315948805391,0.8308650031451409,0.8065263513588474,0.8771295547136227,1.5,1.5
21,1036,53673_1036_1240182_0,1240182,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.986091098963613,1.0,1.0,0.589353892213442,215.68888336450985,-389.2266220060058,0.995363692442576,0.9815501309927401,1.0351683181966516,1.058600336605311,1.0184489401066135,0.8973453741802329,0.8396749346352825,0.7687944085258901,0.8195132575912807,0.855302986285037,0.7687944085258901,0.995363692442576,1.5,1.5
34,1036,11288_1036_688025_0,688025,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,1.0,1.0,0.914880249022314,0.945822053334995,0.903726404733283,0.987825234833793,0.724779443818482,1.0223847553451102,0.5972768924795718,-102.92611240684664,-0.7096574376937763,0.9457722896251589,0.9730400038543975,0.9813470165998083,0.9578198839086302,0.8837411807416076,0.8505600042100714,0.8017909025179094,0.7897236187722878,0.8242906093342738,0.8017909025179094,0.7247789628766439,1.5,1.5
29,1036,50887_1036_688018_0,688018,1000,10.0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973478052816637,0.999154985028191,0.741285953925697,73.08088800357325,-225.31217478597983,0.9863165318962742,0.9452242167561564,0.9544096507466154,0.9631952823916382,0.9730231200464506,0.960961985443082,0.9693221682484943,0.9507137732496123,0.8246196539744762,0.8538633834065386,0.9507137732496123,0.9863165318962742,1.5,1.5
