11,0.44315,0.4511,0.44315,0.43914,0.44315,0.44315,0.4511,0.4511,0.44315,0.44716,0.44315,0.44709,0.44315,0.44315,0.43907,0.44315,0.43914,0.44716,0.43914,0.43506,0.44716,0.44315,0.44716,0.44716,0.43914,0.43098,0.43914,0.43914,0.44315,0.44709,0.44716,0.44315,0.43506,0.44315,0.44716,0.44315,0.44716,0.44716,0.43506,0.43914,0.45504,0.43914,0.44716
5,0.09003,0.077478,0.09003,0.10668,0.060826,0.13636,0.10668,0.11971,0.10668,0.13636,0.09003,0.12333,0.09003,0.10668,0.060826,0.060826,0.09003,0.12333,0.060826,0.031623,0.09003,0.10668,0.09003,0.031623,0.060826,0.031623,0.09003,0.10668,0.060826,0.10668,0.10668,0.060826,0.060826,0.09003,0.09003,0.060826,0.12333,0.12333,0.060826,0.031623,0.12333,0.060826,0.09003
14,0.060826,0.031623,0.060826,0.031623,0.031623,0.09003,0.10668,0.09003,0.09003,0.10668,0.060826,0.10668,0.060826,0.060826,0.031623,0.060826,0.031623,0.12333,0.060826,0.031623,0.060826,0.09003,0.09003,0.060826,0.031623,0.031623,0.031623,0.031623,0.060826,0.09003,0.060826,0.031623,0.031623,0.031623,0.10668,0.09003,0.12333,0.060826,0.031623,0.060826,0.09003,0.031623,0.10668
9,1.1251,1.1329,1.1345,1.1219,1.1282,1.1251,1.1298,1.1423,1.1314,1.1282,1.1314,1.1345,1.1266,1.1251,1.1282,1.1203,1.1203,1.1314,1.1155,1.1251,1.1361,1.1361,1.1345,1.1329,1.1251,1.1187,1.1219,1.1219,1.1314,1.1282,1.1282,1.1266,1.1187,1.1282,1.1298,1.1219,1.1251,1.1298,1.1235,1.1282,1.1361,1.1235,1.1219
13,0.21707,0.2,0.19112,0.2,0.17153,0.2,0.2,0.20888,0.19021,0.20888,0.19112,0.19112,0.19112,0.20888,0.2,0.2,0.19112,0.20888,0.19112,0.17153,0.20888,0.20888,0.20819,0.18132,0.19112,0.14939,0.19112,0.19112,0.19021,0.20819,0.2,0.20888,0.16046,0.18132,0.19021,0.18132,0.2,0.2,0.19112,0.20888,0.20888,0.17153,0.2
10,0.5472,0.55043,0.5472,0.54067,0.54393,0.54393,0.54393,0.5472,0.5472,0.5472,0.54393,0.54067,0.54067,0.54067,0.54067,0.53736,0.53406,0.5472,0.53736,0.54067,0.5472,0.55043,0.5472,0.5472,0.54067,0.53406,0.54067,0.54063,0.54393,0.5472,0.54393,0.5472,0.53402,0.54067,0.5472,0.54067,0.5472,0.5472,0.54393,0.54067,0.55043,0.53736,0.5472
6,0.09003,0.077478,0.09003,0.10668,0.060826,0.13636,0.10668,0.11971,0.10668,0.13636,0.09003,0.12333,0.09003,0.10668,0.060826,0.060826,0.09003,0.12333,0.060826,0.031623,0.09003,0.10668,0.09003,0.031623,0.060826,0.031623,0.09003,0.10668,0.060826,0.10668,0.10668,0.060826,0.060826,0.09003,0.09003,0.060826,0.12333,0.12333,0.060826,0.031623,0.12333,0.060826,0.09003
3,0.29371,0.29964,0.29964,0.29964,0.29964,0.29964,0.31127,0.31127,0.29964,0.31698,0.29964,0.31698,0.29964,0.29964,0.29964,0.29371,0.29964,0.31698,0.28753,0.28753,0.31127,0.30557,0.31127,0.29371,0.29371,0.26843,0.29964,0.29964,0.29964,0.29371,0.29964,0.29964,0.28107,0.29346,0.30534,0.29371,0.31698,0.30557,0.28135,0.28753,0.30557,0.29371,0.30534
4,0.14939,0.14939,0.12333,0.13636,0.13636,0.14939,0.16046,0.16046,0.16046,0.17025,0.14939,0.16046,0.14939,0.12333,0.14939,0.16046,0.16046,0.16046,0.13636,0.12333,0.16046,0.14939,0.18132,0.14939,0.14743,0.12333,0.14939,0.16046,0.16046,0.16046,0.16046,0.14939,0.12333,0.13636,0.16046,0.14939,0.17153,0.16046,0.16046,0.13636,0.14939,0.13636,0.15723
7,0.58181,0.58181,0.58788,0.57258,0.57875,0.57567,0.58181,0.59389,0.57875,0.57875,0.57875,0.58181,0.57875,0.57875,0.57258,0.57258,0.57567,0.58483,0.57258,0.57567,0.58181,0.58788,0.59087,0.57875,0.57567,0.56319,0.57567,0.57567,0.58181,0.58486,0.58181,0.58181,0.56631,0.57567,0.57875,0.57258,0.57875,0.57875,0.57258,0.57875,0.58181,0.57255,0.58181
