0,1635.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1635.271,1489.01,701.7513,1722.064,320.8463,1914.252,871.8457,948.2442,1551.763,1627.409,1969.977,895.6259,1929.894,2194.623,1045.126,110.1632,702.443,1846.595,737.9885,1844.787,907.8991,1280.973,1616.221,560.4779,546.6969,1985.706,2139.692,1502.414,735.611,2079.8,2288.975,1102.351,1925.865,582.3419,2080.444,1065.5,1094.816,1172.344,826.6913,1213.799,1292.711,545.4805,435.8138,1813.754,1345.706,1115.901,1451.015,2075.343,1049.691,1714.126,1141.411,1686.929,1133.556,1525.322,346.1966,1141.569,977.3037,620.4633,1912.768,1433.743,1423.588,870.0397,2239.765,943.0166,282.3009
384,1635.874,1484.96,703.7134,1720.57,316.9104,1912.8,870.6123,956.6886,1266.002,1625.788,1970.317,1224.191,2154.479,2195.271,1051.451,145.5195,711.0923,1845.791,1119.636,1848.323,901.8535,1285.704,1613.79,563.8816,526.7681,1984.552,2135.337,1501.631,739.5592,2079.346,2290.796,1095.246,1921.967,584.1872,2083.541,1094.807,1089.499,1181.611,1112.546,1204.267,377.1578,541.8644,456.0139,1815.054,1338.129,1114.047,4594.047,2558.436,1053.521,1718.398,1387.321,2134.142,1139.669,1532.417,978.9828,858.8451,972.9489,743.6055,1918.867,1430.863,1424.329,2012.529,3007.541,943.6603,281.7299
0,21.97535,8.003643,33.97225,23.15446,38.25988,29.04631,22.49112,16.4018,38.6159,36.97143,4.714809,21.4763,23.95427,24.43441,29.63925,26.07794,27.60991,19.83201,41.70413,29.79273,16.35721,23.77307,21.0597,35.23513,38.78861,19.92156,43.90829,39.1223,34.85353,4.735776,35.57292,25.44738,16.39649,29.00634,24.94193,22.01197,20.53503,43.48694,6.280152,14.91189,29.95579,16.44319,12.73969,30.71376,46.58617,21.64114,23.89902,34.95826,16.67397,30.44485,15.1108,22.90065,17.12838,30.28701,42.03466,13.86067,29.0517,38.79199,42.69318,32.64425,28.97078,29.0926,34.75241,19.4811,30.74656
384,18.97572,40.32672,25.96099,44.13791,19.38773,12.17892,17.81624,22.5091,18.40274,47.25419,27.24551,24.19804,37.4341,15.55786,22.51048,16.18645,36.70923,25.64647,49.76247,18.1325,17.82257,35.10016,38.31737,51.58522,33.73011,32.42077,33.63683,28.19194,9.172499,28.22165,40.93037,25.62663,25.61313,23.87296,33.97739,21.26375,35.6046,22.17018,34.57897,16.6759,19.33198,31.20596,29.86947,12.78239,22.2931,28.76171,20.40664,12.20504,25.43723,22.86264,31.43289,40.71921,36.05066,26.93189,46.7545,29.42652,27.06239,37.13376,18.89693,32.76265,18.32022,18.58812,31.37124,38.75839,33.88919
384,18.97572,40.32672,25.96099,44.13791,19.38773,12.17892,17.81624,22.5091,18.40274,47.25419,27.24551,24.19804,37.4341,15.55786,22.51048,16.18645,36.70923,25.64647,49.76247,18.1325,17.82257,35.10016,38.31737,51.58522,33.73011,32.42077,33.63683,28.19194,9.172499,28.22165,40.93037,25.62663,25.61313,23.87296,33.97739,21.26375,35.6046,22.17018,34.57897,16.6759,19.33198,31.20596,29.86947,12.78239,22.2931,28.76171,20.40664,12.20504,25.43723,22.86264,31.43289,40.71921,36.05066,26.93189,46.7545,29.42652,27.06239,37.13376,18.89693,32.76265,18.32022,18.58812,31.37124,38.75839,33.88919
14,1638.1,1490.8,708.0,1721.2,328.08,1915.3,864.19,952.87,1549.6,1629.9,1970.4,894.33,1932.7,2197.3,1047.7,94.596,707.27,1845.7,749.06,1847.4,904.75,1286.2,1614.0,558.6,533.65,1987.8,2133.2,1505.3,740.34,2076.5,2288.6,1101.5,1922.5,574.0,2083.6,1058.0,1088.4,1174.8,819.81,1206.3,1294.4,559.8,449.0,1816.6,1340.2,1109.3,1448.9,2072.5,1053.3,1714.3,1140.0,1690.7,1137.6,1535.3,348.09,1135.7,973.86,622.09,1916.2,1432.2,1423.4,867.52,2239.6,938.1,271.28
0,1635.3,1489.0,701.75,1722.1,320.85,1914.3,871.85,948.24,1551.8,1627.4,1970.0,895.63,1929.9,2194.6,1045.1,110.16,702.44,1846.6,737.99,1844.8,907.9,1281.0,1616.2,560.48,546.7,1985.7,2139.7,1502.4,735.61,2079.8,2289.0,1102.4,1925.9,582.34,2080.4,1065.5,1094.8,1172.3,826.69,1213.8,1292.7,545.48,435.81,1813.8,1345.7,1115.9,1451.0,2075.3,1049.7,1714.1,1141.4,1686.9,1133.6,1525.3,346.2,1141.6,977.3,620.46,1912.8,1433.7,1423.6,870.04,2239.8,943.02,282.3
381,1641.5,2979.4,704.95,3487.2,2300.8,3348.8,864.28,953.88,2838.0,415.25,1474.4,1227.8,3103.4,2194.7,1042.1,4730.2,2637.9,658.17,1506.2,1849.3,1536.1,1542.3,3112.2,2445.8,1037.7,1982.3,2137.6,1497.2,743.42,2076.3,2290.0,1097.1,1926.1,584.65,2084.9,1402.1,1100.1,1176.0,1111.0,2624.0,2734.5,556.57,437.78,1816.7,1343.4,1117.9,4577.2,2076.3,1057.2,1714.9,1363.6,2390.1,4020.4,1532.1,340.27,934.49,966.29,1295.2,1915.1,1432.2,1423.7,871.74,3519.5,939.5,274.93
381,1641.5,2979.4,704.95,3487.2,2300.8,3348.8,864.28,953.88,2838.0,415.25,1474.4,1227.8,3103.4,2194.7,1042.1,4730.2,2637.9,658.17,1506.2,1849.3,1536.1,1542.3,3112.2,2445.8,1037.7,1982.3,2137.6,1497.2,743.42,2076.3,2290.0,1097.1,1926.1,584.65,2084.9,1402.1,1100.1,1176.0,1111.0,2624.0,2734.5,556.57,437.78,1816.7,1343.4,1117.9,4577.2,2076.3,1057.2,1714.9,1363.6,2390.1,4020.4,1532.1,340.27,934.49,966.29,1295.2,1915.1,1432.2,1423.7,871.74,3519.5,939.5,274.93
