3,1.1338,1.1338,1.1338,0.87794,0.87794,1.0394,1.0394,1.0394,1.0686,1.0686,1.0686,0.94202,0.94202,0.53506,0.53506,0.53506,1.0209,0.98295,0.98295,1.2285,1.2285,1.2285,0.865,0.865,0.865,0.94846,0.94846,0.94846,0.80498,0.80498,0.80498,1.0394,1.0394,1.0394,1.0394,1.0394,1.0394,1.17,1.17,0.8313,0.8313,0.8313,0.85381,0.85381,0.85381,0.89596,0.89596,0.89596,0.94138,0.94138,0.94138,0.77206,0.77206,0.77206,0.30747,0.30747,0.30747,1.3175,1.3175,1.3722,1.3722,1.0394,1.0394,1.0394,1.009,1.009,1.009,0.78274,0.78274,0.78274,1.0575,1.0575,1.0575,1.3178,1.3178,0.85381,0.85381,0.85381,0.91504,0.91504,0.91504,1.0164,1.0164,1.0164,0.77206,0.77206,0.41746,0.41746,0.41746,0.88787,0.88787,0.88787,0.75082,0.75082,0.75082,1.0394,1.0394,1.0394,1.4286,1.4286,1.4286,0.72457,0.72457,0.98498,0.98498,0.98498,0.44104,0.44104,0.3724,0.3724,0.3724,0.879,0.879,0.64393,0.64393,0.64393,0.45391,0.45391,0.45391,0.73889,0.73889,0.73889,0.49188,0.49188,0.49188,0.6768,0.6768,0.6768,1.0394,1.0394,1.0394,1.0394,1.0394,1.0394,0.94846,0.94846,1.1382,1.1382,0.48372,1.0275,1.3178
7,0.66932,0.66932,0.66932,0.82984,0.82984,0.96504,0.96504,0.96504,0.64987,0.64987,0.64987,0.43899,0.43899,0.82276,0.82276,0.82276,0.78744,0.5293,0.5293,0.95715,0.95715,0.95715,0.86134,0.86134,0.86134,0.88058,0.88058,0.88058,0.25246,0.25246,0.25246,0.96504,0.96504,0.96504,0.96504,0.96504,0.96504,0.45783,0.45783,0.89937,0.89937,0.89937,0.60333,0.60333,0.60333,1.4625,1.4625,1.4625,0.25122,0.25122,0.25122,0.70415,0.70415,0.70415,1.112,1.112,1.112,0.22255,0.22255,0.77112,0.77112,0.96504,0.96504,0.96504,0.46059,0.46059,0.46059,0.27328,0.27328,0.27328,0.6878,0.6878,0.6878,1.0151,1.0151,0.60333,0.60333,0.60333,0.23132,0.23132,0.23132,0.25227,0.25227,0.25227,0.70415,0.70415,0.48697,0.48697,0.48697,0.93599,0.93599,0.93599,0.57293,0.57293,0.57293,0.96504,0.96504,0.96504,0.81081,0.81081,0.81081,0.20986,0.20986,0.43578,0.43578,0.43578,0.66354,0.66354,1.0817,1.0817,1.0817,0.73596,0.73596,1.3446,1.3446,1.3446,1.2354,1.2354,1.2354,0.64577,0.64577,0.64577,1.3252,1.3252,1.3252,1.3752,1.3752,1.3752,0.96504,0.96504,0.96504,0.96504,0.96504,0.96504,0.88058,0.88058,0.62333,0.62333,0.73341,0.70942,1.0151
9,1.1609,1.1609,1.1609,0.20167,0.20167,0.41426,0.41426,0.41426,0.14371,0.14371,0.14371,1.016,1.016,0.35113,0.35113,0.35113,0.53445,0.32177,0.32177,0.65348,0.65348,0.65348,0.19251,0.19251,0.19251,0.43273,0.43273,0.43273,0.59283,0.59283,0.59283,0.41426,0.41426,0.41426,0.41426,0.41426,0.41426,0.60513,0.60513,0.16125,0.16125,0.16125,0.37542,0.37542,0.37542,0.17516,0.17516,0.17516,0.1777,0.1777,0.1777,0.37429,0.37429,0.37429,0.29479,0.29479,0.29479,1.0807,1.0807,1.0499,1.0499,0.41426,0.41426,0.41426,0.57415,0.57415,0.57415,0.68213,0.68213,0.68213,0.32165,0.32165,0.32165,1.235,1.235,0.37542,0.37542,0.37542,0.17256,0.17256,0.17256,0.34201,0.34201,0.34201,0.37429,0.37429,1.2617,1.2617,1.2617,0.64835,0.64835,0.64835,0.7597,0.7597,0.7597,0.41426,0.41426,0.41426,0.67528,0.67528,0.67528,0.89798,0.89798,0.7496,0.7496,0.7496,0.95879,0.95879,0.14829,0.14829,0.14829,0.5923,0.5923,0.60297,0.60297,0.60297,1.9759,1.9759,1.9759,0.9554,0.9554,0.9554,0.97539,0.97539,0.97539,0.75905,0.75905,0.75905,0.41426,0.41426,0.41426,0.41426,0.41426,0.41426,0.43273,0.43273,0.69376,0.69376,0.17884,0.78931,1.235
5,2.1044,2.1044,2.1044,0.90771,0.90771,1.5363,1.5363,1.5363,1.1722,1.1722,1.1722,2.3728,2.3728,1.3092,1.3092,1.3092,1.3488,1.2404,1.2404,1.65,1.65,1.65,0.63794,0.63794,0.63794,1.4016,1.4016,1.4016,1.4562,1.4562,1.4562,1.5363,1.5363,1.5363,1.5363,1.5363,1.5363,2.083,2.083,1.2832,1.2832,1.2832,1.4016,1.4016,1.4016,1.3238,1.3238,1.3238,0.9303,0.9303,0.9303,1.3969,1.3969,1.3969,0.95377,0.95377,0.95377,2.0479,2.0479,1.9978,1.9978,1.5363,1.5363,1.5363,1.3564,1.3564,1.3564,1.7621,1.7621,1.7621,1.6638,1.6638,1.6638,2.2346,2.2346,1.4016,1.4016,1.4016,0.83314,0.83314,0.83314,1.3669,1.3669,1.3669,1.3969,1.3969,1.5416,1.5416,1.5416,2.0664,2.0664,2.0664,1.5795,1.5795,1.5795,1.5363,1.5363,1.5363,2.1642,2.1642,2.1642,1.0252,1.0252,2.0588,2.0588,2.0588,1.8167,1.8167,1.6495,1.6495,1.6495,1.2979,1.2979,1.2112,1.2112,1.2112,0.72899,0.72899,0.72899,1.6781,1.6781,1.6781,1.2066,1.2066,1.2066,1.5083,1.5083,1.5083,1.5363,1.5363,1.5363,1.5363,1.5363,1.5363,1.4016,1.4016,1.703,1.703,1.166,1.7394,2.2346
1,2.0777,2.0777,2.0777,2.2588,2.2588,2.5602,2.5602,2.5602,1.8495,1.8495,1.8495,1.4561,1.4561,2.1797,2.1797,2.1797,1.8069,1.4948,1.4948,2.1522,2.1522,2.1522,2.2274,2.2274,2.2274,2.3345,2.3345,2.3345,1.9594,1.9594,1.9594,2.5602,2.5602,2.5602,2.5602,2.5602,2.5602,1.4704,1.4704,2.2524,2.2524,2.2524,2.3348,2.3348,2.3348,2.8314,2.8314,2.8314,2.1437,2.1437,2.1437,2.3269,2.3269,2.3269,1.9562,1.9562,1.9562,2.0075,2.0075,1.479,1.479,2.5602,2.5602,2.5602,2.1902,2.1902,2.1902,2.0867,2.0867,2.0867,0.75321,0.75321,0.75321,2.2057,2.2057,2.3348,2.3348,2.3348,1.5764,1.5764,1.5764,1.6204,1.6204,1.6204,2.3269,2.3269,1.8645,1.8645,1.8645,2.0402,2.0402,2.0402,1.7843,1.7843,1.7843,2.5602,2.5602,2.5602,1.6608,1.6608,1.6608,1.7509,1.7509,1.5993,1.5993,1.5993,1.7795,1.7795,2.0394,2.0394,2.0394,2.1636,2.1636,2.4522,2.4522,2.4522,2.4674,2.4674,2.4674,1.9381,1.9381,1.9381,2.5784,2.5784,2.5784,2.4128,2.4128,2.4128,2.5602,2.5602,2.5602,2.5602,2.5602,2.5602,2.3345,2.3345,2.0455,2.0455,1.9379,1.7169,2.2057
10,2.2466,2.2466,2.2466,0.98019,0.98019,0.8845,0.8845,0.8845,0.4691,0.4691,0.4691,1.5431,1.5431,0.75601,0.75601,0.75601,1.9457,0.4806,0.4806,2.3239,2.3239,2.3239,0.60572,0.60572,0.60572,0.32203,0.32203,0.32203,0.2249,0.2249,0.2249,0.8845,0.8845,0.8845,0.8845,0.8845,0.8845,0.62152,0.62152,0.34522,0.34522,0.34522,0.91505,0.91505,0.91505,0.42732,0.42732,0.42732,0.55507,0.55507,0.55507,0.97952,0.97952,0.97952,0.49891,0.49891,0.49891,1.8486,1.8486,1.3305,1.3305,0.8845,0.8845,0.8845,0.21305,0.21305,0.21305,1.1952,1.1952,1.1952,0.091743,0.091743,0.091743,2.1706,2.1706,0.91505,0.91505,0.91505,0.61125,0.61125,0.61125,0.45048,0.45048,0.45048,0.97952,0.97952,0.45177,0.45177,0.45177,1.4416,1.4416,1.4416,0.99351,0.99351,0.99351,0.8845,0.8845,0.8845,1.0907,1.0907,1.0907,0.41171,0.41171,0.9775,0.9775,0.9775,2.1382,2.1382,0.035839,0.035839,0.035839,0.50595,0.50595,0.7626,0.7626,0.7626,0.54936,0.54936,0.54936,1.1572,1.1572,1.1572,0.37339,0.37339,0.37339,0.40804,0.40804,0.40804,0.8845,0.8845,0.8845,0.8845,0.8845,0.8845,0.32203,0.32203,1.6561,1.6561,0.19412,1.3263,2.1706
4,2.253,2.253,2.253,3.0758,3.0758,3.6487,3.6487,3.6487,2.4962,2.4962,2.4962,1.8973,1.8973,3.1065,3.1065,3.1065,2.0529,2.6922,2.6922,2.5134,2.5134,2.5134,3.033,3.033,3.033,3.3269,3.3269,3.3269,2.3993,2.3993,2.3993,3.6487,3.6487,3.6487,3.6487,3.6487,3.6487,2.026,2.026,2.7867,2.7867,2.7867,3.0468,3.0468,3.0468,3.1408,3.1408,3.1408,2.4988,2.4988,2.4988,2.8837,2.8837,2.8837,1.9118,1.9118,1.9118,2.0185,2.0185,2.2973,2.2973,3.6487,3.6487,3.6487,2.6759,2.6759,2.6759,2.0997,2.0997,2.0997,2.8488,2.8488,2.8488,2.6962,2.6962,3.0468,3.0468,3.0468,2.4291,2.4291,2.4291,2.6965,2.6965,2.6965,2.8837,2.8837,2.1063,2.1063,2.1063,2.4944,2.4944,2.4944,2.5178,2.5178,2.5178,3.6487,3.6487,3.6487,2.5994,2.5994,2.5994,2.0015,2.0015,2.4843,2.4843,2.4843,0.76113,0.76113,2.7151,2.7151,2.7151,3.0783,3.0783,2.7229,2.7229,2.7229,2.6437,2.6437,2.6437,2.1004,2.1004,2.1004,2.8631,2.8631,2.8631,2.5374,2.5374,2.5374,3.6487,3.6487,3.6487,3.6487,3.6487,3.6487,3.3269,3.3269,2.4012,2.4012,2.762,2.0991,2.6962
2,3.3308,3.3308,3.3308,3.165,3.165,3.7355,3.7355,3.7355,2.8583,2.8583,2.8583,2.9455,2.9455,3.181,3.181,3.181,3.2231,2.7822,2.7822,3.5944,3.5944,3.5944,3.1649,3.1649,3.1649,3.4066,3.4066,3.4066,2.0578,2.0578,2.0578,3.7355,3.7355,3.7355,3.7355,3.7355,3.7355,2.1366,2.1366,2.7083,2.7083,2.7083,3.1268,3.1268,3.1268,3.2178,3.2178,3.2178,2.1194,2.1194,2.1194,3.2202,3.2202,3.2202,2.4271,2.4271,2.4271,2.6755,2.6755,3.431,3.431,3.7355,3.7355,3.7355,2.0514,2.0514,2.0514,2.5633,2.5633,2.5633,3.4008,3.4008,3.4008,3.8429,3.8429,3.1268,3.1268,3.1268,2.0637,2.0637,2.0637,2.2449,2.2449,2.2449,3.2202,3.2202,2.8264,2.8264,2.8264,3.5535,3.5535,3.5535,2.9618,2.9618,2.9618,3.7355,3.7355,3.7355,3.4459,3.4459,3.4459,1.9963,1.9963,3.037,3.037,3.037,1.8961,1.8961,2.8497,2.8497,2.8497,3.0552,3.0552,2.8988,2.8988,2.8988,2.7195,2.7195,2.7195,3.162,3.162,3.162,2.9318,2.9318,2.9318,3.0866,3.0866,3.0866,3.7355,3.7355,3.7355,3.7355,3.7355,3.7355,3.4066,3.4066,3.064,3.064,2.8289,2.9099,3.8429
8,3.897,3.897,3.897,3.3935,3.3935,4.0257,4.0257,4.0257,2.9081,2.9081,2.9081,3.3249,3.3249,3.4274,3.4274,3.4274,3.1487,3.0424,3.0424,3.8559,3.8559,3.8559,3.3463,3.3463,3.3463,3.9346,3.9346,3.9346,2.7879,2.7879,2.7879,4.0257,4.0257,4.0257,4.0257,4.0257,4.0257,2.9537,2.9537,3.1493,3.1493,3.1493,3.6712,3.6712,3.6712,3.4653,3.4653,3.4653,2.9036,2.9036,2.9036,3.6588,3.6588,3.6588,2.3872,2.3872,2.3872,3.4408,3.4408,3.5242,3.5242,4.0257,4.0257,4.0257,2.5284,2.5284,2.5284,3.3307,3.3307,3.3307,3.1432,3.1432,3.1432,4.137,4.137,3.6712,3.6712,3.6712,2.8225,2.8225,2.8225,3.134,3.134,3.134,3.6588,3.6588,2.9108,2.9108,2.9108,3.8267,3.8267,3.8267,3.4706,3.4706,3.4706,4.0257,4.0257,4.0257,3.4904,3.4904,3.4904,2.6818,2.6818,3.4245,3.4245,3.4245,3.0522,3.0522,2.9956,2.9956,2.9956,3.0271,3.0271,3.0042,3.0042,3.0042,3.1263,3.1263,3.1263,3.396,3.396,3.396,3.1589,3.1589,3.1589,3.3929,3.3929,3.3929,4.0257,4.0257,4.0257,4.0257,4.0257,4.0257,3.9346,3.9346,3.5842,3.5842,3.0469,3.0822,4.137
6,0.84188,0.84188,0.84188,0.88052,0.88052,1.0825,1.0825,1.0825,0.85317,0.85317,0.85317,0.67744,0.67744,0.92256,0.92256,0.92256,0.65932,0.63693,0.63693,0.8327,0.8327,0.8327,0.86729,0.86729,0.86729,0.98758,0.98758,0.98758,1.1725,1.1725,1.1725,1.0825,1.0825,1.0825,1.0825,1.0825,1.0825,0.67382,0.67382,0.92821,0.92821,0.92821,0.98772,0.98772,0.98772,0.93291,0.93291,0.93291,1.1307,1.1307,1.1307,0.98433,0.98433,0.98433,0.63894,0.63894,0.63894,1.1079,1.1079,0.374,0.374,1.0825,1.0825,1.0825,1.2453,1.2453,1.2453,1.1743,1.1743,1.1743,0.53141,0.53141,0.53141,0.89361,0.89361,0.98772,0.98772,0.98772,1.1668,1.1668,1.1668,1.3453,1.3453,1.3453,0.98433,0.98433,0.4978,0.4978,0.4978,0.82659,0.82659,0.82659,0.59802,0.59802,0.59802,1.0825,1.0825,1.0825,0.39791,0.39791,0.39791,1.0488,1.0488,0.43252,0.43252,0.43252,0.99889,0.99889,0.43151,0.43151,0.43151,0.91575,0.91575,0.83394,0.83394,0.83394,0.75583,0.75583,0.75583,0.83298,0.83298,0.83298,0.85018,0.85018,0.85018,0.84846,0.84846,0.84846,1.0825,1.0825,1.0825,1.0825,1.0825,1.0825,0.98758,0.98758,0.83491,0.83491,0.8216,0.69757,0.89361
