0,0.16487,0.16601,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.20035,0.20035,0.20035,0.18899,0.18899,0.16528,0.1893,0.1893,0.16886,0.16537,0.18907,0.18907,0.20686,0.20686,0.20686,0.20686,0.1672,0.1654,0.21087,0.21087,0.21087,0.21087,0.21087,0.20687,0.20687,0.20687,0.20687,0.16393,0.1656,0.21539,0.21539,0.21539,0.21539,0.21539,0.21539,0.21539,0.18936,0.18936,0.16584,0.16563,0.16687,0.20097,0.20097,0.20097,0.21403,0.21403,0.21403,0.21403,0.21403,0.21403,0.21785,0.21785,0.21785,0.21785,0.21785,0.21785,0.21785,0.21785,0.20704,0.20704,0.20704,0.20704,0.16469,0.16528,0.20659,0.20659,0.20659,0.20659,0.18974,0.18974,0.16477,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.20012,0.20012,0.20012,0.16417,0.16554,0.16678,0.16497,0.19968,0.19968,0.19968,0.16395,0.16461,0.1644,0.16573,0.16675,0.20094,0.20094,0.20094
1,0.043783,0.045297,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.057053,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.056921,0.050908,0.050908,0.050908,0.060738,0.060738,0.044143,0.048673,0.048673,0.048024,0.044633,0.048216,0.048216,0.052529,0.052529,0.052529,0.052529,0.046178,0.04475,0.053159,0.053159,0.053159,0.053159,0.053159,0.052404,0.052404,0.052404,0.052404,0.043494,0.04483,0.05408,0.05408,0.05408,0.05408,0.05408,0.05408,0.05408,0.048855,0.048855,0.045086,0.044903,0.046977,0.051792,0.051792,0.051792,0.054039,0.054039,0.054039,0.054039,0.054039,0.054039,0.054963,0.054963,0.054963,0.054963,0.054963,0.054963,0.054963,0.054963,0.052774,0.052774,0.052774,0.052774,0.043476,0.044511,0.052088,0.052088,0.052088,0.052088,0.048048,0.048048,0.043678,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.056613,0.050677,0.050677,0.050677,0.042811,0.044726,0.045784,0.043814,0.050371,0.050371,0.050371,0.042517,0.043541,0.043028,0.044879,0.053358,0.051728,0.051728,0.051728
10,0.29769,0.30068,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.40793,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.4069,0.36022,0.36022,0.36022,0.3401,0.3401,0.30215,0.34072,0.34072,0.30713,0.29918,0.33978,0.33978,0.37201,0.37201,0.37201,0.37201,0.30274,0.29838,0.37878,0.37878,0.37878,0.37878,0.37878,0.37173,0.37173,0.37173,0.37173,0.29524,0.29962,0.38646,0.38646,0.38646,0.38646,0.38646,0.38646,0.38646,0.34103,0.34103,0.30011,0.31394,0.3027,0.36181,0.36181,0.36181,0.38451,0.38451,0.38451,0.38451,0.38451,0.38451,0.39152,0.39152,0.39152,0.39152,0.39152,0.39152,0.39152,0.39152,0.37247,0.37247,0.37247,0.37247,0.29724,0.29871,0.37108,0.37108,0.37108,0.37108,0.33944,0.33944,0.29742,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.35961,0.35961,0.35961,0.29597,0.29944,0.30188,0.2978,0.35857,0.35857,0.35857,0.29526,0.29685,0.29611,0.30004,0.30258,0.3616,0.3616,0.3616
8,0.16487,0.16601,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22705,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.22673,0.20035,0.20035,0.20035,0.18899,0.18899,0.16528,0.1893,0.1893,0.16886,0.16537,0.18907,0.18907,0.20686,0.20686,0.20686,0.20686,0.1672,0.1654,0.21087,0.21087,0.21087,0.21087,0.21087,0.20687,0.20687,0.20687,0.20687,0.16393,0.1656,0.21539,0.21539,0.21539,0.21539,0.21539,0.21539,0.21539,0.18936,0.18936,0.16584,0.16563,0.16687,0.20097,0.20097,0.20097,0.21403,0.21403,0.21403,0.21403,0.21403,0.21403,0.21785,0.21785,0.21785,0.21785,0.21785,0.21785,0.21785,0.21785,0.20704,0.20704,0.20704,0.20704,0.16469,0.16528,0.20659,0.20659,0.20659,0.20659,0.18974,0.18974,0.16477,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.22553,0.20012,0.20012,0.20012,0.16417,0.16554,0.16678,0.16497,0.19968,0.19968,0.19968,0.16395,0.16461,0.1644,0.16573,0.16675,0.20094,0.20094,0.20094
4,0.21023,0.21432,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.2813,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.28054,0.2497,0.2497,0.2497,0.23603,0.23603,0.2108,0.23705,0.23705,0.22298,0.21174,0.23568,0.23568,0.25754,0.25754,0.25754,0.25754,0.2181,0.21068,0.26157,0.26157,0.26157,0.26157,0.26157,0.2572,0.2572,0.2572,0.2572,0.20606,0.21284,0.26654,0.26654,0.26654,0.26654,0.26654,0.26654,0.26654,0.23763,0.23763,0.21442,0.2123,0.21738,0.25275,0.25275,0.25275,0.26571,0.26571,0.26571,0.26571,0.26571,0.26571,0.27043,0.27043,0.27043,0.27043,0.27043,0.27043,0.27043,0.27043,0.2586,0.2586,0.2586,0.2586,0.20892,0.21131,0.25625,0.25625,0.25625,0.25625,0.23523,0.23523,0.20944,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.27916,0.24868,0.24868,0.24868,0.21045,0.21213,0.24621,0.20991,0.24765,0.24765,0.24765,0.20604,0.20855,0.20745,0.21247,0.21666,0.25159,0.25159,0.25159
6,0.077334,0.078693,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.092393,0.092393,0.092393,0.087403,0.087403,0.077737,0.087702,0.087702,0.081322,0.077954,0.087346,0.087346,0.09539,0.09539,0.09539,0.09539,0.079771,0.077732,0.096982,0.096982,0.096982,0.096982,0.096982,0.095437,0.095437,0.095437,0.095437,0.076313,0.078638,0.098871,0.098871,0.098871,0.098871,0.098871,0.098871,0.098871,0.087849,0.087849,0.078521,0.078148,0.079672,0.093129,0.093129,0.093129,0.098504,0.098504,0.098504,0.098504,0.098504,0.098504,0.10021,0.10021,0.10021,0.10021,0.10021,0.10021,0.10021,0.10021,0.095589,0.095589,0.095589,0.095589,0.077507,0.077831,0.097567,0.097567,0.097567,0.097567,0.087173,0.087173,0.077198,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.092255,0.092255,0.092255,0.076509,0.0782,0.07916,0.077448,0.091915,0.091915,0.091915,0.076239,0.077034,0.076903,0.078241,0.079524,0.093192,0.093192,0.093192
2,0.054011,0.054795,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073533,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.073405,0.065007,0.065007,0.065007,0.061754,0.061754,0.05421,0.061629,0.061629,0.05624,0.055057,0.061369,0.061369,0.067136,0.067136,0.067136,0.067136,0.055305,0.054195,0.068357,0.068357,0.068357,0.068357,0.068357,0.067079,0.067079,0.067079,0.067079,0.062227,0.054467,0.069793,0.069793,0.069793,0.069793,0.069793,0.069793,0.069793,0.061648,0.061648,0.054642,0.054452,0.055265,0.065423,0.065423,0.065423,0.069356,0.069356,0.069356,0.069356,0.069356,0.069356,0.070603,0.070603,0.070603,0.070603,0.070603,0.070603,0.070603,0.070603,0.067237,0.067237,0.067237,0.067237,0.053979,0.054277,0.066925,0.066925,0.066925,0.066925,0.061291,0.061291,0.054002,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.072967,0.064929,0.064929,0.064929,0.05359,0.054427,0.055018,0.054146,0.065049,0.065049,0.065049,0.053506,0.054766,0.053706,0.054485,0.055234,0.065501,0.065501,0.065501
5,0.077334,0.078693,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10428,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.10412,0.092393,0.092393,0.092393,0.087403,0.087403,0.077737,0.087702,0.087702,0.081322,0.077954,0.087346,0.087346,0.09539,0.09539,0.09539,0.09539,0.079771,0.077732,0.096982,0.096982,0.096982,0.096982,0.096982,0.095437,0.095437,0.095437,0.095437,0.076313,0.078638,0.098871,0.098871,0.098871,0.098871,0.098871,0.098871,0.098871,0.087849,0.087849,0.078521,0.078148,0.079672,0.093129,0.093129,0.093129,0.098504,0.098504,0.098504,0.098504,0.098504,0.098504,0.10021,0.10021,0.10021,0.10021,0.10021,0.10021,0.10021,0.10021,0.095589,0.095589,0.095589,0.095589,0.077507,0.077831,0.097567,0.097567,0.097567,0.097567,0.087173,0.087173,0.077198,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.10354,0.092255,0.092255,0.092255,0.076509,0.0782,0.07916,0.077448,0.091915,0.091915,0.091915,0.076239,0.077034,0.076903,0.078241,0.079524,0.093192,0.093192,0.093192
7,0.50904,0.51196,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70258,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.70108,0.61951,0.61951,0.61951,0.58447,0.58447,0.51001,0.58527,0.58527,0.51996,0.51027,0.58424,0.58424,0.63994,0.63994,0.63994,0.63994,0.51442,0.50976,0.65235,0.65235,0.65235,0.65235,0.65235,0.63989,0.63989,0.63989,0.63989,0.50652,0.51084,0.66592,0.66592,0.66592,0.66592,0.66592,0.66592,0.66592,0.58538,0.58538,0.51173,0.51099,0.51422,0.62118,0.62118,0.62118,0.66409,0.66409,0.66409,0.66409,0.66409,0.66409,0.67411,0.67411,0.67411,0.67411,0.67411,0.67411,0.67411,0.67411,0.64038,0.64038,0.64038,0.64038,0.50856,0.51012,0.63908,0.63908,0.63908,0.63908,0.58395,0.58395,0.50881,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.69751,0.61889,0.61889,0.61889,0.50733,0.5108,0.51325,0.50925,0.61755,0.61755,0.61755,0.5065,0.50827,0.50738,0.51132,0.51401,0.62137,0.62137,0.62137
9,0.26381,0.26543,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36407,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.36291,0.32106,0.32106,0.32106,0.30278,0.30278,0.26428,0.30376,0.30376,0.27001,0.26437,0.3025,0.3025,0.3316,0.3316,0.3316,0.3316,0.26632,0.26403,0.33724,0.33724,0.33724,0.33724,0.33724,0.33116,0.33116,0.33116,0.33116,0.26254,0.26449,0.34487,0.34487,0.34487,0.34487,0.34487,0.34487,0.34487,0.30322,0.30322,0.26498,0.26476,0.26698,0.32192,0.32192,0.32192,0.34275,0.34275,0.34275,0.34275,0.34275,0.34275,0.34918,0.34918,0.34918,0.34918,0.34918,0.34918,0.34918,0.34918,0.33174,0.33174,0.33174,0.33174,0.2644,0.26425,0.33076,0.33076,0.33076,0.33076,0.30238,0.30238,0.26382,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.36107,0.32042,0.32042,0.32042,0.26284,0.26466,0.26601,0.26398,0.31972,0.31972,0.31972,0.26246,0.26321,0.26266,0.26491,0.26654,0.32178,0.32178,0.32178
