5,0.031623,0.031623,0.031623,0.031623,0.10668,0.031623,0.031623,0.031623,0.09003,0.10668,0.10668,0.031623,0.031623,0.060826,0.077478,0.031623,0.09003,0.031623,0.09003,0.031623,0.031623,0.09003,0.09003,0.10668,0.060826,0.031623,0.12333,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.09003,0.031623,0.060826,0.031623,0.09003,0.031623,0.060826,0.060826,0.031623,0.060826,0.031623,0.060826,0.060826,0.031623,0.031623
9,1.3504,1.3687,1.3635,1.3451,1.3569,1.3583,1.3464,1.3906,1.3635,1.3648,1.3543,1.3596,1.3726,1.3569,1.3438,1.3556,1.3425,1.3491,1.3609,1.3252,1.3543,1.3635,1.3622,1.3713,1.3777,1.3543,1.3687,1.3687,1.3398,1.3425,1.3411,1.3464,1.3739,1.3543,1.3569,1.3543,1.3438,1.3491,1.3583,1.3569,1.3358,1.3425,1.3635,1.3504,1.3464,1.3635,1.3687,1.3764
3,0.060826,0.10668,0.031623,0.060826,0.09003,0.031623,0.060826,0.031623,0.060826,0.09003,0.031623,0.031623,0.031623,0.09003,0.09003,0.031623,0.060826,0.031623,0.077478,0.031623,0.060826,0.060826,0.031623,0.060826,0.09003,0.031623,0.12333,0.031623,0.031623,0.031623,0.060826,0.031623,0.060826,0.031623,0.060826,0.031623,0.060826,0.060826,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.060826,0.031623
7,1.147,1.1608,1.1562,1.1454,1.1531,1.1516,1.147,1.179,1.1577,1.1577,1.15,1.1531,1.1639,1.15,1.147,1.1562,1.1376,1.1439,1.1547,1.1251,1.147,1.1577,1.1547,1.1623,1.1669,1.15,1.1623,1.1623,1.1439,1.1439,1.1407,1.1407,1.1654,1.15,1.15,1.1485,1.1407,1.1454,1.1531,1.1531,1.1329,1.1361,1.1547,1.147,1.1407,1.1531,1.1608,1.1684
1,0.031623,0.031623,0.031623,0.09003,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.09003,0.09003,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623
4,1.0963,1.1076,1.1027,1.0881,1.0995,1.0979,1.093,1.1251,1.106,1.1043,1.093,1.0995,1.1076,1.0963,1.0947,1.0963,1.0865,1.0865,1.0995,1.0717,1.0963,1.1043,1.1011,1.1108,1.1171,1.0947,1.1124,1.1108,1.0914,1.093,1.0865,1.0865,1.114,1.0995,1.0963,1.0947,1.0881,1.1076,1.1235,1.0995,1.0767,1.0849,1.1027,1.0898,1.0881,1.1027,1.106,1.1108
8,0.060826,0.077478,0.031623,0.10668,0.10668,0.031623,0.060826,0.031623,0.10668,0.09003,0.10668,0.031623,0.031623,0.060826,0.060826,0.031623,0.031623,0.031623,0.10668,0.031623,0.060826,0.10668,0.060826,0.060826,0.060826,0.031623,0.12333,0.031623,0.060826,0.031623,0.060826,0.031623,0.09003,0.09003,0.031623,0.060826,0.060826,0.09003,0.031623,0.031623,0.031623,0.060826,0.031623,0.031623,0.031623,0.060826,0.031623,0.060826
6,0.031623,0.031623,0.031623,0.031623,0.10668,0.031623,0.031623,0.031623,0.09003,0.10668,0.10668,0.031623,0.031623,0.060826,0.077478,0.031623,0.09003,0.031623,0.09003,0.031623,0.031623,0.09003,0.09003,0.10668,0.060826,0.031623,0.12333,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.09003,0.031623,0.060826,0.031623,0.09003,0.031623,0.060826,0.060826,0.031623,0.060826,0.031623,0.060826,0.060826,0.031623,0.031623
2,0.2,0.23288,0.20888,0.20888,0.22525,0.2,0.21707,0.21707,0.21707,0.22525,0.23288,0.19112,0.20888,0.20888,0.20888,0.2,0.21707,0.2,0.23288,0.19112,0.2,0.22525,0.21707,0.22525,0.22525,0.2,0.24051,0.21707,0.20888,0.2,0.20888,0.20888,0.22525,0.2247,0.20888,0.20888,0.20888,0.20888,0.20888,0.20888,0.20888,0.19112,0.20888,0.20888,0.20888,0.21707,0.20888,0.20888
0,0.060826,0.077478,0.031623,0.10668,0.10668,0.031623,0.060826,0.031623,0.10668,0.09003,0.10668,0.031623,0.031623,0.060826,0.060826,0.031623,0.031623,0.031623,0.10668,0.031623,0.060826,0.10668,0.060826,0.060826,0.060826,0.031623,0.12333,0.031623,0.060826,0.031623,0.060826,0.031623,0.09003,0.09003,0.031623,0.060826,0.060826,0.09003,0.031623,0.031623,0.031623,0.060826,0.031623,0.031623,0.031623,0.060826,0.031623,0.060826
