0,0.12333,0.14743,0.10668,0.10668,0.10668,0.10668,0.060826,0.11971,0.10668,0.11971,0.031623,0.060826,0.060826,0.13636,0.10668,0.09003,0.060826,0.09003,0.031623,0.09003,0.077478,0.060826,0.09003,0.060826,0.10668,0.09003,0.09003,0.060826,0.077478,0.09003,0.11971,0.10668,0.12333,0.09003
7,0.12333,0.14743,0.10668,0.10668,0.10668,0.10668,0.060826,0.11971,0.10668,0.11971,0.031623,0.060826,0.060826,0.13636,0.10668,0.09003,0.060826,0.09003,0.031623,0.09003,0.077478,0.060826,0.09003,0.060826,0.10668,0.09003,0.09003,0.060826,0.077478,0.09003,0.11971,0.10668,0.12333,0.09003
10,0.3783,0.38294,0.38757,0.3783,0.3783,0.37354,0.36879,0.38294,0.3783,0.37818,0.35902,0.38294,0.36879,0.38294,0.3639,0.3783,0.3783,0.3783,0.35902,0.36879,0.36879,0.36866,0.37354,0.3783,0.38294,0.35902,0.3783,0.37354,0.3639,0.37354,0.37818,0.36866,0.3783,0.38294
12,0.031623,0.12333,0.09003,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.09003,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.09003,0.09003,0.09003,0.031623,0.031623,0.031623
11,0.3783,0.38294,0.38757,0.3783,0.3783,0.37354,0.36879,0.38294,0.3783,0.37818,0.35902,0.38294,0.36879,0.38294,0.3639,0.3783,0.3783,0.3783,0.35902,0.36879,0.36879,0.36866,0.37354,0.3783,0.38294,0.35902,0.3783,0.37354,0.3639,0.37354,0.37818,0.36866,0.3783,0.38294
5,0.16046,0.17153,0.13636,0.17153,0.16046,0.18132,0.10668,0.17153,0.14743,0.13636,0.12333,0.14939,0.13636,0.13636,0.14743,0.16046,0.14743,0.13636,0.10668,0.13636,0.077478,0.13636,0.13636,0.14743,0.16046,0.12333,0.14743,0.13636,0.12333,0.13636,0.17153,0.13636,0.14939,0.13636
1,0.16046,0.17153,0.16046,0.17153,0.17153,0.17153,0.14939,0.19021,0.17153,0.16046,0.14939,0.17153,0.14939,0.17153,0.16046,0.18132,0.14939,0.14743,0.12333,0.13636,0.14939,0.14939,0.16046,0.17153,0.16046,0.14939,0.13636,0.16046,0.13636,0.18132,0.2,0.17153,0.17153,0.16046
3,0.32249,0.34382,0.31698,0.31698,0.32249,0.32249,0.30557,0.31698,0.32249,0.32249,0.30534,0.30557,0.31127,0.31678,0.31127,0.328,0.31698,0.31678,0.29371,0.31127,0.30557,0.31127,0.328,0.31698,0.32249,0.30557,0.31698,0.29346,0.30557,0.31698,0.328,0.31127,0.31127,0.32249
9,0.060826,0.12333,0.09003,0.10668,0.031623,0.031623,0.031623,0.031623,0.031623,0.060826,0.031623,0.09003,0.031623,0.09003,0.077478,0.060826,0.060826,0.077478,0.031623,0.060826,0.060826,0.031623,0.060826,0.09003,0.077478,0.060826,0.060826,0.031623,0.031623,0.060826,0.09003,0.031623,0.031623,0.060826
4,0.16046,0.17153,0.13636,0.17153,0.16046,0.18132,0.10668,0.17153,0.14743,0.13636,0.12333,0.14939,0.13636,0.13636,0.14743,0.16046,0.14743,0.13636,0.10668,0.13636,0.077478,0.13636,0.13636,0.14743,0.16046,0.12333,0.14743,0.13636,0.12333,0.13636,0.17153,0.13636,0.14939,0.13636
8,0.62024,0.63439,0.63439,0.62876,0.62309,0.62309,0.61736,0.63439,0.62876,0.62594,0.61736,0.62309,0.61736,0.62309,0.61448,0.62876,0.62309,0.62594,0.62024,0.63719,0.61736,0.61448,0.62594,0.62024,0.63159,0.61448,0.62591,0.61736,0.62024,0.62876,0.62594,0.62024,0.62024,0.62876
6,0.10668,0.12333,0.10668,0.12333,0.09003,0.11971,0.10668,0.14743,0.09003,0.09003,0.060826,0.10668,0.09003,0.12333,0.12333,0.12333,0.10668,0.10668,0.060826,0.060826,0.060826,0.10668,0.10668,0.10668,0.12333,0.10668,0.060826,0.060826,0.09003,0.060826,0.16046,0.12333,0.12333,0.031623
