2,0.07275,0.10222,0.085225,0.078527,0.087418,0.10519,0.10601,0.092787,0.10873,0.096642,0.081935,0.098296,0.054285,0.087338,0.097697,0.10112,0.087504,0.10681,0.10873,0.10984,0.10679,0.10055,0.084855,0.082047,0.078171,0.086569,0.092229,0.075026,0.14956,0.075085,0.068457,0.080022,0.10135,0.035319,0.085794,0.082056,0.10492
1,0.048673,0.071779,0.054426,0.050331,0.060859,0.0688,0.066182,0.075001,0.044879,0.062976,0.063742,0.056219,0.052962,0.043457,0.05809,0.063993,0.055476,0.066288,0.065317,0.062986,0.065278,0.066256,0.051823,0.057122,0.046313,0.043431,0.064837,0.051848,0.037028,0.056055,0.043453,0.052754,0.064092,0.05602,0.055444,0.075952,0.078802
0,0.058848,0.078874,0.072426,0.066964,0.073591,0.083189,0.075091,0.072512,0.082186,0.071442,0.070043,0.084998,0.040036,0.063612,0.070237,0.074947,0.06925,0.077634,0.078973,0.089364,0.076459,0.075166,0.060692,0.06277,0.063613,0.23117,0.071243,0.058813,0.06565,0.054223,0.050891,0.063785,0.080023,0.026024,0.078663,0.062608,0.073805
4,0.38124,0.51109,0.42635,0.39431,0.47677,0.55668,0.53536,0.46982,0.37465,0.49338,0.42568,0.51662,0.23567,0.35134,0.46981,0.51767,0.42095,0.53624,0.51178,0.85101,0.52806,0.51913,0.41904,0.43342,0.38662,0.36258,0.46154,0.39333,0.3191,0.31919,0.35138,0.42662,0.50216,0.13484,0.42075,0.35701,0.50971
7,0.20039,0.27727,0.23135,0.3145,0.24271,0.27442,0.26396,0.25494,0.16793,0.25116,0.1908,0.21717,0.11624,0.15748,0.24693,0.23945,0.55759,0.26439,0.26893,0.23567,0.26034,0.27283,0.21338,0.20704,0.16786,0.15742,0.21355,0.20675,0.13855,0.1525,0.17331,0.1974,0.23241,0.056715,0.32542,0.15014,0.25951
6,0.20456,0.27652,0.24524,0.23587,0.10998,0.2621,0.24789,0.24287,0.14887,0.26439,0.11027,0.1496,0.14153,0.13946,0.23238,0.21,0.24584,0.26595,0.28683,0.16323,0.24852,0.25109,0.10539,0.22154,0.089751,0.12585,0.20281,0.22469,0.10872,0.11248,0.1714,0.22389,0.25168,0.05657,0.23372,0.12111,0.24707
5,0.058848,0.078874,0.072426,0.066964,0.073591,0.083189,0.075091,0.072512,0.082186,0.071442,0.070043,0.084998,0.040036,0.063612,0.070237,0.074947,0.06925,0.077634,0.078973,0.089364,0.076459,0.075166,0.060692,0.06277,0.063613,0.23117,0.071243,0.058813,0.06565,0.054223,0.050891,0.063785,0.080023,0.026024,0.078663,0.062608,0.073805
8,0.30629,0.38515,0.34252,0.32703,0.098859,0.40626,0.37852,0.34299,0.23326,0.38392,0.28247,0.29221,0.17767,0.22584,0.33223,0.35451,0.33815,0.37911,0.38565,0.37193,0.37335,0.37892,0.32613,0.31643,0.24072,0.23307,0.30625,0.29649,0.19869,0.19875,0.25657,0.34277,0.36656,0.078781,0.33798,0.21531,0.37208
9,0.30629,0.38515,0.34252,0.32703,0.098859,0.40626,0.37852,0.34299,0.23326,0.38392,0.28247,0.29221,0.17767,0.22584,0.33223,0.35451,0.33815,0.37911,0.38565,0.37193,0.37335,0.37892,0.32613,0.31643,0.24072,0.23307,0.30625,0.29649,0.19869,0.19875,0.25657,0.34277,0.36656,0.078781,0.33798,0.21531,0.37208
10,0.10945,0.14475,0.11624,0.1117,0.11893,0.14609,0.15494,0.13224,0.11989,0.1345,0.12619,0.049863,0.073094,0.1061,0.1273,0.13159,0.12391,0.14526,0.13697,0.16145,0.14219,0.14613,0.11068,0.12371,0.12138,0.10815,0.13605,0.11004,0.084831,0.030118,0.095814,0.11794,0.13524,0.052407,0.12547,0.12315,0.14586
11,0.048673,0.071779,0.054426,0.050331,0.060859,0.0688,0.066182,0.075001,0.044879,0.062976,0.063742,0.056219,0.052962,0.043457,0.05809,0.063993,0.055476,0.066288,0.065317,0.062986,0.065278,0.066256,0.051823,0.057122,0.046313,0.043431,0.064837,0.051848,0.037028,0.056055,0.043453,0.052754,0.064092,0.05602,0.055444,0.075952,0.078802
3,0.11501,0.13392,0.12741,0.10059,0.1177,0.14634,0.13033,0.11897,0.079508,0.12752,0.10236,0.10874,0.058928,0.076164,0.12993,0.13878,0.10642,0.14024,0.1477,0.12639,0.14037,0.13962,0.1079,0.12129,0.07936,0.078527,0.10921,0.10196,0.074255,0.068017,0.045165,0.11562,0.32343,0.027456,0.11266,0.073946,0.13074
15,1.6665,2.2649,1.662,1.8109,1.7432,2.3746,2.257,2.0546,1.2146,2.172,1.7827,1.8446,1.0142,1.1738,1.7995,2.1303,1.9284,2.0637,2.0165,2.1663,2.2912,2.2499,1.5948,1.9096,1.3175,1.0747,1.8851,1.7601,1.1078,1.2326,1.5062,1.8105,1.8481,0.50211,1.9302,1.2973,2.1849
16,0.20039,0.27727,0.23135,0.3145,0.24271,0.27442,0.26396,0.25494,0.16793,0.25116,0.1908,0.21717,0.11624,0.15748,0.24693,0.23945,0.55759,0.26439,0.26893,0.23567,0.26034,0.27283,0.21338,0.20704,0.16786,0.15742,0.21355,0.20675,0.13855,0.1525,0.17331,0.1974,0.23241,0.056715,0.32542,0.15014,0.25951
14,0.07843,0.10616,0.094246,0.087843,0.098102,0.11204,0.10379,0.097525,0.10454,0.098704,0.096663,0.11635,0.065947,0.08619,0.094456,0.1017,0.09313,0.10542,0.10632,0.12133,0.10382,0.10205,0.082264,0.085877,0.086954,0.21002,0.097452,0.079719,0.082355,0.08718,0.068957,0.085748,0.10676,0.044589,0.10161,0.1022,0.10718
18,0.058848,0.078874,0.072426,0.066964,0.073591,0.083189,0.075091,0.072512,0.082186,0.071442,0.070043,0.084998,0.040036,0.063612,0.070237,0.074947,0.06925,0.077634,0.078973,0.089364,0.076459,0.075166,0.060692,0.06277,0.063613,0.23117,0.071243,0.058813,0.06565,0.054223,0.050891,0.063785,0.080023,0.026024,0.078663,0.062608,0.073805
13,0.037519,0.052792,0.040751,0.042879,0.047094,0.052735,0.053458,0.058391,0.047403,0.049044,0.050644,0.058003,0.026079,0.048846,0.049629,0.046788,0.045945,0.055452,0.052975,0.059531,0.051237,0.051898,0.041165,0.047128,0.11338,0.038961,0.055126,0.037458,0.032136,0.040244,0.032265,0.039512,0.050037,0.021143,0.045901,0.039662,0.052406
17,0.11039,0.14365,0.1179,0.11367,0.119,0.15116,0.15307,0.1335,0.11291,0.136,0.1235,0.059377,0.064738,0.099784,0.23403,0.13498,0.12349,0.15018,0.14254,0.157,0.14951,0.14582,0.11191,0.12385,0.11279,0.10176,0.1333,0.11022,0.083516,0.097557,0.095873,0.11991,0.14136,0.040712,0.12639,0.10243,0.13841
19,0.97422,1.3089,0.85332,1.1855,1.1536,1.3706,1.2541,1.1997,0.87079,1.1953,0.98385,1.046,0.56701,0.77516,1.2312,1.2234,1.2584,1.3071,1.0195,1.1801,1.3064,1.2879,1.0139,1.1198,0.80592,0.51088,1.0382,1.0376,0.73039,0.69834,0.8583,1.0224,0.88766,0.27644,1.022,0.72094,1.2331
12,0.060566,0.084626,0.072298,0.081074,0.078348,0.09554,0.085762,0.093698,0.099003,0.084028,0.076717,0.090459,0.043651,0.16198,0.07986,0.080123,0.076311,0.08883,0.090427,0.095506,0.084778,0.083228,0.070879,0.075912,0.086948,0.069433,0.10106,0.064465,0.071633,0.061127,0.053898,0.06789,0.085643,0.030192,0.076257,0.068432,0.081534
21,0.00031623,0.00067474,0.00031623,0.00031623,0.00031623,0.00067474,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00067474,0.00031623,0.00031623,0.00031623,0.00031623,0.00067474,0.00031623,0.00031623,0.00031623,0.00067474,0.00031623,0.00031623,0.00031623,0.00031623,0.00067474,0.00031623,0.00031623,0.00031623,0.00067474,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623
23,0.059635,0.069163,0.24918,0.057847,0.061542,0.073446,0.065426,0.058869,0.039608,0.06199,0.04805,0.051594,0.028149,0.037071,0.060762,0.065059,0.058084,0.065717,0.071753,0.060097,0.071458,0.065604,0.053771,0.055909,0.037088,0.040744,0.050663,0.05382,0.034682,0.033635,0.056457,0.056776,0.067453,0.013265,0.058029,0.034237,0.062144
22,0.1734,0.23996,0.18783,0.18515,0.20344,0.25315,0.23582,0.25075,0.16507,0.22438,0.20638,0.22757,0.12572,0.19355,0.21367,0.22801,0.19765,0.24387,0.23273,0.23919,0.24015,0.23607,0.18462,0.20351,0.18744,0.14988,0.44747,0.17329,0.1406,0.13623,0.15481,0.18795,0.22837,0.067492,0.19755,0.15236,0.23181
24,0.089187,0.11583,0.093578,0.089358,0.09514,0.11842,0.12566,0.10646,0.096495,0.1083,0.10284,0.047666,0.053398,0.084849,0.10312,0.10662,0.098487,0.11771,0.10903,0.13179,0.11594,0.11767,0.089085,0.10144,0.096424,0.087585,0.11156,0.089125,0.067835,0.084856,0.077116,0.096684,0.11027,0.035826,0.10167,0.089039,0.11189
26,0.11473,0.15874,0.14117,0.12646,0.15295,0.16743,0.16106,0.14595,0.10247,0.15326,0.12811,0.12835,0.07093,0.096096,0.15067,0.15084,0.1394,0.17202,0.16942,0.15328,0.164,0.15618,0.14635,0.13042,0.09921,0.090125,0.13031,0.14341,0.093026,0.084566,0.10575,0.12435,0.16107,0.039311,0.12663,0.088737,0.15335
25,0.18719,0.2418,0.2165,0.52493,0.21844,0.26365,0.23348,0.22382,0.15218,0.22053,0.17128,0.18742,0.10106,0.15183,0.22224,0.22028,0.27542,0.22654,0.24153,0.21,0.24747,0.23547,0.19012,0.2085,0.14529,0.14066,0.18748,0.37136,0.11866,0.12559,0.15436,0.19515,0.21225,0.04893,0.26922,0.12548,0.21386
