2,4.6424,7.3147,5.1126,2.4607,6.1288,1.2227,4.5401,3.7365,3.5304,1.6354,7.3147,2.0329,6.2278,5.3834,3.1838,1.5328,3.2246,7.3147,1.2521,2.7133,5.2858,5.498,6.2278,5.5105,5.326,5.4467,0.99342,7.3147,5.2806,1.7123,5.3667,4.1996,5.498,1.3886,4.58,4.7245,5.778,4.6013,7.3147
0,0.27816,0.66582,0.24051,0.14318,0.44516,0.834,0.28135,0.2967,0.32253,0.16618,0.66582,0.47788,0.55525,0.48891,0.16618,0.10797,0.2002,0.66582,0.11565,0.12333,5.7779,0.34642,0.55525,0.27497,0.45504,0.32527,0.16084,0.66582,0.47602,0.049548,0.48709,0.32527,0.34642,0.031623,0.44714,0.38527,0.25485,0.42054,0.66582
1,2.4617,5.783,2.0577,1.1524,3.434,1.5129,2.8804,3.0665,2.7952,0.25829,5.783,3.7389,4.8444,4.9641,1.9735,0.18635,1.467,5.783,0.18635,0.19112,0.51024,3.0089,4.8444,5.4957,3.9473,6.3114,2.39,5.783,4.1854,0.09003,4.2603,2.3743,3.0089,0.049548,3.7931,3.8859,2.2236,4.2362,5.783
7,4.7341,7.3995,4.5902,6.458,2.8491,0.76163,4.6297,3.8285,3.5655,1.5919,7.3995,2.3427,6.2899,6.076,2.8979,1.4296,3.406,7.3995,0.9542,2.6119,1.7421,5.6088,6.2899,4.7584,5.4921,4.4597,3.6545,7.3995,5.5842,2.0633,5.4021,4.2912,5.6088,1.4743,5.1117,5.1484,5.6377,5.197,7.3995
9,0.76047,1.7973,0.63858,0.29371,0.46469,0.33337,0.75461,0.80031,1.4134,0.42891,1.7973,0.49969,1.4988,1.3198,0.46469,0.30845,0.46469,1.7973,0.33337,0.31698,0.30845,0.93349,1.4988,0.29065,1.2205,0.33865,0.16084,1.7973,1.1116,0.16618,1.3157,0.74751,0.93349,0.12333,1.0286,1.0354,0.68812,1.129,1.7973
11,8.0455,6.2248,2.2076,3.1162,3.95,1.8566,7.2529,2.0202,2.9994,1.6494,6.2248,3.0406,5.1975,4.5565,0.53071,3.5535,4.7333,6.2248,1.442,1.5211,1.1903,9.8948,5.1975,2.1923,4.9309,3.55,1.3042,6.2248,4.6074,1.5017,4.5434,6.7853,9.8948,1.2718,3.5567,3.5821,2.7905,3.8993,6.2248
5,3.6959,1.2718,0.48342,2.0412,2.1402,0.4163,3.4787,4.5041,0.61448,1.8728,1.2718,0.62876,1.0584,0.92873,1.4253,3.1148,0.86124,1.2718,0.94013,0.9542,0.31415,4.5434,1.0584,0.76047,1.2263,0.96162,1.0406,1.2718,1.51,4.8237,0.92489,3.6411,4.5434,1.1092,1.0906,0.78687,0.73069,0.79474,1.2718
10,0.46469,3.9836,2.4865,5.3208,1.0474,1.1873,1.1027,7.4086,1.9201,4.1473,3.9836,1.8145,1.9874,2.9165,5.3941,3.5858,0.9335,3.9836,2.5622,4.5399,0.13016,1.2953,1.9874,3.2509,2.357,2.5832,4.2705,3.9836,2.9504,2.4581,2.9083,2.6784,1.2953,4.1258,2.1882,2.4671,2.3002,2.4958,3.9836
8,1.4549,3.4456,1.2227,1.4253,0.88765,1.6591,1.4408,1.5374,1.6607,5.4905,3.4456,2.4707,2.8773,2.523,5.9352,3.974,0.88665,3.4456,2.306,3.9731,0.59688,1.7889,2.8773,3.6937,2.3339,4.315,0.81895,3.4456,2.1285,2.1185,2.5149,1.4321,1.7889,1.4234,1.969,1.9829,1.3211,2.1592,3.4456
3,6.7959,8.6519,2.6926,1.603,4.7083,3.6007,5.4235,3.863,4.169,6.852,8.6519,3.7616,9.2931,6.3354,6.8652,7.3077,3.2116,8.6519,4.96,1.2507,1.8214,6.732,9.2931,4.2742,9.6338,4.992,1.4159,8.6519,6.8749,3.7052,5.2524,5.2382,6.732,0.78687,3.1617,5.615,5.48,4.5065,8.6519
6,1.849,1.6063,1.7257,3.6056,9.4405,0.58334,2.6758,0.45504,0.77665,2.9807,1.6063,2.2613,1.3438,1.185,2.7413,1.5264,1.147,1.6063,2.1004,2.761,1.3899,2.2546,1.3438,4.7009,0.70344,5.6132,3.0999,1.6063,0.57567,1.2542,1.1798,1.1737,2.2546,1.4007,0.98263,1.0499,1.3687,1.0129,1.6063
12,0.95234,1.666,0.8786,0.61303,0.89859,0.38527,0.65234,0.12333,0.80141,0.37118,1.666,0.22124,1.944,1.2176,0.57568,0.81351,0.38757,1.666,0.21722,0.52058,0.45698,0.8222,1.944,0.35151,2.2538,0.21305,0.38296,1.666,1.8374,0.61592,1.2147,0.36394,0.8222,0.328,0.94108,0.74155,0.32253,1.044,1.666
4,1.1835,0.79919,0.7319,2.5694,0.62167,0.38296,1.0085,0.35653,0.38757,1.2725,0.79919,0.57413,0.77665,0.58334,1.3758,2.7761,0.62309,0.79919,0.99342,2.7758,0.13698,1.2493,0.77665,0.85607,0.73674,0.99965,1.2683,0.79919,0.57413,1.2676,0.58637,0.99965,1.2493,5.3019,0.45892,0.46085,1.075,0.50323,0.79919
19,2.2585,5.3519,2.2672,0.94766,1.3764,1.2485,2.236,2.3877,2.5774,1.5784,5.3519,1.5466,4.4661,3.4459,1.7304,1.1585,1.5211,5.3519,1.2493,1.1608,1.2528,2.7764,4.4661,1.6586,3.6213,1.939,0.48342,5.3519,3.6492,0.60721,3.7863,2.4552,2.7764,0.4163,2.9314,2.0693,1.7993,2.5808,5.3519
17,0.87556,2.0856,1.6462,0.067474,0.53737,0.38757,0.86843,0.92489,1.0014,0.2876,2.0856,0.53072,1.734,1.4033,0.53572,0.36148,0.53572,2.0856,0.38757,0.060826,0.36148,1.0791,1.734,0.33068,1.4064,0.39213,0.19089,2.0856,1.2822,0.11565,1.1903,0.86227,1.0791,0.031623,0.8003,0.18159,0.32253,0.25132,2.0856
20,0.33337,0.82004,0.2876,0.38757,0.24778,1.2676,0.40549,0.43711,0.39438,1.6239,0.82004,1.887,0.6971,0.60133,2.0564,1.1677,0.18635,0.82004,1.2662,1.1677,0.42054,0.40549,0.6971,2.043,0.60428,3.3803,0.22525,0.82004,0.40767,0.62594,0.59539,0.32253,0.40549,0.42054,0.45502,0.47227,0.2967,0.51371,0.82004
15,0.74275,2.5566,1.2385,1.7493,0.46469,0.31127,0.82328,1.5194,1.2314,0.67772,2.5566,0.81678,2.0242,2.2847,0.5894,0.20888,0.17121,2.5566,0.42474,0.28135,0.40549,1.0208,2.0242,0.33337,1.6575,0.40109,0.13016,2.5566,1.2277,0.35902,1.8662,0.34386,1.0208,0.12333,1.0824,1.7924,0.81351,1.9527,2.5566
16,1.7704,1.1798,1.7679,0.63299,0.56003,0.24768,0.91037,0.51544,0.56003,0.54394,1.1798,0.38063,0.57103,0.84982,0.48891,0.031623,0.6455,1.1798,0.34895,1.2471,0.17656,1.1933,0.57103,0.30557,0.15511,0.35902,0.47415,1.1798,0.26843,0.060826,0.84773,1.5558,1.1933,0.74035,0.58789,0.88665,0.80804,0.72947,1.1798
13,0.36875,1.2154,2.8287,0.078752,0.067474,0.031623,0.37357,0.54066,0.58789,0.22124,1.2154,0.33601,1.0138,0.89065,0.233,0.031623,0.233,1.2154,0.15511,0.39664,0.16046,0.46085,1.0138,0.14939,0.82436,0.16084,1.0311,1.2154,0.74989,0.031623,1.0617,0.36636,0.46085,0.031623,0.96806,0.81678,1.17,0.91037,1.2154
18,0.43096,1.0199,0.41843,0.17656,0.26843,0.18132,0.43096,0.4511,0.49253,0.39213,1.0199,0.32527,0.84878,0.97628,0.26173,0.16618,0.26508,1.0199,0.18159,0.19112,0.18635,0.53072,0.84878,0.15511,0.69198,0.18159,0.14318,1.0199,0.62877,0.15511,0.9781,0.42684,0.53072,0.078752,0.67902,2.1882,0.63439,2.121,1.0199
14,0.031623,0.20888,0.067474,0.031623,0.049548,0.09003,0.078752,0.031623,0.099002,1.5677,0.20888,0.14318,0.17656,0.16084,2.1898,0.067474,0.13016,0.20888,0.25829,0.25485,0.031623,0.060826,0.17656,0.35151,0.16084,0.27816,0.067474,0.20888,0.12333,1.0094,0.15511,0.031623,0.060826,0.049548,0.10797,0.099002,0.049548,0.13698,0.20888
21,1.3764,2.793,0.94953,0.94672,1.0617,0.93254,1.3641,1.3035,1.3478,0.67113,2.793,1.2125,2.3339,2.4643,1.939,1.4773,1.0717,2.793,1.2613,0.9354,0.63719,1.6925,2.3339,1.0881,1.8955,1.2711,0.42684,2.793,2.0723,0.10668,1.8709,1.5869,1.6925,0.52736,1.0938,1.8771,0.43098,1.9559,2.793
22,0.21722,0.79362,1.0076,1.3803,0.24778,0.26508,0.049548,0.28135,0.38757,0.48891,0.79362,0.13016,0.35902,1.0558,1.026,0.92873,0.13698,0.79362,0.59688,1.4988,0.09003,0.049548,0.35902,0.51371,0.13698,0.60281,0.15511,0.79362,0.26508,0.45504,1.0541,0.031623,0.049548,0.80252,0.74751,2.8237,0.44317,2.0237,0.79362
23,0.82004,1.9404,1.4761,0.09003,0.50146,0.35902,0.81569,0.86536,0.93635,0.54067,1.9404,0.69198,1.6212,1.8427,0.50146,0.33601,0.6455,1.9404,0.35653,0.11565,0.43098,1.0094,1.6212,0.31698,1.3198,0.36636,0.10797,1.9404,1.5466,0.21305,1.2507,1.0414,1.0094,0.031623,0.55844,1.3056,0.17656,1.4228,1.9404
