6,0.24063,0.24433,0.24188,0.23965,0.24024,0.24091,0.23969,0.24629,0.24097,0.23992,0.24171,0.24538,0.2407,0.23954,0.24079,0.23932,0.24004,0.24076,0.2382,0.24103,0.24335,0.2438,0.24083,0.24344,0.23946,0.23956,0.24445,0.23858,0.2449,0.24035,0.24145,0.24085,0.23994,0.24194,0.24083,0.23914,0.23942,0.24223,0.24022,0.24227,0.2459,0.24281,0.2392
4,0.47628,0.47665,0.47491,0.47291,0.47575,0.47406,0.47324,0.47921,0.47406,0.47326,0.47465,0.47879,0.47393,0.47327,0.47376,0.47291,0.47336,0.47353,0.47201,0.47427,0.47599,0.47638,0.47395,0.47627,0.47302,0.47307,0.47191,0.47242,0.47775,0.47433,0.47434,0.47419,0.51909,0.4749,0.47414,0.47252,0.47297,0.4758,0.47347,0.4753,0.47828,0.47666,0.47281
2,0.48774,0.49595,0.4907,0.48511,0.48693,0.48947,0.48579,0.5006,0.48834,0.48609,0.49007,0.49849,0.48784,0.48549,0.4875,0.51203,0.48636,0.48671,0.48291,0.48857,0.49385,0.49478,0.48797,0.49398,0.48501,0.48544,0.48209,0.48332,0.49715,0.487,0.48953,0.48819,0.48624,0.491,0.48815,0.48713,0.48552,0.49132,0.48773,0.49136,0.50041,0.49261,0.4847
3,1.1015,1.1096,1.1039,1.0997,1.1007,1.1022,1.0996,1.1151,1.1021,1.1001,1.1037,1.1115,1.1019,1.0993,1.1021,1.0991,1.1003,1.1007,1.0968,1.1024,1.1076,1.1085,1.1018,1.1072,1.0991,1.0995,1.0962,1.0974,1.1117,1.101,1.103,1.1019,1.1001,1.1045,1.102,1.0993,1.0995,1.1052,1.1013,1.1063,1.1146,1.1062,1.107
5,0.24063,0.24433,0.24188,0.23965,0.24024,0.24091,0.23969,0.24629,0.24097,0.23992,0.24171,0.24538,0.2407,0.23954,0.24079,0.23932,0.24004,0.24076,0.2382,0.24103,0.24335,0.2438,0.24083,0.24344,0.23946,0.23956,0.24445,0.23858,0.2449,0.24035,0.24145,0.24085,0.23994,0.24194,0.24083,0.23914,0.23942,0.24223,0.24022,0.24227,0.2459,0.24281,0.2392
7,1.5373,1.5478,1.5406,1.5337,1.5362,1.5379,1.5351,1.5584,1.538,1.5351,1.54,1.551,1.5374,1.5342,1.5377,1.5334,1.5354,1.5359,1.5301,1.5383,1.5453,1.5467,1.5481,1.545,1.5338,1.5344,1.5298,1.5318,1.5507,1.5435,1.5391,1.5377,1.5357,1.5409,1.5378,1.5322,1.5337,1.5419,1.5367,1.5421,1.5534,1.5436,1.5332
0,0.23877,0.25107,0.24312,0.2346,0.23863,0.23968,0.23606,0.25588,0.24009,0.23662,0.24268,0.25308,0.23929,0.2348,0.23849,0.2339,0.23648,0.2372,0.23022,0.24015,0.24747,0.24872,0.23984,0.24837,0.23409,0.23489,0.22903,0.26104,0.25208,0.23764,0.2414,0.23944,0.23634,0.24312,0.23927,0.2329,0.2343,0.24561,0.238,0.2439,0.25551,0.246,0.23336
1,1.0883,1.1416,1.1062,1.0694,1.0828,1.1306,1.0743,1.1675,1.0925,1.0772,1.104,1.1502,1.0888,1.0717,1.0864,1.0696,1.0789,1.0812,1.0547,1.0937,1.1284,1.1336,1.0898,1.1295,1.0695,1.0724,1.0505,1.0585,1.1465,1.0832,1.0994,1.0908,1.0781,1.1071,1.0908,1.0653,1.0703,1.1115,1.0816,1.1116,1.1707,1.1196,1.0667
11,0.85887,0.86642,0.86084,0.85641,0.85843,0.85919,0.87304,0.86957,0.85926,0.85743,0.8607,0.86653,0.85895,0.85688,0.8585,0.85638,0.85767,0.85793,0.85396,0.85949,0.86373,0.86453,0.86108,0.86355,0.85719,0.85719,0.8538,0.85541,0.86676,0.85833,0.85994,0.85911,0.85755,0.86111,0.85912,0.85547,0.85643,0.86167,0.85782,0.86184,0.86838,0.8626,0.85602
12,0.85887,0.86642,0.86084,0.85641,0.85843,0.85919,0.87304,0.86957,0.85926,0.85743,0.8607,0.86653,0.85895,0.85688,0.8585,0.85638,0.85767,0.85793,0.85396,0.85949,0.86373,0.86453,0.86108,0.86355,0.85719,0.85719,0.8538,0.85541,0.86676,0.85833,0.85994,0.85911,0.85755,0.86111,0.85912,0.85547,0.85643,0.86167,0.85782,0.86184,0.86838,0.8626,0.85602
13,0.24934,0.26051,0.25348,0.247,0.24811,0.25037,0.24657,0.26754,0.25153,0.24725,0.25326,0.2698,0.25054,0.24568,0.33064,0.24532,0.24728,0.24852,0.24162,0.2506,0.25698,0.26079,0.25017,0.25808,0.24511,0.24612,0.24028,0.24233,0.26452,0.25007,0.25202,0.24991,0.24717,0.25391,0.24977,0.24625,0.24567,0.25401,0.2496,0.2559,0.26757,0.25619,0.2734
8,0.23877,0.25107,0.24312,0.2346,0.23863,0.23968,0.23606,0.25588,0.24009,0.23662,0.24268,0.25308,0.23929,0.2348,0.23849,0.2339,0.23648,0.2372,0.23022,0.24015,0.24747,0.24872,0.23984,0.24837,0.23409,0.23489,0.22903,0.26104,0.25208,0.23764,0.2414,0.23944,0.23634,0.24312,0.23927,0.2329,0.2343,0.24561,0.238,0.2439,0.25551,0.246,0.23336
10,1.6597,1.6707,1.6629,1.6561,1.6588,1.6605,1.6573,1.6781,1.6604,1.6575,1.6625,1.6732,1.6599,1.6566,1.6593,1.6559,1.6579,1.6585,1.6523,1.6899,1.6677,1.6695,1.6598,1.6673,1.6564,1.6567,1.6524,1.6541,1.6733,1.6587,1.6614,1.6603,1.6578,1.6634,1.6603,1.6546,1.6563,1.6714,1.6582,1.665,1.6758,1.666,1.6557
9,2.5212,2.5386,2.5264,2.5154,2.5198,2.5224,2.5147,2.5514,2.5224,2.5183,2.5259,2.5427,2.5224,2.5138,2.5207,2.5151,2.519,2.5191,2.5096,2.5232,2.5361,2.5379,2.5222,2.5338,2.5132,2.514,2.5092,2.5125,2.5429,2.5198,2.5245,2.5223,2.5181,2.5274,2.5223,2.5134,2.5156,2.5293,2.519,2.53,2.5475,2.5317,2.5147
14,0.48774,0.49595,0.4907,0.48511,0.48693,0.48947,0.48579,0.5006,0.48834,0.48609,0.49007,0.49849,0.48784,0.48549,0.4875,0.51203,0.48636,0.48671,0.48291,0.48857,0.49385,0.49478,0.48797,0.49398,0.48501,0.48544,0.48209,0.48332,0.49715,0.487,0.48953,0.48819,0.48624,0.491,0.48815,0.48713,0.48552,0.49132,0.48773,0.49136,0.50041,0.49261,0.4847
18,4.4065,4.4333,4.4144,4.3976,4.4014,4.4082,4.3978,4.4542,4.4082,4.399,4.4135,4.4396,4.4027,4.4003,4.4056,4.3971,4.3992,4.4033,4.389,4.4095,4.4252,4.4272,4.408,4.4255,4.3951,4.3961,4.388,4.3881,4.4403,4.4043,4.4113,4.408,4.402,4.4157,4.4085,4.3943,4.3977,4.4192,4.4029,4.4193,4.4465,4.4223,4.3964
19,1.6597,1.6707,1.6629,1.6561,1.6588,1.6605,1.6573,1.6781,1.6604,1.6575,1.6625,1.6732,1.6599,1.6566,1.6593,1.6559,1.6579,1.6585,1.6523,1.6899,1.6677,1.6695,1.6598,1.6673,1.6564,1.6567,1.6524,1.6541,1.6733,1.6587,1.6614,1.6603,1.6578,1.6634,1.6603,1.6546,1.6563,1.6714,1.6582,1.665,1.6758,1.666,1.6557
