1,1.7548,2.4007,2.7117,1.4549,1.9344,2.039,2.1547,2.2128,1.7879,2.7117,2.7117,1.0725,2.2419,2.3881,2.3087,1.9257,1.5654,1.9298,1.4616,2.7117,2.0451,1.9127,0.46085,2.1135,2.2419,0.95791,0.68033,1.1745,1.6809,1.558,2.7117,1.8894,1.5449,1.5717,1.5414,1.7909,1.9104,2.0542,1.5632,2.0732,1.7594,2.7117,2.7117,2.2128,1.8571,1.558,2.1135
4,3.7943,4.7744,6.4327,3.3576,4.5868,3.8327,4.2846,5.2482,3.2711,6.4327,6.4327,3.8653,5.1836,4.6636,3.4945,3.7498,2.2232,3.2507,3.5095,6.4327,3.7358,3.2317,3.6737,4.7352,5.1836,3.2534,3.7783,2.7127,3.7694,3.7431,6.4327,3.8779,2.7251,3.7757,0.65641,3.7093,3.7415,3.4698,3.3808,4.0583,3.355,6.4327,6.4327,5.2482,4.1663,3.4912,4.7352
5,4.4225,2.2808,3.8255,2.074,2.7287,3.7821,1.1888,3.1222,2.24,3.8255,3.8255,2.3889,3.1637,2.7739,1.8087,2.7153,1.6365,4.0319,3.9225,3.8255,2.4144,3.0455,2.9604,5.3286,3.1637,1.6527,2.4418,2.5283,4.2402,3.2485,3.8255,4.1682,0.89661,4.2509,3.2295,3.0145,2.2518,1.6124,3.0127,2.4136,2.8516,3.8255,3.8255,3.1222,3.5492,3.9279,5.3286
0,6.7758,5.6613,7.6267,4.0886,5.4388,5.6559,5.0805,6.2238,4.1098,7.6267,7.6267,4.5914,7.382,5.5298,4.3905,5.413,3.1816,5.2037,5.0765,7.6267,4.6936,4.3982,2.9341,6.9891,7.382,3.9878,4.6303,4.0742,5.5636,5.8284,7.6267,4.6053,4.1801,6.3939,4.8636,4.2943,4.4364,4.1148,5.1472,4.8119,4.8032,7.6267,7.6267,6.2238,6.1156,5.1531,6.9891
2,2.9329,3.0333,3.9059,2.9175,2.7851,3.1045,2.7507,3.1878,1.211,3.9059,3.9059,2.5812,3.0956,2.8441,1.1903,2.6538,2.3758,1.531,2.7716,3.9059,0.91621,1.2314,2.4469,3.7021,3.0956,1.1962,1.1227,2.0697,2.9438,2.5867,3.9059,2.9565,0.92681,2.6096,0.65098,2.5385,2.5601,2.2028,2.9559,2.465,2.9028,3.9059,3.9059,3.1878,2.7886,2.7655,3.7021
3,1.6687,0.75225,1.012,2.7388,0.099002,1.2662,0.68033,0.82866,1.2014,1.012,1.012,0.70847,1.2697,0.73915,0.96714,0.60867,0.62877,1.6124,1.1593,1.012,1.0329,0.74988,0.78913,1.5649,1.2697,0.89958,1.0491,0.66582,0.61448,1.0558,1.012,1.1298,1.197,1.0642,0.66582,0.48342,0.60428,0.078752,0.6618,0.09003,0.94953,1.012,1.012,0.82866,1.6993,1.1539,1.5649
6,1.0448,0.91815,1.2335,1.3418,0.88062,1.012,0.82328,1.0094,1.3451,1.2335,1.2335,0.64412,1.0242,0.89859,0.92585,0.87455,1.0816,1.182,0.8222,1.2335,0.98714,1.1722,1.3345,1.2507,1.0242,0.7593,0.8976,0.44116,0.9952,0.88263,1.2335,0.65098,1.4284,0.88464,1.176,0.81678,0.92968,0.66715,1.1662,0.77779,1.3378,1.2335,1.2335,1.0094,0.84248,0.92393,1.2507
9,3.2166,1.2234,2.8832,1.1977,2.0542,2.3567,1.0971,1.4682,1.869,2.8832,2.8832,1.379,2.381,1.6223,0.94766,2.0451,0.18159,2.8853,2.8724,2.8832,2.2048,2.0516,1.6446,3.8779,2.381,0.88263,1.7924,2.6204,2.3183,2.5815,2.8832,2.2012,2.2691,2.6034,2.3122,1.2898,0.16046,2.5583,2.3926,0.57413,1.5902,2.8832,2.8832,1.4682,2.4378,1.9266,3.8779
8,4.2475,3.7715,5.0807,2.7235,3.6235,4.1404,3.3845,4.7226,2.8168,5.0807,5.0807,3.1771,4.2004,3.6838,3.0106,3.6059,2.0525,3.8964,3.7924,5.0807,1.6692,3.4075,2.9022,5.1188,4.2004,2.8013,3.2567,2.7137,4.0725,3.5625,5.0807,3.5635,2.7636,3.5925,3.119,2.9296,2.955,3.1199,3.322,3.2058,3.5307,5.0807,5.0807,4.7226,3.9449,2.9905,5.1188
7,3.6272,4.1042,5.3493,3.0133,3.8165,3.78,3.7129,4.3659,1.6305,5.3493,5.3493,2.932,4.2896,4.3121,2.1365,3.6807,2.4487,2.2463,3.3911,5.3493,1.922,1.9381,3.3976,4.5359,4.2896,2.4385,2.484,2.864,3.6091,3.2485,5.3493,3.8505,1.0389,3.2757,0.98534,3.4943,3.5249,3.2911,3.3337,3.7379,3.3065,5.3493,5.3493,4.3659,3.7788,3.3827,4.5359
