10,1.17,0.26164,0.74751,0.060826,1.0138,0.51715,0.24051,0.25485,0.24768,0.43098,0.74751,0.74751,0.7686,0.21707,0.65911,0.49969,1.0567,0.74751,0.81351,0.60574,1.1547,0.7686,1.0733,0.54063,0.65911,0.28753,0.84353,0.78913,0.74751,0.78235,0.60574,0.39653,0.80252,1.1547,0.37354,0.58181,0.2,0.29371,0.74751,0.57875
4,2.984,3.1508,4.1831,2.457,2.7678,2.997,2.8413,2.9165,3.0575,2.6558,4.1831,4.1831,3.5082,2.7716,3.551,1.6798,3.0557,4.1831,2.9899,2.945,3.5057,3.5082,2.9786,3.1766,3.551,2.5583,2.8381,3.0059,4.1831,2.6336,2.6113,3.0592,2.8142,3.5057,2.4729,3.2298,2.4801,2.6451,4.1831,3.2304
14,0.49969,1.388,0.65641,0.49969,0.4511,0.63719,1.1235,1.1531,1.197,2.8761,0.65641,0.65641,0.57875,0.78007,0.62024,0.328,0.61158,0.65641,0.52736,0.51715,0.58486,0.57875,0.52058,0.60281,0.62024,1.0329,0.57875,0.52397,0.65641,0.54393,3.1185,0.66714,0.47414,0.58486,0.44315,0.60281,0.53406,0.87658,0.65641,0.59985
12,1.1219,7.5202,1.2436,1.7584,1.5281,0.88464,5.6115,5.9549,7.2818,1.3076,1.2436,1.2436,0.53736,7.1414,1.0881,4.3724,0.88665,1.2436,0.8308,0.22525,1.0032,0.53736,1.093,1.5728,1.0881,0.58486,0.98172,0.23288,1.2436,1.379,1.038,2.1219,0.78461,1.0032,0.10668,0.95791,1.6724,1.7805,1.2436,0.96162
0,1.262,1.1639,1.542,0.9045,1.06,1.106,1.07,1.0963,1.1314,0.98534,1.542,1.542,1.4567,1.0242,1.3556,0.62876,1.1439,1.542,1.106,1.0208,1.309,1.4567,1.2407,1.179,1.3556,0.96162,1.0634,1.2704,1.542,0.99609,0.9781,1.1298,1.2014,1.309,0.93919,1.1925,0.91621,0.97446,1.542,1.1955
5,1.8728,2.3844,2.6329,1.4905,1.7278,1.888,2.0915,2.146,2.224,1.4701,2.6329,2.6329,2.2112,1.9627,2.3102,1.0979,1.9011,2.6329,1.8681,1.8566,2.1991,2.2112,1.8785,1.9834,2.3102,1.4664,1.7805,1.887,2.6329,1.6586,1.2704,1.928,1.7644,2.1991,1.5,2.0356,1.507,1.665,2.6329,2.0373
9,2.7212,2.8742,3.8153,2.2415,2.5248,2.7329,2.5921,2.6605,2.7882,2.4236,3.8153,3.8153,3.1994,2.5283,3.3433,1.5339,2.7876,3.8153,2.7277,2.6857,3.1978,3.1994,2.7173,2.8964,3.3433,2.3347,2.5873,2.7426,3.8153,2.4022,2.3814,2.7908,2.5673,3.1978,2.2558,2.9462,2.2628,2.4118,3.8153,2.8982
7,2.0286,1.8643,2.3559,1.3225,1.9381,1.6893,2.011,2.0641,1.8013,1.1266,2.3559,2.3559,1.9789,1.5129,2.0676,0.85607,1.969,2.3559,1.8973,1.65,2.3889,1.9789,2.0163,1.6564,2.0676,1.3063,1.9298,1.705,2.3559,1.7805,1.0849,1.7257,1.5952,2.3889,1.3144,1.8209,1.3184,1.4916,2.3559,1.8229
13,0.30557,0.38757,0.17153,3.5188,0.35902,1.2953,0.59688,0.47414,0.31127,1.9879,0.17153,0.17153,0.16046,0.59985,0.19112,0.6907,0.4511,0.17153,0.28753,0.24768,0.30557,0.16046,0.25485,0.26843,0.19112,0.93349,1.055,0.29346,0.17153,0.24051,2.1559,1.3358,0.26164,0.30557,1.0329,0.17153,0.66714,0.77779,0.17153,0.18132
11,6.0596,2.3118,1.4196,0.28753,5.696,0.84982,4.6767,5.0065,2.1084,0.53406,1.4196,1.4196,1.185,1.5153,1.2407,1.1266,6.37,1.4196,5.409,1.3022,7.131,1.185,5.227,0.91621,1.2407,0.28135,5.9343,0.33865,1.4196,4.7789,1.3726,0.86842,0.31127,7.131,0.40106,1.0995,0.29371,0.43098,1.4196,1.1011
6,1.3854,1.4383,1.4457,0.55365,1.2248,1.0363,1.9726,1.8062,1.3957,0.59688,1.4457,1.4457,1.2176,1.2478,1.2704,0.46658,1.3982,1.4457,1.3265,1.1531,1.625,1.2176,1.3609,1.0799,1.2704,0.60281,1.3171,1.06,1.4457,1.176,0.59688,1.0617,0.96898,1.625,0.70596,1.1187,0.72825,0.91621,1.4457,1.1219
2,2.753,2.6784,3.4376,2.2526,2.3933,2.465,2.7173,2.7704,2.5901,2.1327,3.4376,3.4376,2.8859,2.2431,3.0154,1.614,2.7166,3.4376,2.6316,2.3739,3.2397,2.8859,2.7277,2.4936,3.0154,2.3056,2.6167,2.4929,3.4376,2.3529,2.0881,2.5163,2.2777,3.2397,2.0373,2.6571,2.0932,2.1748,3.4376,2.6571
3,1.0414,0.92201,1.2176,0.28753,0.78461,0.69582,0.98894,1.0014,0.8966,0.97991,1.2176,1.2176,1.0225,0.86227,1.07,0.31698,1.1999,1.2176,1.0067,0.8222,1.1955,1.0225,1.0414,0.98713,1.07,0.78913,0.80031,0.89661,1.2176,0.82866,0.97628,0.71097,0.78007,1.1955,0.49969,0.94672,0.70847,0.61158,1.2176,0.94672
8,0.13636,0.10668,0.20888,0.09003,0.031623,0.10668,0.12333,0.12333,0.12333,0.12333,0.20888,0.20888,0.13636,0.12333,0.13636,0.10668,0.10668,0.20888,0.10668,0.12333,0.09003,0.13636,0.13636,0.12333,0.13636,0.12333,0.10668,0.14939,0.20888,0.09003,0.10668,0.10668,0.09003,0.09003,0.12333,0.69582,0.12333,0.09003,0.20888,0.13636
1,0.4889,0.50322,0.68293,0.39664,0.43098,0.48157,0.46278,0.48157,0.49969,0.44716,0.68293,0.68293,0.56634,0.46278,0.5909,0.27489,0.59985,0.68293,0.49969,0.61736,0.5909,0.56634,0.4889,0.86843,0.5909,0.42265,0.45504,0.48526,0.68293,0.39664,0.44315,0.49611,0.43098,0.5909,0.3783,0.52058,0.41416,0.42265,0.68293,0.52736
15,1.019,1.9308,2.5604,2.8847,1.1251,2.6511,0.96898,0.96714,1.8738,2.2994,2.5604,2.5604,2.1443,1.6478,2.2447,2.3948,0.9542,2.5604,0.9781,1.3117,1.1715,2.1443,1.0684,1.9234,2.2447,2.1394,0.93919,1.8092,2.5604,0.83293,2.2112,1.8757,1.4259,1.1715,2.7465,1.9789,2.1943,2.34,2.5604,1.9807
21,0.060826,0.19112,0.17153,2.9708,0.78235,0.73311,0.29964,0.18132,0.060826,2.0503,0.17153,0.17153,0.14939,0.67509,0.16046,0.91427,0.060826,0.17153,0.19112,0.8308,0.031623,0.14939,0.14939,0.14939,0.16046,0.96898,1.2843,0.09003,0.17153,0.7593,2.1,1.5035,0.75225,0.031623,0.81787,0.10668,0.50322,0.21707,0.17153,0.16046
19,2.2096,2.5022,3.0586,3.3661,2.7959,3.1917,2.2777,2.3377,2.4287,2.9056,3.0586,3.0586,2.5708,2.3874,2.6883,2.059,2.2652,3.0586,2.1967,2.9571,2.5942,2.5708,2.1862,2.3332,2.6883,2.8199,1.625,2.2288,3.0586,2.7984,2.8798,1.7421,2.8438,2.5942,3.3534,2.3747,0.49964,0.56319,3.0586,2.3747
18,3.8808,3.9376,5.4594,3.0904,3.6012,3.7458,3.5299,3.6223,3.8209,3.2676,5.4594,5.4594,4.5839,3.2806,4.7911,2.9414,3.9771,5.4594,3.9123,3.851,4.5586,4.5839,3.8936,4.1545,4.7911,3.1207,4.1873,3.9114,5.4594,3.2887,3.1872,4.5559,3.6609,4.5586,3.3209,4.2253,5.9698,5.9411,5.4594,4.2249
20,1.1835,0.74513,1.2277,0.19112,1.4146,0.70596,0.93159,0.96162,0.73311,0.30534,1.2277,1.2277,1.0346,0.48157,1.0799,0.56003,1.182,1.2277,1.179,1.17,1.3569,1.0346,1.2277,0.93919,1.0799,0.26164,0.92777,0.88062,1.2277,2.6228,0.27489,0.73069,1.0881,1.3569,0.49611,0.9542,0.20888,0.28753,1.2277,0.9542
16,3.2833,1.8052,2.3339,1.3854,2.2431,1.7071,2.2715,2.3317,1.7523,1.5106,2.3339,2.3339,2.9929,1.5717,2.077,0.99431,2.4491,2.3339,2.2769,1.6206,2.801,2.9929,3.2155,1.8297,2.077,1.5235,2.2652,2.6031,2.3339,2.0074,1.5637,1.7533,2.6658,2.801,1.4184,1.8766,1.4033,1.4988,2.3339,1.8776
17,4.6148,3.7014,4.6569,1.8861,4.1232,2.0286,4.5679,4.6866,3.5933,1.8898,4.6569,4.6569,3.9091,3.4428,4.086,1.5671,4.7284,4.6569,4.2908,3.2844,5.4333,3.9091,4.4414,3.5435,4.086,0.56946,3.4971,3.5021,4.6569,4.0834,1.9897,2.5064,3.2773,5.4333,0.43914,3.6051,0.89264,1.3854,4.6569,3.6061
22,2.5969,2.8224,3.4838,4.3003,2.6072,2.6864,2.7946,2.7179,2.6711,0.94296,3.4838,3.4838,2.9275,1.8519,3.0604,2.3619,2.6228,3.4838,2.614,2.6092,3.0476,2.9275,2.4901,2.6147,3.0604,3.6046,2.3233,2.6194,3.4838,2.3544,0.80473,2.4007,2.4491,3.0476,2.6976,2.7048,1.0225,1.888,3.4838,2.7055
23,0.70344,0.6907,0.93919,4.6059,0.5472,1.6703,0.61158,0.63439,0.66981,0.76163,0.93919,0.93919,0.80473,0.55684,0.85399,1.705,0.73311,0.93919,0.84353,0.63719,0.79138,0.80473,0.70847,0.77321,0.85399,2.1797,1.7725,0.72581,0.93919,0.67509,0.73311,1.9353,0.63159,0.79138,0.63719,0.81351,0.61736,0.75461,0.93919,0.81132
