14,0.12001,0.12238,0.12338,0.11968,0.12108,0.12055,0.12139,0.12448,0.1231,0.12237,0.12109,0.12132,0.11876,0.12497,0.11732,0.1218,0.12222,0.121,0.12364,0.12363,0.12056,0.12019,0.11965,0.11963,0.12325,0.1213,0.12201,0.12024,0.11951,0.12116,0.11797,0.11868,0.119,0.12304
7,0.091038,0.094006,0.095241,0.091016,0.092507,0.091662,0.092856,0.09651,0.095047,0.093637,0.091691,0.092902,0.089558,0.090813,0.087532,0.093205,0.093824,0.092186,0.095606,0.095584,0.091639,0.090743,0.09048,0.095344,0.095058,0.09253,0.092609,0.091256,0.090285,0.092438,0.088723,0.089556,0.090025,0.094907
8,0.62136,0.62661,0.62848,0.61935,0.62345,0.62212,0.62221,0.63186,0.62771,0.62546,0.62062,0.62325,0.61772,0.61997,0.61021,0.62465,0.62572,0.62306,0.62952,0.62922,0.61998,0.61652,0.61972,0.61943,0.62764,0.62281,0.62338,0.62205,0.61887,0.62354,0.61378,0.61734,0.61722,0.62788
12,0.0009003,0.00031623,0.0009003,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.0009003,0.00031623,0.0009003,0.0009003,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.00031623,0.0009003,0.0009003,0.00031623,0.00031623,0.00031623
4,0.13984,0.14141,0.1421,0.14015,0.14044,0.1402,0.14056,0.14291,0.14191,0.14118,0.14009,0.14063,0.13893,0.13981,0.13727,0.14093,0.14125,0.14045,0.14231,0.14225,0.14047,0.13981,0.14154,0.13968,0.14213,0.14078,0.14083,0.14001,0.13952,0.14059,0.13851,0.13897,0.13943,0.14186
2,0.11587,0.11676,0.11722,0.11603,0.11617,0.11661,0.11638,0.11765,0.11693,0.11697,0.11585,0.11621,0.11791,0.11573,0.11474,0.11642,0.11666,0.11615,0.11721,0.11716,0.11603,0.11583,0.11567,0.11566,0.11699,0.11619,0.11643,0.11598,0.1155,0.11623,0.11618,0.11597,0.11582,0.11721
5,0.13984,0.14141,0.1421,0.14015,0.14044,0.1402,0.14056,0.14291,0.14191,0.14118,0.14009,0.14063,0.13893,0.13981,0.13727,0.14093,0.14125,0.14045,0.14231,0.14225,0.14047,0.13981,0.14154,0.13968,0.14213,0.14078,0.14083,0.14001,0.13952,0.14059,0.13851,0.13897,0.13943,0.14186
3,0.31256,0.31593,0.3175,0.31229,0.31407,0.31355,0.31434,0.31949,0.31718,0.31554,0.31415,0.3147,0.31054,0.31294,0.30787,0.31533,0.31612,0.31382,0.31819,0.31817,0.31352,0.31233,0.31234,0.3126,0.31715,0.31447,0.31455,0.31287,0.31938,0.31421,0.30864,0.31078,0.31166,0.31711
10,0.37285,0.3759,0.37662,0.37125,0.37383,0.37302,0.37584,0.37868,0.3761,0.37482,0.37215,0.37357,0.37066,0.37181,0.366,0.37436,0.37503,0.37361,0.37701,0.37694,0.37341,0.37196,0.37144,0.3717,0.37612,0.37342,0.37372,0.37286,0.37112,0.37385,0.36806,0.37026,0.37029,0.37628
6,0.095428,0.097121,0.098413,0.095114,0.09601,0.095653,0.096178,0.098566,0.097654,0.096672,0.095441,0.096158,0.094408,0.095215,0.092904,0.096439,0.096777,0.095916,0.097814,0.097665,0.095627,0.095193,0.095168,0.09504,0.097348,0.11751,0.09613,0.095483,0.094871,0.096055,0.093728,0.094406,0.094566,0.097527
15,0.055663,0.059337,0.060809,0.055125,0.057314,0.056471,0.057854,0.062795,0.06061,0.060116,0.056181,0.057882,0.053969,0.055632,0.051548,0.058459,0.059139,0.057119,0.061457,0.061098,0.056415,0.072515,0.05486,0.054792,0.060461,0.057494,0.057922,0.055972,0.054441,0.057494,0.053039,0.053936,0.05445,0.060469
1,0.16047,0.16285,0.16385,0.16031,0.16139,0.17417,0.16166,0.16492,0.16354,0.16249,0.16047,0.16152,0.15977,0.16,0.15685,0.16216,0.16261,0.16145,0.16431,0.16407,0.16098,0.16003,0.1599,0.15975,0.16345,0.16143,0.16205,0.16072,0.15968,0.16168,0.15815,0.15933,0.15939,0.16527
