3,0.031623,0.031623,0.031623,0.031623,0.031623,0.060826,0.09003,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.060826,0.031623,0.031623,0.031623,0.060826,0.060826,0.060826,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.060826,0.031623,0.031623,0.031623,0.060826,0.031623,0.031623,0.031623,0.031623,0.09003,0.060826,0.031623,0.09003,0.031623,0.060826,0.060826,0.09003,0.060826,0.060826,0.031623,0.031623,0.031623
5,0.09003,0.031623,0.060826,0.031623,0.031623,0.060826,0.09003,0.060826,0.10668,0.031623,0.10668,0.09003,0.060826,0.060826,0.031623,0.09003,0.031623,0.060826,0.10668,0.060826,0.031623,0.031623,0.031623,0.031623,0.09003,0.09003,0.031623,0.060826,0.031623,0.031623,0.060826,0.031623,0.09003,0.031623,0.060826,0.09003,0.031623,0.060826,0.060826,0.10668,0.060826,0.060826,0.09003,0.10668,0.060826,0.031623,0.031623,0.031623
4,0.54393,0.53736,0.55043,0.53071,0.54067,0.54393,0.5472,0.55684,0.5472,0.5472,0.55043,0.5472,0.5472,0.54067,0.53406,0.54393,0.54067,0.54067,0.55043,0.53406,0.5472,0.5472,0.5472,0.5472,0.55043,0.5472,0.55043,0.55043,0.54067,0.53736,0.54067,0.53736,0.55043,0.5472,0.54393,0.5472,0.53736,0.54393,0.56003,0.5472,0.53736,0.53736,0.55043,0.54393,0.5472,0.54393,0.53736,0.55365
2,0.077478,0.09003,0.10668,0.077478,0.09003,0.09003,0.12333,0.10668,0.10668,0.12333,0.12333,0.12333,0.09003,0.09003,0.031623,0.09003,0.09003,0.10668,0.09003,0.031623,0.10668,0.09003,0.09003,0.060826,0.09003,0.09003,0.09003,0.09003,0.060826,0.10668,0.10668,0.09003,0.09003,0.12333,0.12333,0.12333,0.10668,0.10668,0.09003,0.12333,0.09003,0.10668,0.12333,0.12333,0.12333,0.060826,0.031623,0.10668
1,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.09003,0.031623,0.031623,0.031623,0.031623,0.031623
0,0.10668,0.031623,0.060826,0.031623,0.060826,0.09003,0.09003,0.031623,0.031623,0.031623,0.12333,0.09003,0.031623,0.031623,0.031623,0.09003,0.031623,0.09003,0.060826,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.060826,0.060826,0.060826,0.031623,0.031623,0.031623,0.060826,0.09003,0.09003,0.060826,0.060826,0.031623,0.09003,0.060826,0.10668,0.060826,0.060826,0.09003,0.077478,0.060826,0.031623,0.031623,0.031623
14,0.077478,0.09003,0.10668,0.077478,0.09003,0.09003,0.12333,0.10668,0.10668,0.12333,0.12333,0.12333,0.09003,0.09003,0.031623,0.09003,0.09003,0.10668,0.09003,0.031623,0.10668,0.09003,0.09003,0.060826,0.09003,0.09003,0.09003,0.09003,0.060826,0.10668,0.10668,0.09003,0.09003,0.12333,0.12333,0.12333,0.10668,0.10668,0.09003,0.12333,0.09003,0.10668,0.12333,0.12333,0.12333,0.060826,0.031623,0.10668
12,0.46658,0.47039,0.47414,0.45891,0.46658,0.47414,0.47414,0.48526,0.48157,0.46658,0.47414,0.47414,0.47788,0.47788,0.46278,0.47788,0.46658,0.47033,0.47039,0.46278,0.47033,0.47414,0.47039,0.47414,0.47414,0.48157,0.47788,0.47414,0.46278,0.47039,0.47414,0.46658,0.47414,0.47033,0.47039,0.47414,0.47039,0.46658,0.47788,0.47788,0.46278,0.47039,0.47788,0.47414,0.46658,0.47039,0.46658,0.47414
8,0.10668,0.031623,0.060826,0.031623,0.060826,0.09003,0.09003,0.031623,0.031623,0.031623,0.12333,0.09003,0.031623,0.031623,0.031623,0.09003,0.031623,0.09003,0.060826,0.031623,0.031623,0.031623,0.031623,0.031623,0.031623,0.060826,0.060826,0.060826,0.031623,0.031623,0.031623,0.060826,0.09003,0.09003,0.060826,0.060826,0.031623,0.09003,0.060826,0.10668,0.060826,0.060826,0.09003,0.077478,0.060826,0.031623,0.031623,0.031623
10,0.21707,0.22525,0.20888,0.21707,0.22525,0.21707,0.21707,0.22525,0.21707,0.22525,0.23288,0.21707,0.20819,0.20888,0.20888,0.22525,0.20888,0.20888,0.21707,0.2,0.21707,0.2,0.24051,0.20888,0.22525,0.21707,0.21707,0.20888,0.21707,0.20888,0.20888,0.21707,0.21707,0.2247,0.22525,0.23288,0.2,0.21707,0.22525,0.23288,0.21707,0.20888,0.24051,0.21707,0.2247,0.20888,0.2,0.21707
6,0.09003,0.031623,0.060826,0.031623,0.031623,0.060826,0.09003,0.060826,0.10668,0.031623,0.10668,0.09003,0.060826,0.060826,0.031623,0.09003,0.031623,0.060826,0.10668,0.060826,0.031623,0.031623,0.031623,0.031623,0.09003,0.09003,0.031623,0.060826,0.031623,0.031623,0.060826,0.031623,0.09003,0.031623,0.060826,0.09003,0.031623,0.060826,0.060826,0.10668,0.060826,0.060826,0.09003,0.10668,0.060826,0.031623,0.031623,0.031623
13,0.2,0.2,0.20888,0.2,0.20888,0.20819,0.21707,0.23288,0.2247,0.20888,0.22525,0.20888,0.20888,0.20888,0.19112,0.23288,0.2,0.2,0.20888,0.2,0.20888,0.2,0.19112,0.2,0.21707,0.22525,0.21707,0.20888,0.2,0.20888,0.2,0.2,0.20888,0.20888,0.21707,0.20888,0.2,0.20888,0.21707,0.22525,0.20888,0.21707,0.21707,0.21707,0.22525,0.19112,0.17153,0.20888
